d,sigma,omega,log_ratio_zo_over_pw,c_star
1,0.024610725056510595,29.99999999999996,1.285294847577326,1.2013877434506741
1,0.024610725056510595,40.503826829893846,0.5024404979940807,1.2013877434506741
1,0.024610725056510595,54.68533292886767,-0.3515418622498101,1.2013877434506741
1,0.024610725056510595,73.83217516953168,-1.097598147758312,1.2013877434506741
1,0.024610725056510595,99.68285458470345,-1.7515168944967967,1.2013877434506741
1,0.024610725056510595,134.58456933361077,-2.362147308005404,1.2013877434506741
1,0.024610725056510595,181.70633634214732,-2.962917625198996,1.2013877434506741
1,0.024610725056510595,245.3267327032263,-3.5633060614292056,1.2013877434506741
1,0.024610725056510595,331.2223832718382,-4.163584496204721,1.2013877434506741
1,0.024610725056510595,447.1924684742427,-4.766091680028329,1.2013877434506741
1,0.024610725056510595,603.766876757117,-5.365533604644957,1.2013877434506741
1,0.024610725056510595,815.1623007265384,-5.959647529256269,1.2013877434506741
1,0.024610725056510595,1100.5730888961868,-6.566187665984511,1.2013877434506741
1,0.024610725056510595,1485.9140602097523,-7.164146483485042,1.2013877434506741
1,0.024610725056510595,2006.1735259613445,-7.76745179030833,1.2013877434506741
1,0.03322761819490119,0.1,11.862203018705284,1.2013877434506741
1,0.03322761819490119,0.13501275609964633,11.086157265605326,1.2013877434506741
1,0.03322761819490119,0.18228444309622582,10.680196008167716,1.2013877434506741
1,0.03322761819490119,0.24610725056510596,10.249702884187249,1.2013877434506741
1,0.03322761819490119,0.33227618194901193,9.986069098152246,1.2013877434506741
1,0.03322761819490119,0.4486152311120365,9.320531215361765,1.2013877434506741
1,0.03322761819490119,0.6056877878071585,8.45090280748618,1.2013877434506741
1,0.03322761819490119,0.8177557756774221,8.125106556494286,1.2013877434506741
1,0.03322761819490119,1.1040746109061288,7.101845043496034,1.2013877434506741
1,0.03322761819490119,1.4906415615808106,6.213070889944818,1.2013877434506741
1,0.03322761819490119,2.012556255857059,6.3085234461490005,1.2013877434506741
1,0.03322761819490119,2.717207669088465,5.430298838299776,1.2013877434506741
1,0.03322761819490119,3.6685769629872937,5.089779501362247,1.2013877434506741
1,0.03322761819490119,4.953046867365847,3.9615266165841927,1.2013877434506741
1,0.03322761819490119,6.687245086537825,4.024112733112236,1.2013877434506741
1,0.03322761819490119,9.028633898472895,3.0510636233330817,1.2013877434506741
1,0.03322761819490119,12.189807464475196,2.606340561479822,1.2013877434506741
1,0.03322761819490119,16.457795021028378,1.830593065921052,1.2013877434506741
1,0.03322761819490119,22.22012265112078,1.2635595168973688,1.2013877434506741
1,0.03322761819490119,29.99999999999996,0.5093184718774394,1.2013877434506741
1,0.03322761819490119,40.503826829893846,-0.28197931286894273,1.2013877434506741
1,0.03322761819490119,54.68533292886767,-1.0910451053200514,1.2013877434506741
1,0.03322761819490119,73.83217516953168,-1.7545429820747251,1.2013877434506741
1,0.03322761819490119,99.68285458470345,-2.3608367022422603,1.2013877434506741
1,0.03322761819490119,134.58456933361077,-2.9635619655229326,1.2013877434506741
1,0.03322761819490119,181.70633634214732,-3.565416890214127,1.2013877434506741
1,0.03322761819490119,245.3267327032263,-4.167232667330948,1.2013877434506741
1,0.03322761819490119,331.2223832718382,-4.76169955260612,1.2013877434506741
1,0.03322761819490119,447.1924684742427,-5.368639824664158,1.2013877434506741
1,0.03322761819490119,603.766876757117,-5.961444371721805,1.2013877434506741
1,0.03322761819490119,815.1623007265384,-6.564757870242838,1.2013877434506741
1,0.03322761819490119,1100.5730888961868,-7.164948132082069,1.2013877434506741
1,0.03322761819490119,1485.9140602097523,-7.765608119461297,1.2013877434506741
1,0.03322761819490119,2006.1735259613445,-8.36726288619773,1.2013877434506741
1,0.04486152311120365,0.1,11.262204743017014,1.2013877434506741
1,0.04486152311120365,0.13501275609964633,10.488033880890884,1.2013877434506741
1,0.04486152311120365,0.18228444309622582,10.079995234585617,1.2013877434506741
1,0.04486152311120365,0.24610725056510596,9.648582098570063,1.2013877434506741
1,0.04486152311120365,0.33227618194901193,9.380519026987617,1.2013877434506741
1,0.04486152311120365,0.4486152311120365,8.725758302459948,1.2013877434506741
1,0.04486152311120365,0.6056877878071585,7.854826492881936,1.2013877434506741
1,0.04486152311120365,0.8177557756774221,7.5283714826940855,1.2013877434506741
1,0.04486152311120365,1.1040746109061288,6.5084679593908925,1.2013877434506741
1,0.04486152311120365,1.4906415615808106,5.648865825016937,1.2013877434506741
1,0.04486152311120365,2.012556255857059,5.707817968396925,1.2013877434506741
1,0.04486152311120365,2.717207669088465,4.843379717550337,1.2013877434506741
1,0.04486152311120365,3.6685769629872937,4.495919539231181,1.2013877434506741
1,0.04486152311120365,4.953046867365847,3.421845269854157,1.2013877434506741
1,0.04486152311120365,6.687245086537825,3.41510091389849,1.2013877434506741
1,0.04486152311120365,9.028633898472895,2.4809356192845033,1.2013877434506741
