tag,env,mode,seed,d,B,epoch,minibatch,eta,eta_src,n_mean_v,n_mean_ubar,n_mean_c,n_mean_ubar_raw,R_batch_action,cos_meanv_meanc,clip_rate
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,0,0.017867879942059517,measured,0.19271544909813124,0.1854834939062256,0.07716734156130599,0.00970483141507971,2.403652764900079,0.2921699411347454,0.20508829752604166
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,1,0.017867879942059517,measured,0.3077388602303446,0.32070824310887075,0.11373227561033228,0.00970483141507971,2.8198525122706273,0.0683497309527597,0.20118204752604166
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,2,0.017867879942059517,measured,0.2575765079322802,0.26009734908294996,0.10460584028338397,0.00970483141507971,2.486451505727051,0.17884140696467354,0.20068359375
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,3,0.017867879942059517,measured,0.2379588151611364,0.23281316161900606,0.12229339205856696,0.00970483141507971,1.903726421339322,0.29858472617381393,0.205657958984375
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,4,0.017867879942059517,measured,0.2644756675018216,0.2808576991805908,0.10604573792826409,0.00970483141507971,2.6484581527258726,0.041217774341371353,0.19934844970703125
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,5,0.017867879942059517,measured,0.24709454601529846,0.23225894013635523,0.13700944968891599,0.00970483141507971,1.6952038028180598,0.3822719425766946,0.2115453084309896
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,6,0.017867879942059517,measured,0.2290859941146285,0.26382398810994484,0.07867023912362163,0.00970483141507971,3.3535424710228843,-0.3033388593899173,0.2029749552408854
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,7,0.017867879942059517,measured,0.2120148359162018,0.24794965033996913,0.10611859323928069,0.00970483141507971,2.336533521308045,-0.11706407140855811,0.2067693074544271
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,8,0.017867879942059517,measured,0.2086889761609409,0.24558269575271283,0.08846942003853288,0.00970483141507971,2.7759048905596226,-0.24191979832944432,0.2014592488606771
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,9,0.017867879942059517,measured,0.19248402326976757,0.2256984974973777,0.10820061138680388,0.00970483141507971,2.085926267906633,-0.05239237252335375,0.20098876953125
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,10,0.017867879942059517,measured,0.21213768688268705,0.22563206997051305,0.0861273981291693,0.00970483141507971,2.619747895199415,0.04133618574059932,0.20818074544270834
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,11,0.017867879942059517,measured,0.19811827416419336,0.2368142587227936,0.13469175741268236,0.00970483141507971,1.7581941409782018,0.0245780761948833,0.20521036783854166
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,12,0.017867879942059517,measured,0.1759355415236172,0.1814529124063647,0.12217967442069069,0.00970483141507971,1.485131739507657,0.3013625923787506,0.2027104695638021
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,13,0.017867879942059517,measured,0.238848572077103,0.2585713299864272,0.1283381697096876,0.00970483141507971,2.0147656037897677,0.10863714919762582,0.1998875935872396
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,14,0.017867879942059517,measured,0.20696441217816772,0.2409510896227967,0.11401387413784547,0.00970483141507971,2.11334884848635,-0.04712492425174382,0.2028376261393229
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,15,0.017867879942059517,measured,0.274759759710997,0.2903849430152341,0.15087580049740426,0.00970483141507971,1.924662152949474,0.16805153158176692,0.19800567626953125
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,16,0.017867879942059517,measured,0.3579633463879798,0.3981382830468266,0.11781967911995155,0.00970483141507971,3.3792171733730916,-0.19555197113604064,0.20325724283854166
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,17,0.017867879942059517,measured,0.2091128303039708,0.21045529148823855,0.14535009078291503,0.00970483141507971,1.4479199177186086,0.33827416769536633,0.2043431599934896
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,18,0.017867879942059517,measured,0.28008851464618456,0.29753226726444504,0.1081326322413438,0.00970483141507971,2.7515492880782197,0.026691446788830637,0.20812479654947916
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,19,0.017867879942059517,measured,0.2147508107783127,0.19449956189063775,0.1206627847526905,0.00970483141507971,1.6119266788651578,0.44085672442644613,0.20229593912760416
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,20,0.017867879942059517,measured,0.22001449268594353,0.28115154891747457,0.10756955230564064,0.00970483141507971,2.6136722045288097,-0.402854613955715,0.19820658365885416
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,21,0.017867879942059517,measured,0.24573357857748282,0.2939752489964096,0.11724195692028519,0.00970483141507971,2.5074235940447576,-0.2133053985628982,0.1985193888346354
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,22,0.017867879942059517,measured,0.28697751092178847,0.3254983646531363,0.12950585991082195,0.00970483141507971,2.5133871538690364,-0.09177016592753184,0.2046788533528646
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,23,0.017867879942059517,measured,0.24103710815435989,0.25139366009439196,0.07363394274816996,0.00970483141507971,3.4141002193886427,0.009073230621115405,0.208099365234375
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,24,0.017867879942059517,measured,0.21185478522370596,0.20455809364469368,0.11220596530198293,0.00970483141507971,1.8230589888188022,0.3287276784845992,0.20571136474609375
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,25,0.017867879942059517,measured,0.20357417691956176,0.26149705269804047,0.10939762225589716,0.00970483141507971,2.3903357980118614,-0.33610387125670343,0.19994354248046875
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,26,0.017867879942059517,measured,0.2587128342899821,0.2756570615209661,0.1106870809990037,0.00970483141507971,2.4904176623914838,0.055823546475051285,0.20272064208984375
WalkerRun_weighted_mle_s102_final,WalkerRun,weighted_mle,102,6,2048,0,27,0.017867879942059517,measured,0.2142949115222057,0.20919690165885146,0.11884635615068478,0.00970483141507971,1.760229833145674,0.3196818265677305,0.20469156901041666
