tag,env,mode,seed,d,B,epoch,minibatch,eta,eta_src,n_mean_v,n_mean_ubar,n_mean_c,n_mean_ubar_raw,R_batch_action,cos_meanv_meanc,clip_rate
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,0,0.05521258152344421,recomputed_counterfactual,0.3949393646568921,0.01059201275609768,0.38875778627661406,0.011912215927251883,0.027245789357731004,0.9997590827496146,0.0028076171875
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,1,0.05552772126506877,recomputed_counterfactual,0.38652691005449086,0.010021161003735532,0.3801134998262855,0.011912215927251883,0.02636360194596853,0.9997982228970722,0.00278472900390625
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,2,0.05644702750424271,recomputed_counterfactual,0.40518389566291113,0.010343244543209614,0.39895487932852436,0.011912215927251883,0.025925850463571886,0.9997891060182565,0.002887725830078125
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,3,0.05995100405771616,recomputed_counterfactual,0.4211357117950215,0.010355073736528528,0.41487384321953746,0.011912215927251883,0.024959572423619892,0.9998053535423581,0.00202178955078125
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,4,0.056129270053604796,recomputed_counterfactual,0.40840767275962137,0.010129559003396514,0.40240082430442636,0.011912215927251883,0.025172808780600495,0.9997976016600364,0.0024871826171875
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,5,0.05340068448154479,recomputed_counterfactual,0.3873988671266185,0.010307787157384672,0.3814119051888642,0.011912215927251883,0.027025341939060678,0.9997617506140494,0.002330780029296875
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,6,0.057660465736885935,recomputed_counterfactual,0.4198053204636897,0.010983944285531913,0.41312593059322367,0.011912215927251883,0.02658739980260511,0.9997808000261003,0.00270843505859375
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,7,0.05739258421129362,recomputed_counterfactual,0.4108542835762847,0.01077341117765321,0.4043467714872096,0.011912215927251883,0.026643989608230008,0.9997781263515795,0.002887725830078125
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,8,0.056244207353545454,recomputed_counterfactual,0.3938125566283958,0.010865383305260323,0.38771757925434946,0.011912215927251883,0.028023963541009368,0.999735055216901,0.00235748291015625
HopperHop_pathwise_fa_s105_final,HopperHop,pathwise,105,4,2048,0,9,0.06036236883212248,recomputed_counterfactual,0.42276286561073495,0.010249917823367993,0.41685873318305955,0.011912215927251883,0.02458846848445958,0.9998008253913244,0.002048492431640625
