tag,env,mode,seed,d,B,epoch,minibatch,eta,eta_src,n_mean_v,n_mean_ubar,n_mean_c,n_mean_ubar_raw,R_batch_action,cos_meanv_meanc,clip_rate
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,0,0.011488337069749832,measured,0.5893904817349654,0.11312166367130133,0.5661117885705728,0.01697727229735467,0.19982213046072175,0.9816361263121512,0.14087963104248047
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,1,0.011488337069749832,measured,0.5723477844366821,0.11185661072918147,0.5440938390580756,0.01697727229735467,0.20558330695789503,0.9811926688984913,0.13772869110107422
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,2,0.011488337069749832,measured,0.5843284376232243,0.11237824318458202,0.5588742751693101,0.01697727229735467,0.20107964917572227,0.9816561578503689,0.14175033569335938
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,3,0.011488337069749832,measured,0.5703270698585187,0.11462384098195724,0.5384672388534089,0.01697727229735467,0.21287059399531885,0.9802613486413312,0.14238452911376953
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,4,0.011488337069749832,measured,0.5882444561923548,0.11461578772820626,0.5600038632280598,0.01697727229735467,0.20466963757591913,0.9812712056483172,0.13726806640625
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,5,0.011488337069749832,measured,0.5728446731986581,0.11501200068437369,0.5509437626956694,0.01697727229735467,0.20875451991947738,0.9798037066040203,0.1396484375
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,6,0.011488337069749832,measured,0.55637138071382,0.11305184262183678,0.5264803902857451,0.01697727229735467,0.21473134556875637,0.9797089585087275,0.14266681671142578
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,7,0.011488337069749832,measured,0.5944361616430811,0.11571780584718208,0.5641669988399414,0.01697727229735467,0.2051126813247136,0.9814015665143605,0.13916301727294922
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,8,0.011488337069749832,measured,0.5932385439698662,0.11642159242755977,0.5680588986260778,0.01697727229735467,0.20494634043923113,0.9808305845087368,0.13762950897216797
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,9,0.011488337069749832,measured,0.6054018249414502,0.11416066916264826,0.5793652999696559,0.01697727229735467,0.19704436763546307,0.9823880261286579,0.13667583465576172
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,10,0.011488337069749832,measured,0.5388373718055789,0.11371382455483506,0.5062662065055226,0.01697727229735467,0.22461270986170398,0.9782438342609004,0.13931941986083984
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,11,0.011488337069749832,measured,0.5425962976518257,0.11602170579544857,0.5152200272240937,0.01697727229735467,0.22518865662176607,0.9772647443776774,0.14075183868408203
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,12,0.011488337069749832,measured,0.5640276446685402,0.11376411114874206,0.5333037302519327,0.01697727229735467,0.21331954887093435,0.9800558644024514,0.1422748565673828
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,13,0.011488337069749832,measured,0.5897105333451658,0.11651760280949294,0.5626319657354861,0.01697727229735467,0.2070938195930109,0.9806457351447607,0.13759899139404297
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,14,0.011488337069749832,measured,0.5930045954725429,0.11645605667698712,0.5700244603657803,0.01697727229735467,0.20430010424825257,0.9807205907730001,0.13702964782714844
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,15,0.011488337069749832,measured,0.5790652746868131,0.11218789721407713,0.5518427761851893,0.01697727229735467,0.20329684840565065,0.9814662039275075,0.1365509033203125
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,16,0.011488337069749832,measured,0.5786203561084795,0.11445546566740442,0.5504853063405426,0.01697727229735467,0.2079173855303447,0.9806787718876232,0.1409158706665039
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,17,0.011488337069749832,measured,0.5739161383524215,0.11267729391745146,0.5508495123423419,0.01697727229735467,0.204551862881963,0.9807616111499761,0.13905620574951172
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,18,0.011488337069749832,measured,0.5694930426402989,0.11036172325859887,0.5396911657460998,0.01697727229735467,0.20449051283954975,0.981630804101252,0.13694000244140625
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,19,0.011488337069749832,measured,0.5760997773963334,0.11606139560818374,0.5468450241883616,0.01697727229735467,0.2122381853619902,0.9799795022729265,0.13920307159423828
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,20,0.011488337069749832,measured,0.5685828579413195,0.116193451556045,0.5439636944992673,0.01697727229735467,0.21360515918767428,0.9791540619688075,0.13892555236816406
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,21,0.011488337069749832,measured,0.5659423806907434,0.1138879111070095,0.53828503385898,0.01697727229735467,0.2115754738531971,0.9799671825250433,0.1421661376953125
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,22,0.011488337069749832,measured,0.5528475999248684,0.11454906037890723,0.5293037210867014,0.01697727229735467,0.21641461379397212,0.9785267775888036,0.13835811614990234
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,23,0.011488337069749832,measured,0.5799476129023838,0.11499894912650242,0.5525886252067752,0.01697727229735467,0.20810951199594893,0.9805346076821359,0.1402587890625
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,24,0.011488337069749832,measured,0.536751991828884,0.11464182465895961,0.5186122976542494,0.01697727229735467,0.22105496760735982,0.9769840946848595,0.14323139190673828
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,25,0.011488337069749832,measured,0.5742429709856594,0.11466869453501319,0.5486617957077571,0.01697727229735467,0.20899704596141064,0.9801715426117579,0.14032745361328125
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,26,0.011488337069749832,measured,0.5878830891863775,0.1124751258841625,0.5610288194529551,0.01697727229735467,0.20048012149114489,0.9819150969451685,0.13926315307617188
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,27,0.011488337069749832,measured,0.5833208964597226,0.11478954108947623,0.5559741607420028,0.01697727229735467,0.20646560432965394,0.9808381745688729,0.1387643814086914
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,28,0.011488337069749832,measured,0.6011696805471334,0.1152811473224977,0.5758585914270279,0.01697727229735467,0.2001900276187957,0.9817309306085028,0.13751983642578125
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,29,0.011488337069749832,measured,0.5743518567192836,0.11407744059021536,0.5497664643707978,0.01697727229735467,0.2075016356637329,0.9803501948881839,0.13834095001220703
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,30,0.011488337069749832,measured,0.5685635232160898,0.11462538324246713,0.5430075395724276,0.01697727229735467,0.21109353901883904,0.9797789377482256,0.13950347900390625
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,31,0.011488337069749832,measured,0.5704776216675881,0.11368719255450697,0.5360191394345807,0.01697727229735467,0.21209539770206287,0.9808078929504271,0.14368629455566406
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,32,0.011488337069749832,measured,0.5650107644557328,0.11359030016478168,0.535636381405258,0.01697727229735467,0.21206606591315189,0.9801085627666961,0.1421651840209961
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,33,0.011488337069749832,measured,0.5728125248313087,0.1146298547662962,0.5514714539995904,0.01697727229735467,0.20786181031624798,0.9799224855173976,0.13958263397216797
LeapCubeRotateZAxis_weighted_mle_s102_final,LeapCubeRotateZAxis,weighted_mle,102,16,2048,0,34,0.011488337069749832,measured,0.5757944172662611,0.11405622146638958,0.5465673227893537,0.01697727229735467,0.20867735173794502,0.9806892335035231,0.13869476318359375
