C_mu,C_sigma,F_AA,F_AB,F_BA,F_BB,metric,pair,resid,seed,task,total
-0.006803335723167325,0.04856931443237639,0.6050395249693502,0.5636227102815639,0.6189953604371076,0.5632735462601411,variance,WML01_vs_WML05,0.0,301,leap,0.04176597870920906
0.00019407650333230775,0.04447216333734488,0.722867121409963,0.6784316481231715,0.722709734957184,0.6782008815692858,sat95,WML01_vs_WML05,0.0,301,leap,0.04466623984067719
5.836105556811244e-05,-0.0691418316266244,0.3280830836590401,0.4014976475887688,0.3322974549065763,0.3971665542300964,variance,WML01_vs_WML05,0.0,302,leap,-0.0690834705710563
0.006727587357847675,-6.077150886407701e-07,0.5242019831416478,0.537073097224331,0.5303449021513947,0.5174750034988888,sat95,WML01_vs_WML05,0.0,302,leap,0.0067269796427590345
-0.03740834540054089,0.15453758592033912,0.6998448249919207,0.5430321654653519,0.7349780967862319,0.5827155844721225,variance,WML01_vs_WML05,0.0,303,leap,0.11712924051979823
0.07631530425371924,0.11191193640902897,0.8720374563780662,0.7744710159703297,0.8100676481256395,0.683810215715318,sat95,WML01_vs_WML05,0.0,303,leap,0.1882272406627482
-0.013323081944248416,-0.027481070830395804,0.4590162176587215,0.4787781252417236,0.4646201363555762,0.49982037043336575,variance,WML01_vs_WML05,0.0,304,leap,-0.04080415277464422
0.046766139194210576,0.01118377280928673,0.6549303387809701,0.687594988401918,0.6520126220169942,0.5969804267774728,sat95,WML01_vs_WML05,0.0,304,leap,0.057949912003497306
0.0015907003907409956,-0.2203772173820132,0.4270181215290692,0.6539836656215003,0.43201574784874613,0.6458046385203414,variance,WML01_vs_WML05,0.0,305,leap,-0.21878651699127222
-0.006997668703207005,-0.13482133290679238,0.6159076579963687,0.7600601450488957,0.6322364808453104,0.7577266596063681,sat95,WML01_vs_WML05,0.0,305,leap,-0.14181900160999938
0.0005289132151562459,0.0611600769191028,0.45726975185890684,0.3973392790164201,0.45797044272036663,0.3955807617246478,variance,WML01_vs_WML05,0.0,306,leap,0.06168899013425905
0.019003581473666598,0.05866022673582044,0.5628558586133979,0.5148367555174099,0.5544934007795638,0.4851920504039109,sat95,WML01_vs_WML05,0.0,306,leap,0.07766380820948704
-0.014907162026323084,0.05378824618982708,0.5823212720104715,0.5241653364317865,0.5928607446479367,0.5434401878469675,variance,WML01_vs_WML05,0.0,307,leap,0.038881084163504
0.049566394382946966,0.02822811398853442,0.7727687053791309,0.7539757514989827,0.7326374711045701,0.6949741970076495,sat95,WML01_vs_WML05,0.0,307,leap,0.07779450837148139
-0.004521946105390251,0.14051911913717596,0.6459525454970344,0.5081611937574533,0.6532022590000195,0.5099553724652487,variance,WML01_vs_WML05,0.0,308,leap,0.1359971730317857
0.032669060859887245,0.08119236589611917,0.801841230039134,0.7313180857263358,0.7798413907625678,0.6879798032831276,sat95,WML01_vs_WML05,0.0,308,leap,0.11386142675600641
0.028794813499910227,0.2916633883105456,0.6050395249693502,0.32786226043410294,0.5907308352447384,0.28458132315889434,variance,WML01_vs_PW,5.551115123125783e-17,301,leap,0.32045820181045587
