V_N128,V_N64,abs_diff,arm,bank,flagged,rel_diff,seed,task
0.29771937507336654,0.2977180772881549,1.2977852116291544e-06,WML01,wml_rollout,False,4.359088861144301e-06,305,walker
0.3028132313750737,0.3028107653381442,2.4660369294937645e-06,WML01,neutral,False,8.143755536359822e-06,306,walker
0.19847525840201571,0.19847487423681331,3.8416520239947793e-07,WML01,pw_rollout,False,1.9355823264446565e-06,306,walker
0.3070880270835156,0.30708532304192165,2.70404159397053e-06,WML01,wml_rollout,False,8.805428266453186e-06,306,walker
0.2144813314812518,0.21448099459947823,3.368817735882601e-07,WML01,neutral,False,1.5706810996634807e-06,307,walker
0.14884075309731856,0.14883944021061055,1.3128867080158813e-06,WML01,pw_rollout,False,8.820747548606252e-06,307,walker
0.23148796831214874,0.2314881485016982,1.8018954944798438e-07,WML01,wml_rollout,False,7.783970405105838e-07,307,walker
0.2695493025643782,0.26954968005381835,3.7748944015092434e-07,WML01,neutral,False,1.4004467329711087e-06,308,walker
0.19462108902351063,0.19462115461788584,6.559437520925471e-08,WML01,pw_rollout,False,3.3703631779252234e-07,308,walker
0.2997906984728387,0.29979142482790305,7.263550643732408e-07,WML01,wml_rollout,False,2.4228739186150875e-06,308,walker
0.027704875704811328,0.027704875723630718,1.881939049042103e-11,PW,neutral,False,6.792808129131143e-10,301,g1
0.030389543784872776,0.03038954378075162,4.121154806302485e-12,PW,pw_rollout,False,1.356109468268458e-10,301,g1
0.025717082736731997,0.025717082736829266,9.726941474497153e-14,PW,wml_rollout,False,3.782288051126442e-12,301,g1
0.0244119344278017,0.02441193424555593,1.822457705580316e-10,PW,neutral,False,7.465437493166446e-09,302,g1
0.02574517665209223,0.02574517665210297,1.074140776324839e-14,PW,pw_rollout,False,4.1722020044385553e-13,302,g1
0.02318743610647749,0.023187435742002258,3.6447523124594206e-10,PW,wml_rollout,False,1.57186516686131e-08,302,g1
0.030794645414055504,0.03079464543236354,1.830803564306649e-11,PW,neutral,False,5.945200990919742e-10,303,g1
0.027747218576896514,0.027747218576872727,2.378652830259398e-14,PW,pw_rollout,False,8.572581153196966e-13,303,g1
0.030481523693489485,0.030481523730116533,3.662704861628896e-11,PW,wml_rollout,False,1.201614754714906e-09,303,g1
0.032605692196716156,0.03260568923496296,2.9617531968617605e-09,PW,neutral,False,9.083546452542572e-08,304,g1
0.026005609841940718,0.0260056098419596,1.8884199759483522e-14,PW,pw_rollout,False,7.261586970757327e-13,304,g1
0.032430552077339345,0.032430546153711215,5.923628129678171e-09,PW,wml_rollout,False,1.826557906122502e-07,304,g1
0.022177325930084382,0.02217732408209254,1.8479918428848663e-09,PW,neutral,False,8.332798321631713e-08,305,g1
0.021238614971600386,0.021238614969536888,2.0634986774847874e-12,PW,pw_rollout,False,9.715787400656933e-11,305,g1
0.02202450491149121,0.022024501175098386,3.7363928236111565e-09,PW,wml_rollout,False,1.6964707441217924e-07,305,g1
0.026906483661457082,0.02690648366151604,5.895978150149972e-14,PW,neutral,False,2.191285276937107e-12,306,g1
0.023232167324092338,0.023232167326573714,2.4813762156128405e-12,PW,pw_rollout,False,1.0680777996289616e-10,306,g1
0.026921494340886802,0.02692149434100864,1.2183656861175507e-13,PW,wml_rollout,False,4.525624286268418e-12,306,g1
0.03448437081878689,0.034484370816927686,1.8592072326129028e-12,PW,neutral,False,5.3914489041511436e-11,307,g1
0.028017927672695966,0.028017927673093246,3.9727943157430445e-13,PW,pw_rollout,False,1.417947237980278e-11,307,g1
0.03585929202085169,0.035859292019421285,1.4304044060331478e-12,PW,wml_rollout,False,3.9889365501175737e-11,307,g1
0.024670805870699985,0.02467080571686734,1.5383264453938672e-10,PW,neutral,False,6.235412225511627e-09,308,g1
0.020934832505686077,0.02093483250566921,1.6868451080398472e-14,PW,pw_rollout,False,8.057600210470687e-13,308,g1
0.024492610844382916,0.024492610536721603,3.076613130925665e-10,PW,wml_rollout,False,1.2561393109429365e-08,308,g1
0.13960363800701436,0.13960359036531528,4.7641699085776423e-08,WML05,neutral,False,3.412640226709756e-07,301,g1
0.16260043139138494,0.16260036893068208,6.246070285986782e-08,WML05,pw_rollout,False,3.8413614481454064e-07,301,g1
0.15100916879846493,0.15100916009178908,8.70667585251006e-09,WML05,wml_rollout,False,5.7656604044552336e-08,301,g1
0.12911473546237315,0.12911472703097363,8.431399523001204e-09,WML05,neutral,False,6.530160552788568e-08,302,g1
0.13810632440218265,0.13810626789741556,5.6504767087517394e-08,WML05,pw_rollout,False,4.0913960553297e-07,302,g1
0.12065886021561564,0.1206588086163403,5.159927533859854e-08,WML05,wml_rollout,False,4.2764597018728157e-07,302,g1
0.12605335492335284,0.12605333800362714,1.6919725703834487e-08,WML05,neutral,False,1.342266987984777e-07,303,g1
0.13491759426804215,0.13491759196906877,2.298973372782953e-09,WML05,pw_rollout,False,1.7039833724099464e-08,303,g1
0.1292430840899824,0.1292430672549941,1.6834988292302455e-08,WML05,wml_rollout,False,1.3025832995892838e-07,303,g1
0.17462527487347745,0.1746252689784685,5.89500895320505e-09,WML05,neutral,False,3.375805110386343e-08,304,g1
0.1664359154552173,0.16643585839982727,5.7055390023652564e-08,WML05,pw_rollout,False,3.428069588682281e-07,304,g1
0.1698017406686566,0.16980173642314406,4.245512552625286e-09,WML05,wml_rollout,False,2.5002762256187854e-08,304,g1
0.09977715255508149,0.09977713776206776,1.479301373064068e-08,WML05,neutral,False,1.4826053211404555e-07,305,g1
0.11483353202789152,0.11483350185691026,3.01709812688955e-08,WML05,pw_rollout,False,2.627366827101284e-07,305,g1
