run,J,d,r_eff,var_zo,var_pw,e2,g2,mean_g2,mean_e2,r_rms2,ratio,product_rms,product_nom,product_inf,pw_over_pred,zo_over_pred,r_rms_over_r_nom
j8,1,16,0.5,1.493175501276482,0.39168144543726596,0.5005438907606432,12.48640273098392,0.17511234079787308,0.01134237209996134,0.24945670023080632,3.812219135398483,0.9509836060732431,0.9530547838496207,0.9530547838496207,1.0037964115069717,0.9545939311782808,0.9989128094699884
j8,1,16,0.75,1.5129889908819212,0.8841429172804478,0.5000225723887533,28.123730303132632,0.0063209269619105965,9.630061865894323e-05,0.5624492144180092,1.7112493481661915,0.9624908515494047,0.9625777583434827,0.9625777583434827,1.0060035794690754,0.9682692418649393,0.9999548562414732
j8,1,16,1.0,1.5126987047544944,1.5671516732581687,0.49982682395006106,50.0173176049939,0.00431717153217861,2.7788233456931896e-05,1.0006929442024357,0.9652535428236729,0.9659224096700532,0.9652535428236729,0.9652535428236729,1.0026298079458458,0.9684626000980737,1.000346412100546
j8,1,16,1.25,1.511479275038573,2.450583100509286,0.4995499543893215,78.19531962666852,0.004391356675390726,3.502393851604484e-05,1.565315319110758,0.6167835217358896,0.9654606951482712,0.9637242527123274,0.9637242527123274,1.0028561759283667,0.9682182207455379,1.0009004966683177
j8,1,16,1.5,1.5127190626049687,3.522181288648601,0.5001566634838989,112.46475071612275,0.006185114742720896,3.284267614841366e-05,2.248590470288581,0.42948358946775633,0.9657327064225301,0.9663380763024517,0.9663380763024517,1.0021789095611924,0.9678369506501103,0.9996867221037201
j8,1,16,1.75,1.514159857460101,4.8094867276891495,0.4994082928194839,153.30621032403306,0.011074878473599822,2.6357550112465992e-05,3.069757001000525,0.31482774424613513,0.9664446720087762,0.9641599667537888,0.9641599667537888,1.0038965477051263,0.9702104697776234,1.0011841154252115
j8,1,16,2.0,1.5097524396669575,6.332523043766623,0.49969270964167767,200.12291614332892,0.014221896802691869,2.923634931230145e-05,4.0049196692670215,0.23841246675810712,0.9548227775180131,0.9536498670324285,0.9536498670324285,1.012581374016156,0.9668357600011122,1.0006147696874934
j8,1,16,3.0,1.517427506382926,14.123870392596864,0.5001313719403165,449.88176525371506,0.03299056980933071,2.0524043744105132e-05,8.995271852440444,0.1074370880079937,0.9664258136664725,0.9669337920719433,0.9669337920719433,1.0046280766863498,0.9708985064437888,0.999737290627473
j8,1,64,0.5,6.063837079581558,1.564430035655747,0.5001883841656735,49.98116158343265,0.0032558348289678796,2.7132255877722965e-05,0.24981168678478247,3.8760679233826125,0.9682870660325994,0.9690169808456531,0.9690169808456531,1.0016125987271567,0.9698485245228057,0.9996233026191066
j8,1,64,0.75,6.062509114237253,3.535109738712444,0.5002229035784744,112.44984669484326,0.006584198575017773,2.3695344748518516e-05,0.5619986904358242,1.7149422683679791,0.963795308995846,0.9646550259569883,0.9646550259569883,1.005990803578266,0.9695692173816947,0.9995542921707758
j8,1,64,1.0,6.069271924886331,6.273010169167716,0.49994511748605397,200.0219530055784,0.010397411486605336,3.344238290468417e-05,1.0002195541551522,0.9675214548060559,0.9677338781616575,0.9675214548060559,0.9675214548060559,1.0035714700164364,0.9711901106914016,1.000109771052734
j8,1,64,1.25,6.055346840448425,9.75402350796011,0.4999497176964197,312.5314264397377,0.015991015529022434,3.480130748682285e-05,1.5628142960044311,0.6208050283564264,0.9702029733468593,0.9700078568069161,0.9700078568069161,0.9987115721781924,0.9689529368431988,1.0001005696642893
j8,1,64,1.5,6.0733372825786685,14.081718885938944,0.5006835392186846,449.3848147031839,0.028910428351885904,2.9130223970103393e-05,2.243856545615859,0.4312923253029212,0.967758107204844,0.9704077319315727,0.9704077319315727,1.0027374971441232,0.9704073422595194,0.9986338547381971
j8,1,64,1.75,6.053868343473622,19.178432307220653,0.4997641351998793,612.7889343801479,0.04164522895630804,2.9109100598420848e-05,3.0653907074337416,0.3156602294961486,0.9676219342038962,0.9667094528319551,0.9667094528319551,1.0015028003921849,0.9690760768261044,1.0004718409171547
j8,1,64,2.0,6.0505383378070885,25.32314663335738,0.5000792023814454,799.8732761896873,0.04257153343565332,2.7576359869996336e-05,3.9987329626016326,0.23893311622801672,0.9554297277180975,0.9557324649120669,0.9557324649120669,1.0130863430362518,0.9679328088820491,0.9998416077811566
j8,1,64,3.0,6.050762454736181,55.89999858199638,0.5001612189342486,1799.4196118367051,0.1114656693128557,2.8176159564239672e-05,8.994197989155063,0.10824262268738125,0.9735555793157147,0.9741836041864312,0.9741836041864312,0.9940982875017232,0.9678099341855,0.9996776140978353
j8,8,16,0.5,0.18937676614660928,0.3905638529969389,0.06253465649678927,12.50003978317185,0.0008012540201679246,4.984530456956732e-06,1.998897968491063,0.48488042273613463,0.9692264919683474,0.9697608454722695,0.12122010568403366,0.9998402815267442,0.9690716885928111,0.9997244541600108
j8,8,16,0.75,0.1887146681201272,0.8786597109225622,0.0625195881350111,28.12257086841016,0.0017555612762230422,3.6233011973846704e-06,4.498201556875175,0.21477560171955914,0.9661039460337235,0.9664902077380163,0.12081127596725202,0.9998058456705925,0.9659163727699434,0.999800153016722
j8,8,16,1.0,0.1889392086328704,1.5578041230203814,0.06242657668175015,49.99941312950829,0.0026171039599794336,3.011694109265695e-06,8.009315228737377,0.12128560057123332,0.9714146076817377,0.9702848045698668,0.12128560057123332,0.9970063410050758,0.9685065236036504,1.00058203241522
j8,8,16,1.25,0.18954395287833736,2.4507841919785323,0.06256885840070137,78.09634979183205,0.004693957920715684,4.712948673342223e-06,12.481664487418016,0.07734012382596504,0.9653334770110599,0.9667515478245632,0.12084394347807038,1.0042094714075274,0.969397020681267,0.9992663103464667
j8,8,16,1.5,0.18939673977754537,3.5071114080494623,0.0625485650457504,112.46114479373162,0.00723899310848599,3.4505345983975153e-06,17.979812120625514,0.05400362798365778,0.9709750849783213,0.9720653037058402,0.12150816296323,0.9979230183315558,0.9689583875263053,0.9994390682507172
j8,8,16,1.75,0.1899925458845281,4.780747472949354,0.06257332989052465,153.15805146183453,0.010760875089023831,5.14754292713871e-06,24.476570406240594,0.0397411800057528,0.9727277904378894,0.9736589101409436,0.12170736376761795,0.9988630546955046,0.9716218521439989,0.9995217306545349
j8,8,16,2.0,0.1898455183670082,6.239043063702023,0.06246198190497695,200.0695075010336,0.01165817350671715,4.14509223491819e-06,32.03060508156757,0.03042862766431375,0.9746473558896955,0.9737160852580402,0.121714510657255,0.9979000824872492,0.9726006768383065,1.0004780901144146
j8,8,16,3.0,0.18920971545277454,14.025278384975682,0.06264040933522792,449.9237910454103,0.029783514543231495,4.879578820343084e-06,71.82644491315301,0.013490621024354279,0.9689833478500064,0.9713247137535083,0.1214155892191885,0.9975220631840827,0.966582268338358,0.9987940291585049
j8,8,64,0.5,0.7581640998699177,1.5631135141035133,0.06259222813432604,50.00622356515749,0.002711362236993923,2.7218238108775267e-06,1.9973016241665682,0.4850345755629557,0.9687603455488335,0.9700691511259116,0.12125864389073893,1.0002681443468224,0.969020113158918,0.9993251783495121
j8,8,64,0.75,0.7559697688725942,3.53371770627526,0.062483984839607556,112.49759617118175,0.006146236214678594,3.500755938295267e-06,4.50105720929755,0.21393043579291154,0.9629131303138512,0.9626869610681021,0.12033587013351274,1.0051678475755332,0.9678893185997929,1.0001174608012078
j8,8,64,1.0,0.7552951766991802,6.225561249705722,0.062392268903762295,199.9856212012827,0.011626286153551756,3.059681829914802e-06,8.013237245377026,0.12132162007640396,0.9721789246657213,0.9705729606112319,0.12132162007640396,0.9961614179755105,0.968447136120912,1.0008269858832384
j8,8,64,1.25,0.7560884778208347,9.765014722573591,0.0625198673733071,312.4496930829372,0.019818973842673424,4.757336432817654e-06,12.494016150789928,0.07742829880972939,0.9673904158569475,0.9678537351216174,0.12098171689020217,1.0000985055837759,0.9674857092146005,0.9997606173795777
j8,8,64,1.5,0.7572959450783493,14.008716946139032,0.062488112570556316,450.07744805507224,0.030858263579682754,3.6280378580683904e-06,18.006522742500934,0.054058908320441794,0.9734129621068082,0.9730603497679525,0.12163254372099404,0.9960040082292612,0.9695232119206988,1.0001811708802486
j8,8,64,1.75,0.7552365718258218,19.080529133714585,0.062392353855898516,612.3708422745789,0.0409500573121366,3.1192085460818153e-06,24.537094869385427,0.03958153186073582,0.9712158023424767,0.9697475305880275,0.12121844132350344,0.9970705496214534,0.968370673842654,1.000756751814069
j8,8,64,2.0,0.7560531832979291,24.881712453996556,0.06253620210855469,799.987499945291,0.04503772183219138,4.215326467953036e-06,31.980975537841953,0.030385898265474498,0.9717706691234942,0.9723487444951842,0.12154359306189799,0.9952840495412001,0.9671878467905928,0.9997026985847147
j8,8,64,3.0,0.7561226216757675,56.3330449312306,0.06242846479573391,1799.7802469291805,0.11500025673042656,5.71218043774479e-06,72.07370278998795,0.013422363775982913,0.9673994575292928,0.9664101918707699,0.12080127398384621,1.0015986345416936,0.9689459757177149,1.000511694015089
old,1,4,0.5,0.2774359132117355,0.0601560770031058,0.4959180949422368,3.15051190661102,1.2243514344498714,0.17179738351586762,0.25411550324478344,4.6119349371371365,1.171964167482802,1.1529837342842841,1.1529837342842841,0.6110100584162168,0.7160818944353798,1.0081974077427167
old,1,4,0.75,0.36132604575844446,0.19615363811164596,0.4999000289328372,7.032655843131977,0.7565981763557386,0.05187030652827822,0.5627249798840747,1.8420563046237577,1.036571096964737,1.0361566713508636,1.0361566713508636,0.8925385458329581,0.9251796595373806,1.0001999621267514
old,1,4,1.0,0.38078635365481595,0.3838630779446915,0.500158669781197,12.496033255470074,0.2040044414968811,0.009901553901305184,0.9993655222201131,0.9919848392131143,0.9913554468746489,0.9919848392131143,0.9919848392131143,0.9830014247803828,0.9745038167415729,0.99968271077383
old,1,4,1.25,0.37807224030457365,0.6163965906199219,0.4999917404262586,19.531572639599272,0.029476756960108468,0.0011993028344585775,1.562551623188655,0.6133587467191198,0.9584047052829198,0.9583730417486247,0.9583730417486247,1.0098874915912655,0.967880923747434,1.000016519283926
old,1,4,1.5,0.37933660861207846,0.8849693686738518,0.5005641301683483,28.093267678030404,0.005632628541213506,7.460146410943376e-05,2.244928550400298,0.42864377236075824,0.9622746425239523,0.964448487811706,0.964448487811706,1.008035808511852,0.9700072972870857,0.9988723754314824
