run_id,task,env,d,arm,seed,gpu,slurm,n_evals,score_window3,score_last,ret_curve,gate_operator_frac,gate_klonly_frac,kl_sampled_med,kl_analytic_med,kl_bias,lag_eff,lag_raw,sigma_mean,action_sat,ess,eta,critic_loss
fr-walker-PW1-s301,walker,WalkerRun,6,PW-1-faithful-repair,301,c23g,,21,909.789306640625,911.151123046875,446.1477;543.7325;637.1573;775.6559;831.7390;865.9325;891.5047;896.9991;902.3078;905.9014;907.2946;906.1200;906.1488;908.4222;904.9373;906.3815;909.5280;907.8447;910.4456;907.7712;911.1511,0.5478617548942566,0.4521382749080658,0.08684395253658295,0.0871148481965065,-7.579469183838228e-06,0.026808610185980797,-3.833319902420044,0.5193314552307129,4.402418198878877e-05,0.0,0.0,6.930593013763428
fr-walker-WML32-s301,walker,WalkerRun,6,WML-32-faithful-repair,301,c25g,,21,784.5498657226562,775.089111328125,497.3515;571.0572;707.2701;757.4136;783.0817;793.1974;799.8925;751.1831;751.5494;802.4997;783.7523;791.4672;792.1198;785.1095;770.7374;797.5385;793.8746;803.7782;789.0400;789.5205;775.0891,0.5541356205940247,0.44586434960365295,0.08682173490524292,0.09128189831972122,9.152141137747094e-05,0.34517914056777954,-1.0934796333312988,1.9838305711746216,0.08226903527975082,20.608478546142578,0.03894028067588806,173.56002807617188
fr-walker-PW1-s302,walker,WalkerRun,6,PW-1-faithful-repair,302,c25g,,21,898.4740600585938,899.4186401367188,362.2057;537.7333;655.4536;741.9928;796.8245;833.8571;838.7823;864.1238;879.0569;880.9556;883.3309;882.3376;883.2756;885.3810;890.9660;892.5933;897.9778;895.7990;897.7906;898.2128;899.4186,0.5399878621101379,0.46001216769218445,0.08926480263471603,0.0895872712135315,-1.0853225830942392e-05,0.027544671669602394,-3.688164234161377,0.5313637256622314,4.581042594509199e-05,0.0,0.0,6.759954452514648
fr-walker-WML32-s302,walker,WalkerRun,6,WML-32-faithful-repair,302,c23g,,21,777.2047729492188,777.159912109375,185.0508;612.0043;734.3779;769.5107;771.9721;770.7147;774.4516;771.1522;772.8212;790.3953;791.2328;792.8750;785.9944;737.3132;765.5908;765.6575;773.2877;783.7217;783.5892;770.8652;777.1599,0.5579946637153625,0.44200533628463745,0.08593399822711945,0.08927181363105774,3.7555713788606226e-05,0.31623777747154236,-1.1696207523345947,1.6060212850570679,0.09411752969026566,20.354326248168945,0.032275084406137466,154.75228881835938
fr-walker-PW1-s303,walker,WalkerRun,6,PW-1-faithful-repair,303,c23g,,21,907.8732299804688,907.067626953125,551.1432;624.5000;757.3253;797.2072;834.0347;867.9605;879.6720;889.6060;892.2447;895.1066;894.9323;904.7917;899.7187;902.8417;898.8119;905.4966;905.3956;907.8792;908.3430;908.2089;907.0676,0.5435896515846252,0.45641034841537476,0.08772952109575272,0.08783107995986938,-2.126296931237448e-05,0.025659209117293358,-3.942606210708618,0.5342232584953308,4.572339094011113e-05,0.0,0.0,6.924553394317627
fr-walker-WML32-s303,walker,WalkerRun,6,WML-32-faithful-repair,303,c25g,,21,798.9025268554688,808.0831298828125,528.4201;534.1877;680.9048;771.6127;809.3560;829.2882;828.1545;826.3435;828.1366;830.3876;807.1468;834.0622;820.3024;832.9918;843.8162;802.9677;778.9951;800.1041;789.8385;798.7859;808.0831,0.5517730712890625,0.4482269287109375,0.08805721253156662,0.09169778972864151,-4.388181696413085e-05,0.39585191011428833,-0.9504343867301941,2.270232677459717,0.07829196006059647,20.22433853149414,0.03262444958090782,300.10498046875
fr-walker-PW1-s304,walker,WalkerRun,6,PW-1-faithful-repair,304,c25g,,21,910.9801635742188,910.3604736328125,394.6440;584.1300;671.4700;759.4818;808.1462;855.5161;873.0125;887.8290;891.9283;893.7274;901.5829;903.7749;902.0134;907.8648;904.0112;907.9656;909.5297;909.1691;911.3993;911.1805;910.3605,0.5502232313156128,0.4497767984867096,0.08586137741804123,0.08659730106592178,-9.715467967907898e-06,0.020625343546271324,-4.102782249450684,0.5381273627281189,3.77988071704749e-05,0.0,0.0,6.710628032684326
fr-walker-WML32-s304,walker,WalkerRun,6,WML-32-faithful-repair,304,c23g,,21,710.2243041992188,655.4672241210938,98.9809;321.8005;486.3926;547.2641;609.1619;679.1614;700.3057;703.4351;714.4079;711.0472;707.9630;699.4409;693.6028;705.6615;706.3860;729.3463;747.5945;741.8583;737.4946;737.7109;655.4672,0.5606554746627808,0.43934449553489685,0.08536647260189056,0.08916297554969788,-1.978860018425621e-05,0.2541761100292206,-1.4230577945709229,222.09915161132812,0.07663453370332718,21.11898422241211,0.05612414702773094,26361128960.0
fr-walker-PW1-s305,walker,WalkerRun,6,PW-1-faithful-repair,305,c23g,,21,908.44189453125,908.5802612304688,403.3104;558.6199;591.7938;753.7189;840.7814;862.7039;882.4247;885.3835;890.2512;894.4092;899.9989;902.3066;904.1622;902.8939;903.7778;905.2151;906.0747;905.9021;907.9594;908.7859;908.5803,0.551872968673706,0.44812703132629395,0.08551543951034546,0.08556409925222397,-4.297832856536843e-05,0.02665242739021778,-3.8926045894622803,0.525753378868103,4.899690975435078e-05,0.0,0.0,6.754782676696777
fr-walker-WML32-s305,walker,WalkerRun,6,WML-32-faithful-repair,305,c25g,,21,762.513671875,786.0338745117188,555.5854;565.9570;638.4265;693.2699;757.5896;785.0044;803.9357;808.4826;812.1780;814.0422;819.9659;818.0558;711.7906;706.0746;809.1437;783.3095;777.2913;772.1724;751.0215;750.4857;786.0339,0.5424543023109436,0.4575456976890564,0.0901908278465271,0.09397841989994049,1.1462274414952844e-05,0.36016058921813965,-1.0392346382141113,1.9787368774414062,0.07736864686012268,20.158559799194336,0.03369090333580971,177.9496612548828
fr-walker-PW1-s306,walker,WalkerRun,6,PW-1-faithful-repair,306,c25g,,21,909.28466796875,908.729248046875,382.2696;569.4527;635.6278;754.8574;810.8763;834.9067;868.7333;882.8474;887.3150;885.0669;888.4149;887.7138;894.0335;891.4943;902.2609;904.4816;907.0439;908.6983;911.0319;908.0928;908.7292,0.5470839142799377,0.45291608572006226,0.0866985023021698,0.08706913888454437,3.9505393942818046e-05,0.024989372119307518,-3.9615352153778076,0.5311852097511292,4.320296284276992e-05,0.0,0.0,6.530290126800537
fr-walker-WML32-s306,walker,WalkerRun,6,WML-32-faithful-repair,306,c23g,,21,717.0111694335938,695.3661499023438,389.7621;543.9255;685.8528;745.6916;763.0275;785.9799;796.9384;811.7551;820.9226;814.1501;796.9450;690.4805;628.8901;670.1338;718.2267;744.9281;757.9374;810.0085;748.3091;707.3583;695.3661,0.5516244769096375,0.44837552309036255,0.08796431124210358,0.09197574853897095,-2.838949512806721e-05,0.37518763542175293,-1.0025880336761475,2.600104808807373,0.08440994471311569,20.08332061767578,0.03493894636631012,522.0479736328125
fr-walker-PW1-s307,walker,WalkerRun,6,PW-1-faithful-repair,307,c23g,,21,912.1907348632812,915.124267578125,462.3514;565.3617;659.9812;788.7835;812.7688;831.2878;872.5903;886.9589;890.1810;891.9856;892.4458;902.4374;905.3613;904.6697;905.1395;910.2811;906.5201;908.8051;910.6631;910.7848;915.1243,0.5501592755317688,0.4498407244682312,0.08616308867931366,0.08595429360866547,5.428098302218132e-05,0.021573824808001518,-4.061619281768799,0.5374093055725098,4.34716566815041e-05,0.0,0.0,6.6173787117004395
fr-walker-WML32-s307,walker,WalkerRun,6,WML-32-faithful-repair,307,c25g,,21,887.083984375,895.3389892578125,249.2114;593.3755;567.5029;634.4192;726.2792;791.7305;787.7097;821.4471;821.9910;846.7250;866.2990;873.4285;882.4726;881.2555;866.2889;887.1283;885.0170;882.6047;883.9183;881.9945;895.3390,0.5565523505210876,0.44344764947891235,0.08650509268045425,0.08927669376134872,7.00766613590531e-05,0.3460371494293213,-1.1421788930892944,1.8173799514770508,0.0563155934214592,20.955493927001953,0.03891153633594513,192.68997192382812
fr-walker-PW1-s308,walker,WalkerRun,6,PW-1-faithful-repair,308,c25g,,21,915.03076171875,914.101806640625,142.7652;591.5756;576.4641;735.7936;813.8730;840.6023;868.5337;879.4564;884.5254;895.3536;895.5171;888.6243;896.7964;904.0144;913.1590;914.0345;912.4619;912.6615;915.9994;914.9911;914.1018,0.5543133020401001,0.4456866979598999,0.08452652394771576,0.08394563943147659,-3.035711051779799e-05,0.03044750913977623,-3.606729745864868,0.5135688185691833,5.728101314161904e-05,0.0,0.0,6.626835346221924
fr-walker-WML32-s308,walker,WalkerRun,6,WML-32-faithful-repair,308,c23g,,21,646.5341186523438,653.6845703125,89.4975;309.9606;479.2517;569.3935;607.2207;616.6838;650.9362;655.9182;650.0128;633.6293;626.9144;631.3859;614.9125;619.3276;606.3527;609.6738;609.9220;615.2266;634.2959;651.6218;653.6846,0.5485153198242188,0.45148468017578125,0.0884435772895813,0.09137462079524994,-7.303673919523135e-05,0.3191867768764496,-1.18250572681427,0.949402391910553,0.048066411167383194,20.42458724975586,0.03637035936117172,42.481422424316406
fr-g1-PW1-s301,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,301,c23g,,21,26.982437133789062,27.264759063720703,-2.2921;-2.1188;3.7725;8.8371;9.0306;9.5062;9.4357;15.8323;20.7932;19.8072;19.0535;21.2179;23.1919;21.0991;26.1453;22.3345;23.8022;23.5856;26.6803;27.0023;27.2648,0.5202440619468689,0.4797559380531311,0.09440293908119202,0.09362482279539108,5.710322511731647e-06,0.00555786956101656,-5.261216163635254,0.477668821811676,0.0009362609125673771,0.0,0.0,0.004460055846720934
fr-g1-WML32-s301,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,301,c25g,,21,15.624343872070312,15.91957950592041,-2.5279;-2.1636;-1.9847;6.0812;10.4680;8.3182;6.2805;11.3692;12.8890;12.3766;13.3040;13.3138;9.4480;10.4830;16.0508;15.1471;17.2439;11.5365;14.5766;16.3769;15.9196,0.45798128843307495,0.542018711566925,0.12195565551519394,0.12233881652355194,7.484594971174374e-05,0.23879817128181458,-2.530488967895508,0.5390177369117737,0.009951088577508926,20.135406494140625,0.0094757080078125,0.0058339727111160755
fr-g1-PW1-s302,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,302,c25g,,21,29.598363876342773,29.184972763061523,-2.2577;-2.1268;2.8013;9.9546;11.5560;14.6007;15.4279;19.5432;21.9813;22.3634;22.0459;23.9507;24.4536;23.0213;26.4831;29.3819;28.8991;27.9358;28.3359;31.2743;29.1850,0.525365948677063,0.4746340811252594,0.09306498616933823,0.0921841487288475,-1.821593650674913e-05,0.005631437059491873,-5.2422194480896,0.45611268281936646,0.0008553918451070786,0.0,0.0,0.004210993181914091
fr-g1-WML32-s302,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,302,c23g,,21,17.408456802368164,22.1348876953125,-2.5626;-2.1475;-2.1743;0.1535;5.6125;8.9475;7.1310;12.3205;13.5580;16.6342;16.9035;13.4497;17.4853;15.6751;18.8454;18.4191;18.8809;24.7112;13.9466;16.1438;22.1349,0.47300392389297485,0.5269960761070251,0.11443356424570084,0.11416114866733551,7.537029159720987e-05,0.26250120997428894,-2.3237173557281494,0.5420853495597839,0.009797238744795322,19.96249771118164,0.009346609003841877,0.004832877777516842
fr-g1-PW1-s303,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,303,c23g,,21,18.786191940307617,17.794275283813477,-2.3126;-2.3304;-1.0776;1.6036;4.0699;9.4218;14.3937;11.9638;15.2840;12.3407;13.8369;15.0127;16.0574;22.1196;15.2457;20.2801;16.8083;21.0639;19.4559;19.1084;17.7943,0.5203773975372314,0.47962260246276855,0.09432225674390793,0.093023382127285,0.0001869643310783431,0.005770019721239805,-5.21762752532959,0.475341796875,0.0008505498408339918,0.0,0.0,0.0042821140959858894
fr-g1-WML32-s303,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,303,c25g,,21,14.528172492980957,14.42068099975586,-2.5171;-2.1897;-2.2426;-1.6167;-0.1230;1.7528;3.4869;5.8418;7.1419;7.0667;6.9955;10.3752;10.4110;11.5868;13.2310;12.3974;12.4569;12.7741;11.9782;17.1856;14.4207,0.47558629512786865,0.5244137048721313,0.1163940578699112,0.11666090041399002,7.686606841161847e-05,0.23098602890968323,-2.401705265045166,0.5795950889587402,0.0143808014690876,20.201045989990234,0.009752667509019375,0.0053680771961808205
fr-g1-PW1-s304,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,304,c25g,,21,11.921463012695312,13.012063980102539,-2.2882;-2.3013;-0.6881;1.2114;4.4511;6.2850;8.5457;7.9608;10.3337;10.4753;9.4887;8.5979;11.3210;11.3079;10.6432;13.2790;12.2538;11.1991;10.7933;11.9591;13.0121,0.5261934995651245,0.4738064706325531,0.09270058572292328,0.09066485613584518,-5.308268737280741e-05,0.0064122420735657215,-5.094400882720947,0.5084494948387146,0.0012129114475101233,0.0,0.0,0.005274161230772734
fr-g1-WML32-s304,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,304,c23g,,21,9.140506744384766,11.965431213378906,-2.4896;-2.1726;-2.1426;-1.6015;1.1629;4.8399;7.4437;7.5994;10.9986;8.6238;7.3652;7.7574;9.8083;8.6163;10.2230;7.6050;8.2369;7.0599;7.1919;8.2642;11.9654,0.4663521945476532,0.5336478352546692,0.1180657297372818,0.11791394650936127,5.7904020650312304e-05,0.22288158535957336,-2.4191527366638184,0.5758554339408875,0.013313913717865944,20.390899658203125,0.00958662573248148,0.005500375293195248
fr-g1-PW1-s305,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,305,c23g,,21,23.588865280151367,24.29935646057129,-2.2314;-2.2051;0.8930;7.5473;7.6767;11.7643;17.4100;9.8702;22.5850;18.9290;19.3331;16.4552;17.9944;22.6524;20.1608;16.9286;19.1740;22.8433;20.4332;26.0340;24.2994,0.5190026164054871,0.48099735379219055,0.09479065984487534,0.0937628448009491,6.586493691429496e-05,0.005638676695525646,-5.249483585357666,0.48442354798316956,0.0012212129076942801,0.0,0.0,0.0046441638842225075
fr-g1-WML32-s305,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,305,c25g,,21,15.917622566223145,16.221261978149414,-2.4804;-2.1771;-2.0692;0.9949;5.0846;8.1261;7.4933;6.8540;12.6137;13.0208;14.9012;11.1893;11.3563;13.1200;14.7607;12.3278;13.2895;16.9484;13.3986;18.1331;16.2213,0.47558048367500305,0.5244194865226746,0.11309177428483963,0.11268917471170425,8.731058187549934e-05,0.2659311294555664,-2.326092004776001,0.5917527079582214,0.01435780804604292,19.811988830566406,0.009258145466446877,0.005028267856687307
fr-g1-PW1-s306,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,306,c25g,,21,11.147594451904297,10.326732635498047,-2.2296;-2.1640;-2.0828;-0.7192;1.3916;4.4709;7.7394;8.3374;8.6465;7.6080;10.1571;9.0247;12.5103;10.7030;12.0665;11.0519;11.5873;10.7058;12.1037;11.0123;10.3267,0.5259057879447937,0.4740942120552063,0.09281358122825623,0.09138438105583191,-4.422340680321213e-06,0.00665499409660697,-5.049070835113525,0.5030515193939209,0.001164184301160276,0.0,0.0,0.005529254674911499
fr-g1-WML32-s306,g1,G1JoystickFlatTerrain,29,WML-32-faithful-repair,306,c23g,,21,9.327510833740234,10.492107391357422,-2.3748;-2.1769;-2.1426;-1.2895;0.7222;4.6486;7.8848;7.7488;7.7342;7.1741;7.0907;6.7091;7.3319;7.2480;6.4102;8.5940;8.6667;8.7157;8.6670;8.8234;10.4921,0.47146788239479065,0.5285321474075317,0.11605478823184967,0.11587274819612503,2.8424286938388832e-05,0.2148653268814087,-2.464864730834961,0.604569137096405,0.014684596098959446,20.374679565429688,0.009545593522489071,0.005898158997297287
fr-g1-PW1-s307,g1,G1JoystickFlatTerrain,29,PW-1-faithful-repair,307,c23g,,21,30.007505416870117,30.37877082824707,-2.2322;-2.3252;-0.5352;3.9470;6.2188;9.0856;11.9245;15.0504;17.3136;19.5471;19.7999;20.1496;21.6825;25.7130;28.0240;29.0553;28.2423;29.7730;28.9929;30.6509;30.3788,0.522646963596344,0.477353036403656,0.09381284564733505,0.09264872968196869,6.197099719429389e-05,0.0058323233388364315,-5.207518577575684,0.4620020389556885,0.0006719191442243755,0.0,0.0,0.0044741276651620865
