delta_norm,s_norm,B_b,N_b,delta_dot_vsig,var_pw_e,var_pw_clean,cross_pw,var_zo_e,var_zo_clean,cross_zo,var_wml_e,var_wml_clean,cross_wml,pre_pw_clean_meannorm,pre_zo_clean_meannorm,pre_wml_clean_meannorm,mse_pw,cos_pw,post_pw_bias2,post_pw_var,mse_zo,cos_zo,post_zo_bias2,post_zo_var,mse_wml,cos_wml,post_wml_bias2,post_wml_var,G,err_pw_total,err_pw_cleanoff,err_pw_erroroff,err_pw_baseline,err_zo_total,err_zo_cleanoff,err_zo_erroroff,err_zo_baseline,err_wml_total,err_wml_cleanoff,err_wml_erroroff,err_wml_baseline,ess_med,ess_min,eta_at_bound,nonfinite,wml0_checksum,d,sigma,r_eff,J,omega_nominal,direction,A_eff,L_eff,omega_eff,orth_resid
0.1149323420210698,0.24236104751122853,0.4742195299174263,1.4669940275370374,-0.09103376294917888,0.3810956271590813,0.07873640984008536,-0.03304047354411501,1.5329205104461647,1.2933855822634948,-0.24541201834331475,0.08616958225776611,0.1126271461615925,-0.053798126378857,1.002644506480391,0.9812604146291996,0.24236104751122853,0.07598620205056973,0.8100344948735757,0.11825174664146292,0.26167926361138566,0.20383966210336835,0.4904008447415791,0.30093834070075764,0.7182599698160839,0.25511222934086497,0.3622194266478377,0.4329549905228016,0.8426061561815228,0.17912602729029525,0.07598620205056973,0.06855924863833314,0.04040154045851211,0.014003734526029148,0.20383966210336835,0.16602995502695583,0.15138864656603465,0.13379680463844018,0.25511222934086497,0.21521199428699087,0.23902171816031195,0.1660084967688899,14.139367362850116,11.615595825298604,0.0,0.0,32.932156274277105,16,0.4,0.5,1,5.0,0,1.0,5.0,5.0,5.551115123125783e-16
0.024637138300717232,0.24236104751122853,0.10165469473627274,0.3745660491278862,-0.023575249311355698,0.39573849286450213,0.07873640984008536,9.361506976879428e-05,0.191557889010467,1.2933855822634948,-0.021246233916964896,0.022001589219474153,0.1126271461615925,-0.012742420724335991,1.002644506480391,0.9812604146291996,0.24236104751122853,0.06672826877178273,0.8331793280705432,0.028396123336708393,0.30524522052220515,0.14399810562186166,0.6400047359453459,0.13040670560475714,0.5895838225045509,0.1886047329679219,0.5284881675801953,0.22367434471733041,0.7193493201222788,0.12187646419613918,0.06672826877178273,0.057454569202883304,0.013848701795981347,0.014003734526029148,0.14399810562186166,0.03315727299209466,0.13360365339546762,0.13379680463844018,0.1886047329679219,0.0661242035697123,0.1820183303833291,0.1660084967688899,14.204312917612981,10.951416340929537,0.0,0.0,32.932156274277105,16,0.4,0.5,8,14.142135623730951,0,1.0,5.000000000000001,5.000000000000001,5.551115123125783e-16
0.149535413211839,0.23984498318609837,0.6234669211146803,1.0611427950043615,-0.11096770578278636,0.4143347340769967,0.0788706475111406,0.03352121489835106,1.518824422861845,1.2754855455267013,0.09437324869937819,0.061042892903653584,0.11142634169991102,-0.04778083604961686,1.0033004339162361,0.9706183175961529,0.23984498318609837,0.10100517447887637,0.747487063802809,0.20409293766503592,0.3009329347293462,0.23263957821402384,0.4184010544649404,0.39813308856807816,0.7650648025020409,0.2700309790458394,0.3249225523854016,0.5243400637270497,0.8258148315021472,0.16902580456696303,0.10100517447887637,0.08871521091794894,0.05974464423082506,0.014108077211230516,0.23263957821402384,0.18814833492015354,0.17466604766561009,0.13366115224353722,0.2700309790458394,0.21856898911496764,0.26304034640032836,0.1675661781124358,14.547528343993541,11.361576470294688,0.0,0.0,69.94203768843175,16,0.4,0.5,1,5.0,1,1.0,5.0,5.0,4.440892098500626e-16
0.023108675312614617,0.23984498318609837,0.09634837888055528,0.38668590043099005,-0.022583841558401648,0.40270004664555303,0.0788706475111406,-0.0040701409501677594,0.18635360945611074,1.2754855455267013,-0.0001002614284761585,0.022244344605161982,0.11142634169991102,-0.013137454507393181,1.0033004339162361,0.9706183175961529,0.23984498318609837,0.06909406838778706,0.8272648290305324,0.031207134038433115,0.31426320790050216,0.1447523948291078,0.6381190129272305,0.13185772603739673,0.5919042481081426,0.18882154756196873,0.5279461310950782,0.22464228375467493,0.7194654540551686,0.11972747917418167,0.06909406838778703,0.0606757654428105,0.014592501463266695,0.014108077211230516,0.1447523948291078,0.03323601190262211,0.1328492649867116,0.13366115224353722,0.18882154756196873,0.0673106485094263,0.18322787667744084,0.1675661781124358,14.222399536371972,10.556964479060799,0.0,0.0,69.94203768843175,16,0.4,0.5,8,14.142135623730951,1,1.0,5.000000000000001,5.000000000000001,4.440892098500626e-16
0.09820502977954228,0.2387667952352064,0.41130103406045904,0.9028939505079023,-0.08999496597161398,0.4047399620819342,0.07878038843775723,0.04113817008275869,1.4591088978500213,1.275018214291408,0.2236068300993036,0.05147360716645301,0.11022451712888565,-0.04219816474638537,1.0039161220647406,0.9625081557571046,0.2387667952352064,0.0674593927695587,0.8313515180761033,0.038610123791680655,0.2986868400561129,0.20363605254384937,0.49090986864037656,0.2611060435994461,0.7570742191198009,0.24419868793973365,0.38950328015066593,0.38818767653083797,0.8328057631678303,0.17673929517017495,0.0674593927695587,0.05338704293874838,0.015286095720542394,0.014065244163408007,0.20363605254384937,0.1491824211219261,0.13426343782047062,0.13472224153778656,0.24419868793973365,0.17667453749184558,0.23978908248913366,0.16729869602645198,14.593053420495062,11.699590429560867,0.0,0.0,109.01024225282535,16,0.4,0.5,1,5.0,2,1.0,5.0,5.0,6.661338147750939e-16
0.025040193203249045,0.2387667952352064,0.1048730129270372,0.3825758132218904,-0.024083024368691735,0.390785151049789,0.07878038843775723,-0.0016101393153064277,0.1842481625323757,1.275018214291408,-0.018570545965576512,0.021810487389014276,0.11022451712888565,-0.012968570635465559,1.0039161220647406,0.9625081557571046,0.2387667952352064,0.06775401643937794,0.8306149589015552,0.02926558068795484,0.3095045015089349,0.146335734050118,0.634160664874705,0.1346580105957346,0.5970206596548553,0.19022620611811225,0.5244344847047193,0.22763918352890072,0.7234918470616606,0.12247218967873431,0.06775401643937794,0.058435341335494106,0.014365968788227261,0.014065244163408007,0.146335734050118,0.03373909233593929,0.13514606757147274,0.13472224153778656,0.19022620611811225,0.06716448431580202,0.1840507647019699,0.16729869602645198,14.143868923455189,11.03318464155585,0.0,0.0,109.01024225282535,16,0.4,0.5,8,14.142135623730951,2,1.0,5.000000000000001,5.000000000000001,6.661338147750939e-16
0.08359604771199527,0.23960434118682566,0.3488920413458339,0.8258516288054382,-0.08314266279510321,0.4241675461122412,0.07917139703766812,0.036401296605795594,1.4833067268724442,1.2730278207054493,0.29824422726434124,0.0474123404747274,0.11417512962029258,-0.03486643514645282,1.00369344401329,0.974597645552971,0.23960434118682566,0.06283323490469166,0.8429169127382707,0.026073131895740998,0.2880930426277174,0.20758967390381408,0.48102581524046484,0.2717101235366247,0.7662382459824457,0.24198498409935493,0.39503753975161265,0.3676361127289624,0.8422888077678123,0.17915174919466326,0.06283323490469166,0.05038515311085953,0.014508049754031258,0.014097905793654286,0.20758967390381408,0.15053683597582368,0.13628054492275365,0.1343124108376015,0.24198498409935493,0.1585316003830857,0.23397537677258146,0.16949663050245461,14.708866748381942,11.869210887339188,0.0,0.0,212.80876121719177,16,0.4,0.5,1,5.0,3,1.0,5.0,5.0,4.440892098500626e-16
0.025925526682350267,0.23960434118682566,0.10820140634319922,0.39530315642677255,-0.025039666491857362,0.3953273029307768,0.07917139703766812,-0.002137035965748555,0.19651610321674212,1.2730278207054493,-0.024995846531523716,0.022694449207965463,0.11417512962029258,-0.01449830666467207,1.00369344401329,0.974597645552971,0.23960434118682566,0.06728848285980013,0.8317787928504997,0.02897772821418655,0.30746468608481425,0.14512510348595165,0.6371872412851209,0.13355201966903107,0.5920734977607274,0.19198168219682563,0.520045794507936,0.23175720641455178,0.7281512045695764,0.1246931993370255,0.06728848285980013,0.05816246090913522,0.01419696850808944,0.014097905793654286,0.14512510348595165,0.0351591290732526,0.1345680553549976,0.1343124108376015,0.19198168219682563,0.06879878565643369,0.18689862778372457,0.16949663050245461,14.2110885447069,10.641842623534087,0.0,0.0,212.80876121719177,16,0.4,0.5,8,14.142135623730951,3,1.0,5.000000000000001,5.000000000000001,4.440892098500626e-16
0.08647352405185985,0.24556054921001302,0.35214746151224924,1.3639042570726432,-0.07145204415386125,0.39562217707387315,0.08230603274646128,-0.03430149972372456,1.4775770734054223,1.2948189343816383,-0.24263131112417802,0.08224340396290947,0.11279301725264929,-0.0507797281842348,0.994130757451968,0.9491854587553863,0.24556054921001302,0.05437287669377021,0.8640678082655745,0.019870692263923274,0.2519936912049276,0.1885897567120346,0.5285256082199135,0.22761961405395567,0.7153291695062174,0.23644842238172262,0.40887894404569347,0.36489800455169047,0.8173441073569224,0.18207554568795242,0.05437287669377021,0.0460821430789911,0.015869942890594818,0.014896795184400631,0.1885897567120346,0.14725619105057908,0.13331454034567375,0.13882876286138476,0.23644842238172264,0.18823116953844263,0.2194738057110202,0.16445062791867857,14.073154089653087,10.52081166481473,0.0,0.0,10.437271656624498,16,0.4,0.5,1,5.0,4,1.0,5.0,5.0,5.551115123125783e-16
0.025722645583131164,0.24556054921001302,0.10475072508952628,0.35289646148874937,-0.024810313643370163,0.39018245585452715,0.08230603274646128,-0.0037876394142161876,0.1899636152968987,1.2948189343816383,-0.015376271704130164,0.021279650744395848,0.11279301725264929,-0.011325985022133759,0.994130757451968,0.9491854587553863,0.24556054921001302,0.06748562050710859,0.8312859487322285,0.02908233091570455,0.30834577161983834,0.15131108113872938,0.6217222971531765,0.1442880728825334,0.6122673328111135,0.18818097909028964,0.5295475522742759,0.22247692653508153,0.7184279689163668,0.12069535858318105,0.06748562050710859,0.058353707600765865,0.01492957623454352,0.014896795184400631,0.15131108113872938,0.035689174548771505,0.13997799781656067,0.13882876286138476,0.18818097909028964,0.06364261753302258,0.18123228078738213,0.16445062791867857,14.080005105389775,10.909268927215779,0.0,0.0,10.437271656624498,16,0.4,0.5,8,14.142135623730951,4,1.0,5.000000000000001,5.000000000000001,5.551115123125783e-16
