env,arm,tag,seed,rerun,canonical,rerun_git,canon_git,max_abs_this_seed,w3_rerun,w3_canon,w3_diff
G1JoystickFlatTerrain,weighted_mle,weighted_mle,303,G1JoystickFlatTerrain_weighted_mle_s303_final,G1JoystickFlatTerrain_weighted_mle_s303_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,6.040309190750122,11.978877703348795,14.528172810872396,2.5492951075236014
G1JoystickFlatTerrain,weighted_mle,weighted_mle,304,G1JoystickFlatTerrain_weighted_mle_s304_final,G1JoystickFlatTerrain_weighted_mle_s304_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,5.190877437591553,9.17745272318522,9.140507062276205,0.03694566090901574
G1JoystickFlatTerrain,weighted_mle,weighted_mle,305,G1JoystickFlatTerrain_weighted_mle_s305_final,G1JoystickFlatTerrain_weighted_mle_s305_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,8.451316833496094,9.14863109588623,15.917623519897461,6.7689924240112305
G1JoystickFlatTerrain,weighted_mle,weighted_mle,306,G1JoystickFlatTerrain_weighted_mle_s306_final,G1JoystickFlatTerrain_weighted_mle_s306_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,7.066769599914551,3.253457466761271,9.327511151631674,6.074053684870403
G1JoystickFlatTerrain,weighted_mle,weighted_mle,307,G1JoystickFlatTerrain_weighted_mle_s307_final,G1JoystickFlatTerrain_weighted_mle_s307_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,4.773019313812256,8.480437755584717,11.835027694702148,3.3545899391174316
G1JoystickFlatTerrain,weighted_mle,weighted_mle,308,G1JoystickFlatTerrain_weighted_mle_s308_final,G1JoystickFlatTerrain_weighted_mle_s308_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,11.219328880310059,10.116648356119791,14.418230056762695,4.301581700642904
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,301,LeapCubeRotateZAxis_pathwise_fa_noent_s301_final,LeapCubeRotateZAxis_pathwise_fa_noent_s301_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,6.62736701965332,28.07533836364746,32.02602577209473,3.9506874084472656
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,302,LeapCubeRotateZAxis_pathwise_fa_noent_s302_final,LeapCubeRotateZAxis_pathwise_fa_noent_s302_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,10.17251968383789,20.74250030517578,26.097937901814777,5.355437596638996
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,303,LeapCubeRotateZAxis_pathwise_fa_noent_s303_final,LeapCubeRotateZAxis_pathwise_fa_noent_s303_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,8.025829315185547,19.99060312906901,27.087433497111004,7.096830368041992
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,304,LeapCubeRotateZAxis_pathwise_fa_noent_s304_final,LeapCubeRotateZAxis_pathwise_fa_noent_s304_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,6.3504341640509665,15.446226119995117,14.886525472005209,0.5597006479899083
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,305,LeapCubeRotateZAxis_pathwise_fa_noent_s305_final,LeapCubeRotateZAxis_pathwise_fa_noent_s305_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,16.2457332611084,39.96001434326172,27.05036735534668,12.909646987915039
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,306,LeapCubeRotateZAxis_pathwise_fa_noent_s306_final,LeapCubeRotateZAxis_pathwise_fa_noent_s306_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,14.902542114257812,30.39395523071289,17.82397969563802,12.569975535074871
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,307,LeapCubeRotateZAxis_pathwise_fa_noent_s307_final,LeapCubeRotateZAxis_pathwise_fa_noent_s307_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,13.438928604125977,27.359182357788086,17.43998908996582,9.919193267822266
LeapCubeRotateZAxis,pathwise,pathwise_fa_noent,308,LeapCubeRotateZAxis_pathwise_fa_noent_s308_final,LeapCubeRotateZAxis_pathwise_fa_noent_s308_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,7.0506439208984375,17.19328784942627,15.196117083231607,1.997170766194662
LeapCubeRotateZAxis,weighted_mle,weighted_mle,301,LeapCubeRotateZAxis_weighted_mle_s301_final,LeapCubeRotateZAxis_weighted_mle_s301_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,13.14904522895813,28.92700131734212,26.59707514444987,2.3299261728922502
LeapCubeRotateZAxis,weighted_mle,weighted_mle,302,LeapCubeRotateZAxis_weighted_mle_s302_final,LeapCubeRotateZAxis_weighted_mle_s302_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,31.124998092651367,36.23037147521973,17.76545524597168,18.464916229248047
LeapCubeRotateZAxis,weighted_mle,weighted_mle,303,LeapCubeRotateZAxis_weighted_mle_s303_final,LeapCubeRotateZAxis_weighted_mle_s303_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,13.654088973999023,26.41729672749837,15.691160519917807,10.726136207580565
LeapCubeRotateZAxis,weighted_mle,weighted_mle,304,LeapCubeRotateZAxis_weighted_mle_s304_final,LeapCubeRotateZAxis_weighted_mle_s304_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,6.87025260925293,27.84003448486328,21.786917368570965,6.0531171162923165
LeapCubeRotateZAxis,weighted_mle,weighted_mle,305,LeapCubeRotateZAxis_weighted_mle_s305_final,LeapCubeRotateZAxis_weighted_mle_s305_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,19.26129722595215,18.335818608601887,35.76767222086588,17.431853612263996
LeapCubeRotateZAxis,weighted_mle,weighted_mle,306,LeapCubeRotateZAxis_weighted_mle_s306_final,LeapCubeRotateZAxis_weighted_mle_s306_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,24.80948758125305,33.94759559631348,23.265363057454426,10.68223253885905
LeapCubeRotateZAxis,weighted_mle,weighted_mle,307,LeapCubeRotateZAxis_weighted_mle_s307_final,LeapCubeRotateZAxis_weighted_mle_s307_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,17.867271602153778,28.487820307413738,36.03861554463705,7.5507952372233085
LeapCubeRotateZAxis,weighted_mle,weighted_mle,308,LeapCubeRotateZAxis_weighted_mle_s308_final,LeapCubeRotateZAxis_weighted_mle_s308_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,918f82c82a81935af905ef8f7d64fce1bfcf021e,11.83690071105957,30.508995691935223,33.860785166422524,3.351789474487301
WalkerRun,pathwise,pathwise_fa_noent,301,WalkerRun_pathwise_fa_noent_s301_final,WalkerRun_pathwise_fa_noent_s301_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,907.7703450520834,907.7703450520834,0.0
