run,task,env,d,arm,seed,n_points,F_run,overshoot_run,kl_q25,kl_med,kl_q75,kl_iqr,kl_q90,kl_q95,kl_max,kl_min,area_above,longest_above,first_cross,late_frac_above,frac_points_gate_proven,lag_first,lag_med,lag_last,lag_max,final_return,sigma_mean_last,sigma_max_last,entropy_last,abs_pred_action_last,value_loss_last,q_last,ess_last,eta_last,temp_last,est_all_zero,gradnorm_all_zero,iqm_all_zero,meta_alpha_kl,meta_action_pad
walker_B_s105,walker,WalkerRun,6,B,105,21,0.9523809523809523,0.005816074354307987,0.1024344265460968,0.10317173600196838,0.10381664335727692,0.0013822168111801147,0.10632879287004471,0.10926453024148941,0.15611572563648224,0.09987108409404755,0.12213756144046772,11,0,1.0,0.9523809523809523,0.23868218064308167,0.5598432421684265,0.5788286924362183,0.6311562657356262,909.4074096679688,0.34114623069763184,7.841510772705078,-11.392078399658203,0.6826026439666748,6.972419261932373,76.31523132324219,21.03313446044922,0.018932949751615524,0.014509915374219418,True,True,True,0.5798273086547852,0
walker_B_s106,walker,WalkerRun,6,B,106,21,1.0,0.0070916744924726886,0.10311748087406158,0.10469090938568115,0.1060524433851242,0.002934962511062622,0.10652609169483185,0.10859178006649017,0.1597978174686432,0.10143984854221344,0.14892516434192646,21,0,1.0,1.0,0.1983560025691986,0.5478244423866272,0.5478244423866272,0.7224388122558594,918.0025634765625,0.34786415100097656,8.420402526855469,-12.959853172302246,0.7310693860054016,6.479127883911133,74.24388122558594,20.810819625854492,0.018590401858091354,0.014509915374219418,True,True,True,0.5527227520942688,0
walker_B_s107,walker,WalkerRun,6,B,107,21,0.8095238095238095,0.005816572620755146,0.10226982831954956,0.10428594052791595,0.10641650855541229,0.004146680235862732,0.10709880292415619,0.10798665136098862,0.14497974514961243,0.09679235517978668,0.12214802503585806,12,0,0.7142857142857143,0.8095238095238095,0.22135154902935028,0.5966088771820068,0.6429445743560791,0.7446776628494263,889.6519775390625,0.385068416595459,9.097404479980469,-11.755990982055664,0.7169078588485718,6.147539138793945,73.56185913085938,20.729137420654297,0.018269291147589684,0.014509915374219418,True,True,True,0.6470824480056763,0
walker_B_s108,walker,WalkerRun,6,B,108,21,0.9523809523809523,0.006506645253726409,0.10240786522626877,0.10346883535385132,0.10497424006462097,0.0025663748383522034,0.10565510392189026,0.11409682035446167,0.1589590311050415,0.09953424334526062,0.1366395503282546,10,0,1.0,0.9523809523809523,0.2055182307958603,0.5670575499534607,0.5579155683517456,0.7210648655891418,890.8977661132812,0.3765806257724762,6.490978717803955,-11.330231666564941,0.7092902660369873,6.148769855499268,74.51396179199219,20.46947479248047,0.015995895490050316,0.014509915374219418,True,True,True,0.5610502362251282,0
leap_A_s101,leap,LeapCubeRotateZAxis,16,A,101,21,1.0,0.009149993530341552,0.10821299254894257,0.10990530252456665,0.11115508526563644,0.002942092716693878,0.11201658844947815,0.11213754117488861,0.11283434927463531,0.1035131961107254,0.19214986413717258,21,0,1.0,1.0,0.01085522212088108,0.01770402491092682,0.014643659815192223,0.026476897299289703,35.172019958496094,0.2826470136642456,3.945802688598633,-15.337430953979492,0.5873457789421082,0.2739928960800171,7.518699645996094,0.0,0.0,0.000782382907345891,True,True,True,0.014788543805480003,0
leap_A_s102,leap,LeapCubeRotateZAxis,16,A,102,21,0.9523809523809523,0.009317016317730853,0.10766129195690155,0.11012938618659973,0.11165481805801392,0.003993526101112366,0.1137382984161377,0.11434527486562729,0.11697692424058914,0.09793398529291153,0.1956573426723479,20,1,1.0,0.9523809523809523,0.010474059730768204,0.011823322623968124,0.011269031092524529,0.017152508720755577,19.95796012878418,0.29429247975349426,3.2499594688415527,-11.611749649047852,0.5582475662231445,0.12876585125923157,5.10140323638916,0.0,0.0,0.000782382907345891,True,True,True,0.011343940161168575,0
leap_A_s103,leap,LeapCubeRotateZAxis,16,A,103,21,1.0,0.009521038475490746,0.10781153291463852,0.1095627099275589,0.11143149435520172,0.003619961440563202,0.11158335208892822,0.11162583529949188,0.11494220048189163,0.10565340518951416,0.19994180798530567,21,0,1.0,1.0,0.012633559294044971,0.020356733351945877,0.02218419685959816,0.026278076693415642,25.717702865600586,0.2565154731273651,3.095341682434082,-17.00430679321289,0.6138592958450317,0.30290859937667847,6.380754470825195,0.0,0.0,0.000782382907345891,True,True,True,0.022419191896915436,0
leap_A_s104,leap,LeapCubeRotateZAxis,16,A,104,21,0.9523809523809523,0.008061903218428288,0.106570303440094,0.10800856351852417,0.10934138298034668,0.0027710795402526855,0.11023326218128204,0.11224037408828735,0.1140805035829544,0.09454169124364853,0.16929996758699406,20,1,1.0,0.9523809523809523,0.013347906991839409,0.011815929785370827,0.01012919656932354,0.0189652219414711,31.354408264160156,0.3449634313583374,2.3326492309570312,-10.979413986206055,0.5879647731781006,0.1426858752965927,6.070653438568115,0.0,0.0,0.000782382907345891,True,True,True,0.010185281746089458,0
leap_A_s105,leap,LeapCubeRotateZAxis,16,A,105,21,1.0,0.007879242371945148,0.10635735094547272,0.1071639358997345,0.10935947299003601,0.0030021220445632935,0.11065497249364853,0.11207782477140427,0.11302217841148376,0.10467661917209625,0.16546408981084812,21,0,1.0,1.0,0.009979592636227608,0.011219704523682594,0.010493302717804909,0.014645397663116455,18.149362564086914,0.34390419721603394,2.464474678039551,-7.697842597961426,0.5414655208587646,0.09386284649372101,3.9529590606689453,0.0,0.0,0.000782382907345891,True,True,True,0.010592173784971237,0
leap_A_s106,leap,LeapCubeRotateZAxis,16,A,106,21,0.9523809523809523,0.008821946169648846,0.10844146460294724,0.10970279574394226,0.11041447520256042,0.0019730105996131897,0.11079537123441696,0.11088468134403229,0.11117303371429443,0.09998424351215363,0.18526086956262577,20,1,1.0,0.9523809523809523,0.00919859018176794,0.018188729882240295,0.01668207347393036,0.024068785831332207,30.601478576660156,0.27226224541664124,3.5767478942871094,-15.346516609191895,0.5729609131813049,0.2580023407936096,7.237598419189453,0.0,0.0,0.000782382907345891,True,True,True,0.016850057989358902,0
leap_A_s107,leap,LeapCubeRotateZAxis,16,A,107,21,1.0,0.008572782505126221,0.10674851387739182,0.10896404087543488,0.10981366038322449,0.003065146505832672,0.11145684123039246,0.11198840290307999,0.11250811070203781,0.10382737219333649,0.18002843260765064,21,0,1.0,1.0,0.009809748269617558,0.009809748269617558,0.00890166312456131,0.013284245505928993,22.801921844482422,0.3170343041419983,3.287722587585449,-12.215337753295898,0.5586639642715454,0.13792720437049866,6.0388689041137695,0.0,0.0,0.000782382907345891,True,True,True,0.008947850205004215,0
leap_A_s108,leap,LeapCubeRotateZAxis,16,A,108,21,1.0,0.008965165913105005,0.10664762556552887,0.10947968065738678,0.11093448102474213,0.004286855459213257,0.11255672574043274,0.11291013658046722,0.1163957267999649,0.10352174937725067,0.18826848417520511,21,0,1.0,1.0,0.008991388604044914,0.008642730303108692,0.006961194332689047,0.01596425101161003,31.642131805419922,0.36540430784225464,2.3730247020721436,-9.020515441894531,0.5700891017913818,0.1074560210108757,6.010159492492676,0.0,0.0,0.000782382907345891,True,True,True,0.007039744406938553,0
leap_B_s101,leap,LeapCubeRotateZAxis,16,B,101,21,1.0,0.01687686081443514,0.10769185423851013,0.10895000398159027,0.11122223734855652,0.0035303831100463867,0.11235079169273376,0.11353538185358047,0.2752573490142822,0.10007833689451218,0.354414077103138,21,0,1.0,1.0,0.02491222880780697,0.5090271234512329,0.483171284198761,0.6152163743972778,30.90998077392578,0.23649555444717407,9.682068824768066,-28.09018325805664,0.6559180021286011,0.17576338350772858,6.106766700744629,20.378908157348633,0.009667955338954926,0.000782382907345891,True,True,True,0.48884737491607666,0
leap_B_s102,leap,LeapCubeRotateZAxis,16,B,102,21,0.9523809523809523,0.009361361109075086,0.10587012767791748,0.1075543463230133,0.10838788747787476,0.0025177597999572754,0.11010833829641342,0.11063551902770996,0.15704979002475739,0.09858179092407227,0.19658858329057682,17,0,0.8571428571428571,0.9523809523809523,0.03869285434484482,0.5839731693267822,0.5630821585655212,0.6526498198509216,23.850811004638672,0.25225383043289185,9.19253158569336,-24.79689598083496,0.6378188133239746,0.15540094673633575,5.143197059631348,19.67160415649414,0.011358397081494331,0.000782382907345891,True,True,True,0.5656040906906128,0
leap_B_s103,leap,LeapCubeRotateZAxis,16,B,103,21,1.0,0.01594669982081368,0.10805829614400864,0.10864449292421341,0.11035101860761642,0.002292722463607788,0.1130104809999466,0.1149694174528122,0.25585195422172546,0.10339678078889847,0.33488069623708727,21,0,1.0,1.0,0.0280751995742321,0.5384816527366638,0.5184406042098999,0.6057455539703369,27.564002990722656,0.25628405809402466,9.508916854858398,-25.266462326049805,0.6282699108123779,0.1869080811738968,6.639595031738281,20.377761840820312,0.007968088611960411,0.000782382907345891,True,True,True,0.5227668285369873,0
leap_B_s104,leap,LeapCubeRotateZAxis,16,B,104,21,1.0,0.01630577168294362,0.10620007663965225,0.10795015096664429,0.10933432728052139,0.0031342506408691406,0.11195722967386246,0.12511296570301056,0.2726946175098419,0.10196255892515182,0.34242120534181597,21,0,1.0,1.0,0.01713801547884941,0.4983364939689636,0.4942095875740051,0.6207213997840881,37.772865295410156,0.24929307401180267,7.7714128494262695,-27.339441299438477,0.6566329002380371,0.20016464591026306,6.626916885375977,20.220518112182617,0.006602143868803978,0.000782382907345891,True,True,True,0.4980354309082031,0
leap_B_s105,leap,LeapCubeRotateZAxis,16,B,105,21,1.0,0.01274745173397518,0.10662955045700073,0.1084655225276947,0.10896828770637512,0.0023387372493743896,0.11242325603961945,0.112423837184906,0.204519122838974,0.10518990457057953,0.26769648641347876,21,0,1.0,1.0,0.0567815788090229,0.551734209060669,0.5153278112411499,0.6122265458106995,36.17533874511719,0.24101461470127106,8.181984901428223,-29.250370025634766,0.6935961842536926,0.13957856595516205,5.975461959838867,19.61565589904785,0.006576273124665022,0.000782382907345891,True,True,True,0.5182294845581055,0
leap_B_s106,leap,LeapCubeRotateZAxis,16,B,106,21,1.0,0.015591552640710559,0.10522164404392242,0.10688453912734985,0.10844166576862335,0.0032200217247009277,0.11328370869159698,0.12074778228998184,0.27597248554229736,0.10383377224206924,0.32742260545492174,21,0,1.0,1.0,0.01791798695921898,0.46904587745666504,0.315987229347229,0.5921010375022888,27.818260192871094,0.2401566505432129,8.737298965454102,-30.54547882080078,0.6831332445144653,0.1709105372428894,6.222261428833008,22.928600311279297,0.008913315832614899,0.000782382907345891,True,True,True,0.31876885890960693,0
leap_B_s107,leap,LeapCubeRotateZAxis,16,B,107,21,1.0,0.014582265061991556,0.10731162130832672,0.10817144811153412,0.1097637265920639,0.0024521052837371826,0.11152353882789612,0.11565417051315308,0.23974595963954926,0.10374568402767181,0.3062275663018227,21,0,1.0,1.0,0.020280051976442337,0.5078966617584229,0.49461454153060913,0.5946440696716309,40.208927154541016,0.24131226539611816,8.029165267944336,-30.243701934814453,0.6831380128860474,0.30729061365127563,8.667756080627441,21.077009201049805,0.008131725713610649,0.000782382907345891,True,True,True,0.4985778033733368,0
