condition,task,arm,d,seed,state,eta,eta_src,n_ubar,n_c,n_lin,n_v,R_exact,R_linear,norm_ratio,cosine_linear,residual_linear,cos_ubar_c,cos_v_c,cross_fraction,direction_change,logit_spread,q_sd,ess,w_max,n_ubar_raw
g1,g1,A,29,101,257,0.009918792172553094,recomputed_counterfactual,0.9535563157416537,1.114526169548811,1.3988330621217486,1.4394517279848604,0.8555710415726016,0.6816798527013785,0.7967542373194282,0.9351820924080899,0.47725979092081405,-0.037363418620493145,0.749520129623192,-0.03691342451649028,0.25047987037680797,0.986006287260453,0.009779991444167111,17.922741838628735,0.11534409262146236,0.9535563157416536
g1,g1,A,29,101,274,0.009918792172553094,recomputed_counterfactual,0.9567517994631423,0.6306612251323462,0.6864422146168924,1.0676025046539,1.517061397362503,1.3937834519628394,0.9187389873500181,0.990530476556238,0.16863362309247767,-0.14363310008454716,0.46200715717118596,-0.13200173426663567,0.5379928428288141,0.4591110472723254,0.004553827062017393,27.245962984300093,0.06356205484657285,0.956751799463142
g1,g1,A,29,101,290,0.009918792172553094,recomputed_counterfactual,0.8945581845199058,1.21721807912299,0.8083103997518843,1.6326523770280832,0.7349202249474499,1.106701317703433,1.5058795228851645,0.9119338201834216,0.4793915730288672,0.17619125451848924,0.8420845902273082,0.16815254321572393,0.1579154097726918,0.7219935449944951,0.007161303922725267,15.837340238150361,0.16744864497635692,0.8945581845199045
g1,g1,A,29,101,306,0.009918792172553094,recomputed_counterfactual,1.0126219209600569,1.0971197540830187,1.2758732691991157,1.4844055711855237,0.9229821240485194,0.7936696734738402,0.8598971234586933,0.929217927450326,0.4372359640022296,-0.011528244320335867,0.7312327723933085,-0.011491318542493922,0.2687672276066915,1.0843194618740228,0.01075513939098304,16.898245291785337,0.11993185739433317,1.0126219209600569
g1,g1,A,29,101,322,0.009918792172553094,recomputed_counterfactual,0.9424872701396149,0.7807499911512668,0.8911360435306981,1.147413939619818,1.2071562994815392,1.057624452495945,0.8761288434222054,0.94791611119288,0.37267293404872737,-0.1231873419385855,0.5792569417032156,-0.12103596151358478,0.4207430582967844,0.6303820394067489,0.006252628438185717,22.83526228161787,0.1029031821156784,0.942487270139618
g1,g1,A,29,101,338,0.009918792172553094,recomputed_counterfactual,0.8844880004836182,1.9452904779263254,1.4044013487447575,1.9737029346530466,0.454681709759884,0.6297971739158016,1.3851385714373066,0.9071686665688197,0.45972946018052263,-0.19498320892841453,0.8982254310955842,-0.14693410768998297,0.10177456890441583,1.0741121881425344,0.01065389556419205,10.158434587194147,0.19775755164532832,0.8844880004836168
g1,g1,A,29,101,354,0.009918792172553094,recomputed_counterfactual,0.9028545342801664,0.729723492727574,0.8197678625815844,0.9437143970393206,1.2372556773583139,1.1013539021105645,0.8901586974008276,0.9715468891943256,0.2813441822679905,-0.34685953429453015,0.44140450833250816,-0.3391446616437121,0.5585954916674918,0.5936935743567311,0.005888723178224609,25.07514831707945,0.07530488417032095,0.9028545342801617
g1,g1,A,29,101,370,0.009918792172553094,recomputed_counterfactual,1.033934517291001,1.3724897601342898,1.2182205610294352,1.8252721883836203,0.7533276730524265,0.8487252229731245,1.1266348673128332,0.7738516269580563,0.6434999052405229,0.13349281301887997,0.8275547049574159,0.12831089567854626,0.1724452950425841,1.102016683354182,0.010930674452876377,11.797199490201178,0.22166310905219178,1.0339345172910002
g1,g1,A,29,101,386,0.009918792172553094,recomputed_counterfactual,0.9448720509632313,0.8707141961853214,0.8162612662255841,1.1488902033687711,1.0851689970161473,1.157560808111341,1.0667101726025328,0.942565884543949,0.33405928417120256,-0.20115003666111925,0.5924440355555233,-0.2004799874211058,0.4075559644444767,0.5869540217115521,0.0058218749562010995,21.013113780872526,0.13536783313462958,0.9448720509632299
g1,g1,A,29,101,402,0.009918792172553094,recomputed_counterfactual,0.8464483639197535,1.720479167681736,1.9423125730816935,1.9381034441023322,0.4919840820042073,0.4357941021698345,0.885789028771574,0.7734952471694543,0.7266663162819254,0.0273713305250423,0.8996669351828986,0.021683953065328134,0.10033306481710136,1.5594840903870084,0.01546819858895173,8.371853070091598,0.22428106634160586,0.8464483639197534
