cell,seed,score_window3,full_median,full_mean,full_p95,full_max,full_sat95,full_sat99,pw_half_median,pw_half_mean,pw_half_p95,pw_half_max,pw_half_sat95,pw_half_sat99,wml_half_median,wml_half_mean,wml_half_p95,wml_half_max,wml_half_sat95,wml_half_sat99,alpha_kl,alpha_ent,ess_final,gate,kl,pi_sigma_mean,eta,ess,entropy,temp
PW_ent,301,26.982437133789062,0.28538936376571655,0.3410916328430176,0.7482792735099792,3.965369462966919,0.1544783902529347,0.06275421243745938,0.2848852276802063,0.34203553199768066,0.7505443096160889,3.089277982711792,0.1366759733998304,0.051196653455481446,0.2858545184135437,0.3401477634906769,0.7464150190353394,3.96537184715271,0.17228080608296817,0.0743117686561744,0.0043693240731954575,0.00020752238924615085,0.0,0.510589599609375,0.10461045801639557,0.3032299280166626,0.0,0.0,-15.293768882751465,0.00020752238924615085
PW_ent,302,29.598363240559895,0.2985837757587433,0.34160760045051575,0.7020471096038818,5.54538106918335,0.16607235324116013,0.06918439478743803,0.299427330493927,0.33928948640823364,0.6910504102706909,5.54538106918335,0.15340532227592826,0.06135274837761641,0.29775792360305786,0.34392568469047546,0.7154590487480164,4.678990840911865,0.17873938578272877,0.07701604049932148,0.004445385187864304,0.00020752238924615085,0.0,0.5223388671875,0.10052134096622467,0.3028307259082794,0.0,0.0,-15.77597713470459,0.00020752238924615085
PW_ent,303,18.786190668741863,0.2769959568977356,0.32932135462760925,0.6983141899108887,11.898834228515625,0.14781825905901774,0.05744571016476806,0.2824248671531677,0.3300820291042328,0.6876009702682495,4.233091831207275,0.1379293392321931,0.05005345550328374,0.2702862024307251,0.32856062054634094,0.7087453007698059,11.898839950561523,0.1577071773429026,0.06483796424284675,0.004651558119803667,0.00020752238924615085,0.0,0.5378799438476562,0.0964653268456459,0.3103199899196625,0.0,0.0,-15.965852737426758,0.00020752238924615085
PW_ent,304,11.921463966369629,0.34153640270233154,0.3971256911754608,0.8598031401634216,3.156754493713379,0.2325651740372007,0.10306958153677905,0.34011730551719666,0.39224013686180115,0.8373518586158752,3.1567537784576416,0.22253658596660805,0.09547287724495276,0.3429025411605835,0.4020112454891205,0.8785742521286011,2.582993268966675,0.24259376182948636,0.11066628449599349,0.00516266655176878,0.00020752238924615085,0.0,0.5266876220703125,0.10078659653663635,0.3515608310699463,0.0,0.0,-19.927703857421875,0.00020752238924615085
PW_ent,305,23.588865915934246,0.29371070861816406,0.3416946828365326,0.7262930274009705,6.748712062835693,0.1625842781746742,0.06983416316065479,0.29692697525024414,0.3399393558502197,0.7097821831703186,3.3065037727355957,0.1434663394430142,0.05723385083211794,0.29042160511016846,0.34345003962516785,0.7422360181808472,6.748721599578857,0.1817022204995717,0.08243447550863046,0.0043923319317400455,0.00020752238924615085,0.0,0.5042724609375,0.10636299848556519,0.31245124340057373,0.0,0.0,-15.991068840026855,0.00020752238924615085
PW_ent,306,11.147594451904297,0.361331582069397,0.412401407957077,0.8817143440246582,5.471081733703613,0.23638125065932092,0.10614725377421673,0.36730262637138367,0.4115460216999054,0.8633347749710083,5.471081733703613,0.22327215511014054,0.09672100114657217,0.3548727333545685,0.41325676441192627,0.8984622359275818,5.328345775604248,0.24949034985087543,0.11557350722587882,0.005524554755538702,0.00020752238924615085,0.0,0.5415191650390625,0.09652817249298096,0.346409410238266,0.0,0.0,-20.132314682006836,0.00020752238924615085
PW_ent,307,30.007505416870117,0.28385841846466064,0.3313755989074707,0.697509765625,7.562997341156006,0.15330434081469554,0.05843069613740363,0.28193026781082153,0.32377442717552185,0.6716586351394653,3.6116769313812256,0.12675020798243306,0.04276725798004443,0.2857307195663452,0.33897677063941956,0.7272320985794067,7.5629987716674805,0.17985847592763649,0.07409413410139004,0.0044192178174853325,0.00020752238924615085,0.0,0.5289840698242188,0.09912759065628052,0.3030473589897156,0.0,0.0,-19.03466796875,0.00020752238924615085
PW_ent,308,29.69561703999837,0.2604309916496277,0.3118278682231903,0.6674968600273132,5.541468620300293,0.14540564756569785,0.05783830963909884,0.26674357056617737,0.3121757507324219,0.6542595624923706,2.5361204147338867,0.13435580942807,0.04993217993540503,0.2538893222808838,0.31147998571395874,0.6827040910720825,5.5414719581604,0.15645548303744292,0.06574443833088227,0.004293057601898909,0.00020752238924615085,0.0,0.5215377807617188,0.10097788274288177,0.30028241872787476,0.0,0.0,-17.099435806274414,0.00020752238924615085
PW_noent,301,17.836650212605793,0.23222500085830688,0.3598833680152893,1.0040431022644043,16.84233856201172,0.36215557930653886,0.230322789379167,0.24103672802448273,0.3722638189792633,1.0391517877578735,16.842363357543945,0.36948286983460094,0.2349072461372946,0.22373205423355103,0.3475029468536377,0.9650877118110657,7.563843727111816,0.3548282865958723,0.22573833230660087,0.0038948114961385727,0.00020752238924615085,0.0,0.5647201538085938,0.08791647106409073,0.24017073214054108,0.0,0.0,-41.632484436035156,0.00020752238924615085
PW_noent,302,17.36239751180013,0.2167360782623291,0.3477236330509186,0.9913842082023621,25.469688415527344,0.35461528224060923,0.22400339727340818,0.2256760150194168,0.35973647236824036,1.0302371978759766,6.579707622528076,0.36236259073437194,0.2292675286261899,0.20887945592403412,0.3357108235359192,0.9468828439712524,25.4697265625,0.3468679741561161,0.21873926669417412,0.00396673334762454,0.00020752238924615085,0.0,0.5929489135742188,0.08109010756015778,0.2324201911687851,0.0,0.0,-52.313133239746094,0.00020752238924615085
PW_noent,303,11.586172739664713,0.28312766551971436,0.41217732429504395,1.1590096950531006,16.508358001708984,0.39437512655578916,0.2586058187726558,0.29334938526153564,0.41836443543434143,1.175357699394226,5.653017044067383,0.4001020498677796,0.2645686616037521,0.2737002372741699,0.405990332365036,1.145261526107788,16.50836753845215,0.38864820246190374,0.2526429788924445,0.0035094930790364742,0.00020752238924615085,0.0,0.5379714965820312,0.09639888256788254,0.26420730352401733,0.0,0.0,-51.956825256347656,0.00020752238924615085
PW_noent,304,10.876993815104166,0.3478626608848572,0.4443106949329376,1.114308476448059,81.21151733398438,0.45309358832423124,0.30112555999711427,0.35025495290756226,0.44754672050476074,1.1295337677001953,7.466977119445801,0.4615733920842455,0.30808151597227795,0.3454771041870117,0.4410746395587921,1.0984119176864624,81.21151733398438,0.44461378331941076,0.29416960404874914,0.0036647331435233355,0.00020752238924615085,0.0,0.5653457641601562,0.08958399295806885,0.28236714005470276,0.0,0.0,-68.3976058959961,0.00020752238924615085
