d,rank,sigma,omega,c,r_nom,r_rms,omega_rms_over_omega,ratio,product_rms,product_nom,arm,npz
1,1,0.013501275609964631,603.766876757117,8.151623007265384,8.151623007265384,8.151623007265384,1.0,0.015488759321745831,1.0292119122616668,1.0292119122616668,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.013501275609964631,815.1623007265384,11.005730888961867,11.005730888961867,11.005730888961867,1.0,0.008531338716740455,1.0333678923285035,1.0333678923285037,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.013501275609964631,1100.5730888961868,14.859140602097524,14.859140602097524,14.859140602097522,1.0,0.004674246487983322,1.0320458568718283,1.0320458568718285,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.013501275609964631,1485.9140602097523,20.061735259613446,20.061735259613446,20.061735259613442,1.0,0.00257363618141069,1.0358196452277004,1.0358196452277006,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.013501275609964631,2006.1735259613445,27.085901695418645,27.085901695418645,27.085901695418645,1.0000000000000002,0.0014082237597676619,1.0331378279549823,1.0331378279549823,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.1,0.0018228444309622586,0.0018228444309622586,0.0016342803659413947,0.8965550423184917,499772.77223338664,1.334829260899836,1.6606258859978293,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.13501275609964633,0.00246107250565106,0.00246107250565106,0.0022103250597184996,0.898114563729106,275046.0384735452,1.343747561805313,1.6659202658816425,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.18228444309622582,0.0033227618194901195,0.0033227618194901195,0.0030511758561409283,0.9182649921652024,157607.15460519944,1.467271246006096,1.7401005789675767,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.24610725056510596,0.004486152311120365,0.004486152311120365,0.004318189952818071,0.9625598181573225,94892.36167977855,1.7694355181138315,1.9097621613168898,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.33227618194901193,0.006056877878071585,0.006056877878071585,0.006313012787950218,1.04228827376658,60990.55504055067,2.4307255374641117,2.237485451815728,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.4486152311120365,0.008177557756774222,0.008177557756774222,0.008555012212785824,1.0461573573967022,33768.11396989329,2.471428625647379,2.2581565422681815,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.6056877878071585,0.01104074610906129,0.01104074610906129,0.010383376832334276,0.940459705328474,14971.126614884148,1.6141047466372727,1.8249515096171813,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,0.8177557756774221,0.014906415615808107,0.014906415615808107,0.015496697065556583,1.0395991541469223,10040.647977291203,2.411237714418224,2.2310442955213827,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,1.1040746109061288,0.020125562558570592,0.020125562558570592,0.018605209175808726,0.9244566019788394,4352.489765447424,1.5066309086606848,1.7629249173856778,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,1.4906415615808106,0.02717207669088465,0.02717207669088465,0.02372062846609608,0.8729781214717969,2132.7239681125,1.200015987855694,1.5746364960194086,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,2.012556255857059,0.036685769629872945,0.036685769629872945,0.03825209240488366,1.042695649861337,1659.6754623893185,2.428474601006068,2.233667073392278,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,2.717207669088465,0.04953046867365847,0.04953046867365847,0.04604495013166953,0.9296287994980628,724.6078110556068,1.5362681441935815,1.7776566677750876,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,3.6685769629872937,0.06687245086537824,0.06687245086537824,0.06725308754745662,1.0056919804366773,466.0774702034777,2.1080580436635965,2.084263344005235,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,4.953046867365847,0.09028633898472894,0.09028633898472894,0.0773684271470704,0.8569228525276291,185.54294660685986,1.110636610770483,1.5124761523962917,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,6.687245086537825,0.121898074644752,0.121898074644752,0.13098540062259542,1.0745485603798637,159.79356619186072,2.741606207193343,2.3743950673554366,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,9.028633898472895,0.16457795021028382,0.16457795021028382,0.15330347242517095,0.931494603191331,65.58531384218443,1.5413830721244777,1.776437363392588,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,12.189807464475196,0.2222012265112078,0.2222012265112078,0.21480360979305907,0.9667075792771307,38.44394996840826,1.7738265634640704,1.8981079451361982,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,16.457795021028378,0.29999999999999966,0.29999999999999966,0.26876878531620985,0.8958959510540339,17.96909360684553,1.2980273046734156,1.617218424616094,rank1,d1_rank1_M32_unit_H_identity.npz
