task,cell,seed,coord,mean_FH,median_FH,frac_pos,median_sigma,E_sech2,two_s2_E_sech2
walker,WML_noent,301,2,-0.05963539704680443,0.01424328237771988,0.890625,0.19092512130737305,0.41884079575538635,5.109975814819336
walker,WML_noent,301,3,-0.0883965790271759,0.014320449903607368,0.8489583333333334,0.3099657893180847,0.2949577867984772,7.092149257659912
walker,WML_noent,301,4,-0.028856240212917328,0.01428702287375927,0.890625,0.14856144785881042,0.3851277828216553,2.9887256622314453
walker,WML_noent,301,5,-0.06754893809556961,0.01427310612052679,0.8697916666666666,0.17626988887786865,0.36375951766967773,5.655364513397217
walker,WML_noent,302,0,-0.0045597609132528305,0.014407213777303696,0.9166666666666666,0.2776530385017395,0.18622666597366333,1.3142513036727905
walker,WML_noent,302,1,0.0027287432458251715,0.014321763068437576,0.9322916666666666,0.1657332181930542,0.34651830792427063,0.8119394183158875
walker,WML_noent,302,2,-0.055198270827531815,0.01407201960682869,0.859375,0.21005353331565857,0.46507129073143005,4.804176330566406
walker,WML_noent,302,3,0.0010318051790818572,0.014337942935526371,0.9375,0.14077746868133545,0.34457793831825256,0.9288895726203918
walker,WML_noent,302,4,-0.0009471522644162178,0.014254352077841759,0.921875,0.17709483206272125,0.3864266872406006,1.0652762651443481
walker,WML_noent,302,5,-0.07139015197753906,0.014213288202881813,0.84375,0.5223972797393799,0.30952712893486023,5.920093536376953
walker,WML_noent,303,0,-0.01848975196480751,0.014287273399531841,0.8541666666666666,0.3091694712638855,0.2239648848772049,2.2742841243743896
walker,WML_noent,303,1,-0.030416833236813545,0.014239512383937836,0.8541666666666666,0.2715466618537903,0.31837424635887146,3.0962789058685303
walker,WML_noent,303,2,-0.16551166772842407,0.01410316489636898,0.84375,0.211610808968544,0.4377773702144623,12.406795501708984
walker,WML_noent,303,3,-0.150290384888649,0.014268048107624054,0.8645833333333334,0.24477127194404602,0.30086126923561096,11.357771873474121
walker,WML_noent,303,4,0.0038637707475572824,0.014267107471823692,0.9114583333333334,0.1968599259853363,0.3710205554962158,0.7337150573730469
walker,WML_noent,303,5,-0.056784480810165405,0.0140118058770895,0.8072916666666666,0.2390698343515396,0.4591646194458008,4.91349458694458
walker,WML_noent,304,0,0.005661266390234232,0.014084851369261742,0.8697916666666666,0.29431161284446716,0.46275457739830017,0.6098346710205078
