ckpt,state,state_source,k,q_phi,qhat_A,qhat_B,qhat_pooled,se_A,se_B,traj_sd_pooled,n_rollouts,horizon,n_done,base_clipped_coords
PW,0,PW,0,77.741714,76.384380,76.975181,76.679780,0.351535,0.264032,0.902604,16,500,0.000,0
PW,0,PW,1,77.705276,76.363904,75.971182,76.167543,0.332236,0.230803,0.807521,16,500,0.000,0
PW,0,PW,2,77.701805,76.668880,76.177089,76.422984,0.197105,0.399776,0.897886,16,500,0.000,0
PW,0,PW,3,77.757301,76.041080,75.745240,75.893160,0.469171,0.299343,1.086120,16,500,0.000,0
PW,0,PW,4,77.735306,76.568249,76.467731,76.517990,0.221976,0.240116,0.633953,16,500,0.000,0
PW,0,PW,5,77.780594,75.629353,76.429312,76.029332,0.240101,0.249109,0.785840,16,500,0.000,0
PW,0,PW,6,77.754868,76.568770,76.216380,76.392575,0.448888,0.241750,1.001784,16,500,0.000,0
PW,0,PW,7,77.732864,76.337798,75.632678,75.985238,0.218093,0.495283,1.107233,16,500,0.000,0
PW,0,PW,8,77.651932,76.415556,76.285607,76.350582,0.158761,0.435673,0.898460,16,500,0.000,0
PW,0,PW,9,77.715912,75.949987,76.867733,76.408860,0.426597,0.231017,1.050360,16,500,0.000,0
PW,0,PW,10,77.739655,76.275304,75.314138,75.794721,0.501800,0.506785,1.464670,16,500,0.000,0
PW,0,PW,11,77.771873,76.552001,76.438185,76.495093,0.350100,0.394636,1.021014,16,500,0.000,0
PW,0,PW,12,77.720047,76.501690,75.899302,76.200496,0.390952,0.477702,1.232610,16,500,0.000,0
PW,0,PW,13,77.723511,76.705503,76.166154,76.435828,0.228143,0.144334,0.591324,16,500,0.000,0
PW,0,PW,14,77.730881,75.551215,76.491841,76.021528,0.370178,0.352205,1.100292,16,500,0.000,0
PW,0,PW,15,77.720322,76.563310,76.055297,76.309303,0.369595,0.318923,0.979041,16,500,0.000,0
PW,1,PW,0,83.782463,82.448557,81.733778,82.091167,0.189035,0.483551,1.068918,16,500,0.000,0
PW,1,PW,1,83.772514,82.348413,82.201285,82.274849,0.383805,0.407191,1.083845,16,500,0.000,0
PW,1,PW,2,83.816833,82.026468,82.368940,82.197704,0.366169,0.183124,0.810577,16,500,0.000,0
PW,1,PW,3,83.600830,81.099145,80.976956,81.038051,0.371934,0.282643,0.904808,16,500,0.000,0
PW,1,PW,4,83.715408,82.131830,82.330034,82.230932,0.293899,0.206518,0.701551,16,500,0.000,0
PW,1,PW,5,83.819443,82.382275,82.292201,82.337238,0.338863,0.327177,0.911311,16,500,0.000,0
PW,1,PW,6,83.815018,82.627359,82.675775,82.651567,0.296740,0.206582,0.699062,16,500,0.000,0
PW,1,PW,7,83.759003,82.345281,82.484251,82.414766,0.371195,0.110816,0.751928,16,500,0.000,0
PW,1,PW,8,83.798630,82.015931,82.501197,82.258564,0.250638,0.333718,0.844449,16,500,0.000,0
PW,1,PW,9,83.767044,82.017474,82.298089,82.157782,0.373259,0.481305,1.185740,16,500,0.000,0
PW,1,PW,10,83.727173,82.386023,82.861961,82.623992,0.224945,0.262178,0.711288,16,500,0.000,0
PW,1,PW,11,83.698166,82.299333,81.553085,81.926209,0.234071,0.357439,0.911059,16,500,0.000,0
PW,1,PW,12,83.766281,81.824301,82.014453,81.919377,0.180443,0.419980,0.888648,16,500,0.000,0
PW,1,PW,13,83.687775,82.048418,82.048464,82.048441,0.213836,0.252328,0.639069,16,500,0.000,0
PW,1,PW,14,83.851006,81.742928,81.568742,81.655835,0.323882,0.519610,1.186463,16,500,0.000,0
PW,1,PW,15,83.781822,82.405443,82.067603,82.236523,0.233236,0.258845,0.695458,16,500,0.000,0
PW,2,PW,0,79.383942,77.580540,78.057411,77.818975,0.670584,0.537338,1.678509,16,500,0.000,0
PW,2,PW,1,79.413765,78.784368,78.612808,78.698588,0.302907,0.334492,0.876411,16,500,0.000,0
PW,2,PW,2,79.610565,78.398033,78.661655,78.529844,0.445977,0.478174,1.270709,16,500,0.000,0
PW,2,PW,3,79.563133,78.449759,78.771832,78.610795,0.295028,0.323711,0.862455,16,500,0.000,0
PW,2,PW,4,79.440613,78.746897,78.127770,78.437334,0.205731,0.412176,0.945772,16,500,0.000,0
PW,2,PW,5,79.627899,78.535129,79.154400,78.844764,0.298992,0.274922,0.847458,16,500,0.000,0
PW,2,PW,6,79.334503,78.360458,78.584909,78.472684,0.508946,0.281129,1.129392,16,500,0.000,0
PW,2,PW,7,79.417648,78.327686,78.624156,78.475921,0.385650,0.270438,0.922890,16,500,0.000,0
PW,2,PW,8,79.508438,78.025149,78.906732,78.465940,0.660139,0.443992,1.603161,16,500,0.000,0
PW,2,PW,9,79.460510,77.928451,77.746872,77.837661,0.402090,0.392222,1.089364,16,500,0.000,0
PW,2,PW,10,79.393959,78.284249,78.171620,78.227935,0.263952,0.328369,0.816112,16,500,0.000,0
PW,2,PW,11,79.443192,78.143552,77.157517,77.650535,0.378635,0.552197,1.390278,16,500,0.000,0
PW,2,PW,12,79.389359,78.657812,78.890494,78.774153,0.355537,0.282403,0.885491,16,500,0.000,0
PW,2,PW,13,79.680618,78.682910,78.208076,78.445493,0.258814,0.229813,0.712301,16,500,0.000,0
PW,2,PW,14,79.520065,79.221959,79.354747,79.288353,0.258633,0.242204,0.688067,16,500,0.000,0
PW,2,PW,15,79.371437,78.757832,78.425162,78.591497,0.394075,0.188181,0.861096,16,500,0.000,0
PW,3,PW,0,79.051926,77.638964,78.339578,77.989271,0.823314,0.237531,1.694746,16,500,0.000,0
PW,3,PW,1,78.768250,77.101353,77.189812,77.145582,0.263441,0.457248,1.020654,16,500,0.000,0
PW,3,PW,2,79.225662,78.091737,77.998520,78.045128,0.364809,0.389172,1.031796,16,500,0.000,0
PW,3,PW,3,79.291397,78.400114,77.391461,77.895788,0.279799,0.208440,0.851925,16,500,0.000,0
PW,3,PW,4,79.326195,78.049706,78.073587,78.061646,0.306730,0.361676,0.916379,16,500,0.000,0
PW,3,PW,5,79.372467,77.811135,78.660755,78.235945,0.268053,0.407792,1.039988,16,500,0.000,0
PW,3,PW,6,79.240044,78.583430,78.089986,78.336708,0.247735,0.189201,0.653986,16,500,0.000,0
PW,3,PW,7,79.124527,78.320383,78.090327,78.205355,0.222298,0.369163,0.841061,16,500,0.000,0
PW,3,PW,8,79.253464,78.916069,78.309183,78.612626,0.169149,0.331132,0.783828,16,500,0.000,0
PW,3,PW,9,79.310654,78.066073,77.956753,78.011413,0.437051,0.554618,1.365534,16,500,0.000,0
PW,3,PW,10,79.095642,77.508014,76.779876,77.143945,0.220426,0.305520,0.819301,16,500,0.000,0
PW,3,PW,11,79.209869,78.344345,78.795375,78.569860,0.197012,0.301708,0.734158,16,500,0.000,0
PW,3,PW,12,79.293411,77.646473,78.097976,77.872224,0.445146,0.298139,1.061124,16,500,0.000,0
PW,3,PW,13,79.337387,78.591732,78.602952,78.597342,0.231373,0.228031,0.627709,16,500,0.000,0
PW,3,PW,14,79.341629,78.294448,78.265034,78.279741,0.209575,0.245455,0.623804,16,500,0.000,0
PW,3,PW,15,79.231125,77.921055,78.202770,78.061913,0.090581,0.293138,0.610410,16,500,0.000,0
PW,4,PW,0,77.682663,77.007009,76.490367,76.748688,0.359831,0.195758,0.835242,16,500,0.000,0
PW,4,PW,1,77.808487,76.907060,76.850739,76.878899,0.471828,0.312108,1.093451,16,500,0.000,0
PW,4,PW,2,77.728203,76.611507,77.119930,76.865719,0.366700,0.233866,0.880418,16,500,0.000,0
PW,4,PW,3,77.658157,76.547063,77.179039,76.863051,0.278011,0.223076,0.762126,16,500,0.000,0
PW,4,PW,4,77.652679,76.721170,76.410506,76.565838,0.395554,0.441291,1.156237,16,500,0.000,0
PW,4,PW,5,77.655357,76.839372,76.931159,76.885265,0.543803,0.333910,1.233907,16,500,0.000,0
PW,4,PW,6,77.606400,76.463610,76.867129,76.665370,0.300975,0.275559,0.815532,16,500,0.000,0
PW,4,PW,7,77.716103,76.281860,76.866435,76.574148,0.305314,0.201473,0.768555,16,500,0.000,0
PW,4,PW,8,77.779152,77.093849,76.246249,76.670049,0.279517,0.392854,1.029294,16,500,0.000,0
PW,4,PW,9,77.656158,77.096102,77.236694,77.166398,0.329605,0.147794,0.701716,16,500,0.000,0
PW,4,PW,10,77.786835,76.795907,77.043617,76.919762,0.214518,0.290029,0.708661,16,500,0.000,0
PW,4,PW,11,77.736450,76.866983,76.437385,76.652184,0.264182,0.361530,0.893159,16,500,0.000,0
PW,4,PW,12,77.765251,76.769514,76.656858,76.713186,0.250226,0.299734,0.756667,16,500,0.000,0
PW,4,PW,13,77.734421,76.762330,76.705237,76.733784,0.288746,0.234481,0.719302,16,500,0.000,0
PW,4,PW,14,77.592926,77.070994,76.180746,76.625870,0.357273,0.386104,1.115541,16,500,0.000,0
PW,4,PW,15,77.731102,76.639393,77.120424,76.879909,0.177142,0.353436,0.803250,16,500,0.000,0
PW,5,PW,0,79.982841,77.936357,77.873919,77.905138,0.372583,0.351387,0.990080,16,500,0.000,0
PW,5,PW,1,79.916931,77.703575,78.591403,78.147489,0.472760,0.185385,1.083009,16,500,0.000,0
PW,5,PW,2,79.994362,77.675743,77.636943,77.656343,0.330508,0.458168,1.091745,16,500,0.000,0
PW,5,PW,3,79.935181,78.537443,78.183183,78.360313,0.291810,0.367593,0.925114,16,500,0.000,0
PW,5,PW,4,79.986488,78.507733,76.922922,77.715328,0.322089,0.657301,1.634025,16,500,0.000,0
PW,5,PW,5,79.961845,77.908071,77.548312,77.728191,0.346327,0.365071,0.989882,16,500,0.000,0
PW,5,PW,6,79.915894,78.281751,78.041604,78.161677,0.242617,0.367447,0.859767,16,500,0.000,0
PW,5,PW,7,79.899582,77.957215,78.294359,78.125787,0.338160,0.197965,0.776876,16,500,0.000,0
PW,5,PW,8,79.863892,78.035019,77.813096,77.924057,0.440567,0.338978,1.080163,16,500,0.000,0
PW,5,PW,9,79.971085,77.711097,77.474346,77.592721,0.263435,0.370819,0.887351,16,500,0.000,0
PW,5,PW,10,79.947556,78.098045,77.660023,77.879034,0.454627,0.289350,1.065532,16,500,0.000,0
PW,5,PW,11,79.834633,78.477038,77.960122,78.218580,0.281232,0.379930,0.951537,16,500,0.000,0
PW,5,PW,12,79.914627,78.340008,77.949675,78.144841,0.245166,0.478262,1.057813,16,500,0.000,0
PW,5,PW,13,79.934509,77.537975,78.272968,77.905472,0.500773,0.531406,1.461007,16,500,0.000,0
PW,5,PW,14,79.971069,78.404673,78.317657,78.361165,0.296172,0.360251,0.902228,16,500,0.000,0
PW,5,PW,15,79.784225,77.553148,78.418146,77.985647,0.322179,0.339102,1.008138,16,500,0.000,0
PW,6,PW,0,82.050301,80.336261,80.514597,80.425429,0.416217,0.221947,0.916045,16,500,0.000,0
PW,6,PW,1,82.097717,80.793263,80.082469,80.437866,0.200716,0.437290,0.999514,16,500,0.000,0
PW,6,PW,2,82.112000,80.621681,80.066131,80.343906,0.399454,0.349574,1.065002,16,500,0.000,0
PW,6,PW,3,82.090057,80.890770,80.074884,80.482827,0.243905,0.627428,1.367222,16,500,0.000,0
PW,6,PW,4,82.060242,81.455913,80.714696,81.085304,0.285830,0.371021,0.982565,16,500,0.000,0
PW,6,PW,5,82.023468,81.329625,80.623253,80.976439,0.258093,0.314568,0.866699,16,500,0.000,0
PW,6,PW,6,82.086166,80.575738,80.207717,80.391727,0.203618,0.363501,0.827164,16,500,0.000,0
PW,6,PW,7,82.080002,80.716116,81.270696,80.993406,0.333143,0.173861,0.780517,16,500,0.000,0
PW,6,PW,8,82.078812,80.243423,80.325417,80.284420,0.781638,0.448533,1.741775,16,500,0.000,0
PW,6,PW,9,82.076660,80.587631,80.630998,80.609314,0.326712,0.338216,0.908876,16,500,0.000,0
PW,6,PW,10,82.021347,80.520131,80.658924,80.589528,0.379435,0.392108,1.056704,16,500,0.000,0
PW,6,PW,11,82.055786,79.939871,80.809841,80.374856,0.268469,0.339513,0.949340,16,500,0.000,0
PW,6,PW,12,82.055260,80.959344,80.677678,80.818511,0.327629,0.252342,0.812170,16,500,0.000,0
PW,6,PW,13,81.980263,80.523880,81.005247,80.764564,0.356464,0.256737,0.884449,16,500,0.000,0
PW,6,PW,14,82.080803,80.664169,80.614819,80.639494,0.361183,0.274273,0.876651,16,500,0.000,0
PW,6,PW,15,82.105125,80.346787,80.875525,80.611156,0.235729,0.277408,0.754522,16,500,0.000,0
PW,7,PW,0,77.923264,77.046589,76.021351,76.533970,0.304235,0.174872,0.860243,16,500,0.000,0
PW,7,PW,1,77.876518,76.256439,76.761277,76.508858,0.836779,0.344022,1.767450,16,500,0.000,0
PW,7,PW,2,77.974472,73.736240,76.884535,75.310388,3.059712,0.323455,6.163165,16,500,0.000,0
PW,7,PW,3,77.850327,77.307969,76.951248,77.129609,0.207279,0.337623,0.787335,16,500,0.000,0
PW,7,PW,4,77.993362,76.960195,77.341859,77.151027,0.185320,0.382092,0.843864,16,500,0.000,0
PW,7,PW,5,77.916306,76.701022,76.688608,76.694815,0.245474,0.505827,1.086377,16,500,0.000,0
PW,7,PW,6,77.952438,76.680031,76.958191,76.819111,0.311289,0.297543,0.844342,16,500,0.000,0
PW,7,PW,7,77.902954,77.068757,76.075688,76.572223,0.213346,0.281580,0.853766,16,500,0.000,0
PW,7,PW,8,77.842186,76.155165,76.601833,76.378499,0.468840,0.186297,1.001699,16,500,0.000,0
PW,7,PW,9,77.951965,76.768012,77.100510,76.934261,0.368957,0.336616,0.980165,16,500,0.000,0
PW,7,PW,10,77.957100,77.034240,76.322488,76.678364,0.377309,0.348433,1.058217,16,500,0.000,0
PW,7,PW,11,77.930984,77.340440,77.236098,77.288269,0.176922,0.251071,0.595902,16,500,0.000,0
PW,7,PW,12,78.013641,76.494250,76.800850,76.647550,0.409722,0.178819,0.878162,16,500,0.000,0
PW,7,PW,13,77.938461,76.311848,76.695636,76.503742,0.307346,0.251799,0.792867,16,500,0.000,0
PW,7,PW,14,78.003235,76.284908,76.677637,76.481273,0.231980,0.188693,0.612343,16,500,0.000,0
PW,7,PW,15,77.946106,76.200309,77.320984,76.760646,0.635078,0.232686,1.429260,16,500,0.000,0
PW,8,PW,0,78.251877,77.176057,77.204072,77.190064,0.388105,0.494760,1.215080,16,500,0.000,0
PW,8,PW,1,78.278595,77.009426,76.687604,76.848515,0.370821,0.683512,1.511672,16,500,0.000,0
PW,8,PW,2,78.258522,76.754270,77.345713,77.049991,0.702102,0.406448,1.596985,16,500,0.000,0
PW,8,PW,3,78.257477,75.766610,76.798414,76.282512,1.220597,0.305175,2.488719,16,500,0.000,0
PW,8,PW,4,78.193359,76.537333,76.869219,76.703276,0.253651,0.398124,0.928071,16,500,0.000,0
PW,8,PW,5,78.211914,76.451993,77.319162,76.885578,0.209445,0.345598,0.900112,16,500,0.000,0
PW,8,PW,6,78.290482,76.830752,77.183531,77.007142,0.177474,0.291261,0.683730,16,500,0.000,0
PW,8,PW,7,78.242554,77.137984,77.062868,77.100426,0.221781,0.121259,0.489927,16,500,0.000,0
PW,8,PW,8,78.174042,77.177036,76.387299,76.782167,0.121144,0.532537,1.131311,16,500,0.000,0
PW,8,PW,9,78.249847,77.078319,77.487913,77.283116,0.215185,0.255911,0.679784,16,500,0.000,0
PW,8,PW,10,78.279411,76.789084,77.202534,76.995809,0.473840,0.149137,0.983282,16,500,0.000,0
PW,8,PW,11,78.223785,77.072107,77.408796,77.240452,0.283092,0.357424,0.897977,16,500,0.000,0
PW,8,PW,12,78.204353,77.157408,76.868767,77.013087,0.315011,0.456020,1.081223,16,500,0.000,0
PW,8,PW,13,78.277222,77.160618,76.837008,76.998813,0.323229,0.428034,1.049748,16,500,0.000,0
PW,8,PW,14,78.192078,77.466864,77.266833,77.366848,0.267531,0.326541,0.822165,16,500,0.000,0
PW,8,PW,15,78.265579,77.133069,75.774147,76.453608,0.339443,1.620614,3.275331,16,500,0.000,0
PW,9,PW,0,76.295090,75.054032,74.567960,74.810996,0.327098,0.469401,1.133595,16,500,0.000,0
PW,9,PW,1,76.351761,75.139190,74.672920,74.906055,0.399088,0.222879,0.915447,16,500,0.000,0
PW,9,PW,2,76.315300,75.121622,75.209569,75.165596,0.278285,0.241124,0.712910,16,500,0.000,0
PW,9,PW,3,76.197952,75.097598,74.834339,74.965969,0.513446,0.480284,1.365235,16,500,0.000,0
PW,9,PW,4,76.195923,75.619421,73.873940,74.746680,0.289219,0.658488,1.656362,16,500,0.000,0
PW,9,PW,5,76.225784,75.401660,75.093178,75.247419,0.170606,0.234895,0.583121,16,500,0.000,0
PW,9,PW,6,76.342422,74.371306,75.350093,74.860700,0.834900,0.207949,1.737602,16,500,0.000,0
PW,9,PW,7,76.282013,75.039094,75.177810,75.108452,0.346422,0.349239,0.953157,16,500,0.000,0
PW,9,PW,8,76.306732,75.219821,74.971728,75.095775,0.402890,0.283323,0.960257,16,500,0.000,0
PW,9,PW,9,76.200203,74.812639,75.377981,75.095310,0.258735,0.293423,0.810299,16,500,0.000,0
PW,9,PW,10,76.358932,75.037106,74.218448,74.627777,0.308984,0.430143,1.107202,16,500,0.000,0
PW,9,PW,11,76.314682,74.704081,71.549239,73.126660,0.327199,3.012786,6.077899,16,500,0.000,0
PW,9,PW,12,76.294830,75.407718,74.764389,75.086053,0.208713,0.460825,1.032377,16,500,0.000,0
PW,9,PW,13,76.164871,75.306601,74.675909,74.991255,0.235877,0.307470,0.816535,16,500,0.000,0
PW,9,PW,14,76.198288,74.151684,74.874265,74.512974,0.468235,0.361668,1.202529,16,500,0.000,0
PW,9,PW,15,76.348740,74.455572,75.013186,74.734379,0.668433,0.225559,1.393168,16,500,0.000,0
PW,10,PW,0,85.181473,84.249453,83.730507,83.989980,0.203558,0.228575,0.649278,16,500,0.000,0
PW,10,PW,1,85.221848,82.833704,83.334126,83.083915,1.297125,0.348642,2.608069,16,500,0.000,0
PW,10,PW,2,85.214005,83.936715,84.151744,84.044230,0.246924,0.197253,0.620657,16,500,0.000,0
PW,10,PW,3,85.214325,83.438989,82.752667,83.095828,0.272383,0.765718,1.609826,16,500,0.000,0
PW,10,PW,4,85.252045,83.770806,83.408390,83.589598,0.202741,0.319869,0.755289,16,500,0.000,0
PW,10,PW,5,85.162857,83.296853,82.838531,83.067692,0.503791,0.516570,1.414135,16,500,0.000,0
PW,10,PW,6,85.180786,84.067698,83.752769,83.910233,0.348337,0.146786,0.748254,16,500,0.000,0
PW,10,PW,7,85.291618,83.278040,84.081738,83.679889,0.176677,0.192679,0.653746,16,500,0.000,0
PW,10,PW,8,85.306931,83.930818,83.596819,83.763818,0.223404,0.167992,0.566954,16,500,0.000,0
PW,10,PW,9,85.217163,83.566711,83.957846,83.762279,0.203286,0.370766,0.841600,16,500,0.000,0
PW,10,PW,10,85.268440,83.279755,83.636966,83.458360,0.314289,0.254012,0.802296,16,500,0.000,0
PW,10,PW,11,85.252380,83.437294,84.034898,83.736096,0.288163,0.224389,0.770207,16,500,0.000,0
PW,10,PW,12,85.245865,83.969312,83.480457,83.724885,0.516853,0.294901,1.177164,16,500,0.000,0
PW,10,PW,13,85.253235,83.343949,83.578529,83.461239,0.294925,0.220491,0.721736,16,500,0.000,0
PW,10,PW,14,85.232193,83.541976,83.540810,83.541393,0.273507,0.296189,0.778970,16,500,0.000,0
PW,10,PW,15,85.220184,83.759923,83.682137,83.721030,0.285503,0.316382,0.824392,16,500,0.000,0
PW,11,PW,0,83.937424,79.070920,82.445121,80.758021,3.999092,0.487440,7.976799,16,500,0.000,0
PW,11,PW,1,83.885475,83.176317,83.051783,83.114050,0.151124,0.367670,0.770762,16,500,0.000,0
PW,11,PW,2,83.980232,83.138352,82.540679,82.839516,0.356250,0.281510,0.930015,16,500,0.000,0
PW,11,PW,3,83.975143,83.105637,83.059010,83.082323,0.346115,0.174661,0.749471,16,500,0.000,0
PW,11,PW,4,83.882736,83.039316,82.845994,82.942655,0.262260,0.287279,0.758192,16,500,0.000,0
PW,11,PW,5,83.964615,82.788193,81.891190,82.339691,0.188448,1.002554,2.024741,16,500,0.000,0
PW,11,PW,6,83.917336,83.180651,82.751894,82.966272,0.237603,0.228808,0.674713,16,500,0.000,0
PW,11,PW,7,83.924629,83.226134,83.430913,83.328524,0.318925,0.210466,0.745844,16,500,0.000,0
PW,11,PW,8,83.986671,82.637723,83.138852,82.888288,0.194016,0.302702,0.741336,16,500,0.000,0
PW,11,PW,9,83.902542,82.653613,82.804083,82.728848,0.433378,0.469013,1.236306,16,500,0.000,0
PW,11,PW,10,83.892975,83.013568,82.443406,82.728487,0.224982,0.255132,0.720188,16,500,0.000,0
PW,11,PW,11,83.968094,83.313101,82.790667,83.051884,0.380277,0.341950,1.024305,16,500,0.000,0
PW,11,PW,12,83.955406,83.214731,82.736509,82.975620,0.247346,0.329510,0.833513,16,500,0.000,0
PW,11,PW,13,83.944641,83.194804,83.087235,83.141020,0.233035,0.307431,0.747447,16,500,0.000,0
PW,11,PW,14,83.923645,83.031067,81.806506,82.418787,0.216865,1.224788,2.485127,16,500,0.000,0
PW,11,PW,15,83.880943,82.749633,82.806198,82.777915,0.270471,0.315265,0.803136,16,500,0.000,0
PW,12,PW,0,83.775192,83.189741,82.516024,82.852882,0.303158,0.313704,0.911893,16,500,0.000,0
PW,12,PW,1,83.806854,82.105020,82.817300,82.461160,0.313116,0.294953,0.908902,16,500,0.000,0
PW,12,PW,2,83.827957,82.909095,82.767413,82.838254,0.285655,0.255811,0.744510,16,500,0.000,0
PW,12,PW,3,83.714554,82.916039,82.877869,82.896954,0.433679,0.174980,0.903799,16,500,0.000,0
PW,12,PW,4,83.859512,82.857819,82.742050,82.799934,0.220806,0.229567,0.618340,16,500,0.000,0
PW,12,PW,5,83.745262,82.995264,82.707181,82.851223,0.286771,0.279487,0.787892,16,500,0.000,0
PW,12,PW,6,83.576668,82.740148,82.977857,82.859002,0.173863,0.271685,0.635208,16,500,0.000,0
PW,12,PW,7,83.751434,82.423898,82.819493,82.621696,0.310395,0.386116,0.978778,16,500,0.000,0
PW,12,PW,8,83.852448,82.634183,82.780736,82.707459,0.408985,0.200417,0.883263,16,500,0.000,0
PW,12,PW,9,83.470474,82.065546,81.998208,82.031877,0.554132,0.283547,1.203217,16,500,0.000,0
PW,12,PW,10,83.884354,82.476103,83.179261,82.827682,0.234856,0.221263,0.721487,16,500,0.000,0
PW,12,PW,11,83.792259,83.229350,82.481997,82.855674,0.215746,0.627969,1.339754,16,500,0.000,0
PW,12,PW,12,83.690491,82.917241,82.722733,82.819987,0.169593,0.156719,0.457341,16,500,0.000,0
PW,12,PW,13,83.653206,82.966236,82.802916,82.884576,0.247583,0.417151,0.941070,16,500,0.000,0
PW,12,PW,14,83.844849,83.130071,82.923320,83.026695,0.471085,0.405046,1.205157,16,500,0.000,0
PW,12,PW,15,83.682579,82.944334,82.736415,82.840374,0.238933,0.290302,0.734362,16,500,0.000,0
PW,13,PW,0,78.168243,74.780699,75.265070,75.022884,0.494326,0.437961,1.300357,16,500,0.000,0
PW,13,PW,1,78.444260,75.522248,76.001615,75.761931,0.639961,0.173734,1.304972,16,500,0.000,0
PW,13,PW,2,78.217712,76.163478,76.295808,76.229643,0.640042,0.326695,1.390143,16,500,0.000,0
PW,13,PW,3,78.378021,76.054182,75.513176,75.783679,0.336505,0.399253,1.046852,16,500,0.000,0
PW,13,PW,4,78.528427,76.129095,75.232284,75.680689,0.364742,0.434236,1.189581,16,500,0.000,0
PW,13,PW,5,78.179688,75.049721,75.771249,75.410485,0.581794,0.362540,1.375935,16,500,0.000,0
PW,13,PW,6,78.197502,75.696010,75.495320,75.595665,0.509574,0.332698,1.180421,16,500,0.000,0
PW,13,PW,7,78.412872,75.933652,76.033994,75.983823,0.266903,0.389624,0.913992,16,500,0.000,0
PW,13,PW,8,78.416527,75.314181,75.468838,75.391510,0.478350,0.276703,1.070735,16,500,0.000,0
PW,13,PW,9,78.312256,76.075429,75.819333,75.947381,0.500284,0.257554,1.095231,16,500,0.000,0
PW,13,PW,10,78.369858,76.658789,75.796006,76.227397,0.317950,0.235647,0.885000,16,500,0.000,0
PW,13,PW,11,78.196312,75.786019,74.714681,75.250350,0.389902,0.409131,1.224149,16,500,0.000,0
PW,13,PW,12,78.119019,75.872468,76.594509,76.233489,0.451414,0.188551,1.016125,16,500,0.000,0
PW,13,PW,13,78.216766,75.501137,75.585352,75.543244,0.387381,0.357144,1.018982,16,500,0.000,0
PW,13,PW,14,78.242432,75.512978,73.935932,74.724455,0.429834,2.299281,4.592382,16,500,0.000,0
PW,13,PW,15,78.319031,75.846206,76.660302,76.253254,0.302185,0.397360,1.052197,16,500,0.000,0
PW,14,PW,0,80.584099,79.424232,79.357183,79.390707,0.468861,0.286210,1.061943,16,500,0.000,0
PW,14,PW,1,80.695129,79.483444,79.302507,79.392976,0.256785,0.286500,0.749227,16,500,0.000,0
PW,14,PW,2,80.640869,79.166966,79.771708,79.469337,0.329345,0.122686,0.747438,16,500,0.000,0
PW,14,PW,3,80.600449,79.623400,79.263547,79.443473,0.136872,0.483001,0.987634,16,500,0.000,0
PW,14,PW,4,80.628235,79.342989,79.094384,79.218687,0.270690,0.376928,0.905785,16,500,0.000,0
PW,14,PW,5,80.713623,79.075601,79.404456,79.240028,0.233866,0.375747,0.871850,16,500,0.000,0
PW,14,PW,6,80.625778,79.131924,78.343945,78.737934,0.330669,0.470551,1.183392,16,500,0.000,0
PW,14,PW,7,80.704910,79.636758,79.600016,79.618387,0.205915,0.154797,0.498112,16,500,0.000,0
PW,14,PW,8,80.624222,79.407166,78.471382,78.939274,0.312985,0.333460,1.007156,16,500,0.000,0
PW,14,PW,9,80.723381,79.326715,79.105497,79.216106,0.198373,0.327280,0.748230,16,500,0.000,0
PW,14,PW,10,80.731415,78.795535,78.960215,78.877875,0.414527,0.237394,0.926895,16,500,0.000,0
PW,14,PW,11,80.629852,79.633117,79.368553,79.500835,0.324096,0.266723,0.822437,16,500,0.000,0
PW,14,PW,12,80.718765,79.578588,79.298484,79.438536,0.204329,0.282103,0.688402,16,500,0.000,0
PW,14,PW,13,80.541924,79.355548,79.047502,79.201525,0.304675,0.261026,0.791345,16,500,0.000,0
PW,14,PW,14,80.625267,79.280412,79.168776,79.224594,0.249589,0.401654,0.915518,16,500,0.000,0
PW,14,PW,15,80.682175,78.922875,79.167555,79.045215,0.353961,0.269579,0.868920,16,500,0.000,0
PW,15,PW,0,82.718048,81.412952,80.640755,81.026854,0.292789,0.325851,0.935657,16,500,0.000,0
PW,15,PW,1,82.696602,80.629741,81.062778,80.846259,0.231864,0.136638,0.566051,16,500,0.000,0
PW,15,PW,2,82.678856,80.585302,81.354190,80.969746,0.284059,0.223925,0.803797,16,500,0.000,0
PW,15,PW,3,82.640839,81.128052,81.245811,81.186931,0.216775,0.233771,0.618995,16,500,0.000,0
PW,15,PW,4,82.734253,80.783236,79.976034,80.379635,0.306174,1.148289,2.333747,16,500,0.000,0
PW,15,PW,5,82.610870,80.936900,81.272182,81.104541,0.289467,0.379925,0.938977,16,500,0.000,0
PW,15,PW,6,82.641647,81.510610,80.941008,81.225809,0.286972,0.333926,0.900146,16,500,0.000,0
PW,15,PW,7,82.736542,81.418641,81.099125,81.258883,0.267442,0.351892,0.869795,16,500,0.000,0
PW,15,PW,8,82.687988,80.869917,80.257383,80.563650,0.351546,0.722867,1.585005,16,500,0.000,0
PW,15,PW,9,82.685287,80.668046,81.170773,80.919409,0.420208,0.298059,1.028725,16,500,0.000,0
PW,15,PW,10,82.726883,81.558147,80.538566,81.048357,0.108511,0.689363,1.447526,16,500,0.000,0
PW,15,PW,11,82.650894,80.860906,81.109531,80.985219,0.283549,0.224579,0.710589,16,500,0.000,0
PW,15,PW,12,82.614395,80.875321,80.666121,80.770721,0.248496,0.239201,0.675142,16,500,0.000,0
