ckpt,state,state_source,k,q_phi,qhat_A,qhat_B,qhat_pooled,se_A,se_B,traj_sd_pooled,n_rollouts,horizon,n_done,base_clipped_coords
PW,30,PW,0,78.228981,75.756534,72.912401,74.334467,0.148448,3.096039,6.166448,16,500,0.000,0
PW,30,PW,1,78.639908,75.814953,75.991585,75.903269,0.575166,0.369545,1.324086,16,500,0.000,0
PW,30,PW,2,78.487793,75.504278,75.482370,75.493324,0.463709,0.685231,1.598702,16,500,0.000,0
PW,30,PW,3,78.198517,75.319945,74.799155,75.059550,0.362360,0.355344,1.016827,16,500,0.000,0
PW,30,PW,4,78.766785,76.334614,75.355846,75.845230,0.193848,0.536719,1.212932,16,500,0.000,0
PW,30,PW,5,78.735779,75.497857,75.863875,75.680866,0.417057,0.455944,1.208797,16,500,0.000,0
PW,30,PW,6,78.618858,75.807797,75.697945,75.752871,0.470267,0.588488,1.456630,16,500,0.000,0
PW,30,PW,7,78.266273,75.974262,75.567340,75.770801,0.301228,0.311417,0.863118,16,500,0.000,0
PW,30,PW,8,78.700058,75.179485,75.944195,75.561840,0.410102,0.358185,1.123744,16,500,0.000,0
PW,30,PW,9,78.452759,75.239160,75.627975,75.433567,0.361512,0.250408,0.873111,16,500,0.000,0
PW,30,PW,10,78.217888,76.137972,75.444100,75.791036,0.184017,0.372107,0.878487,16,500,0.000,0
PW,30,PW,11,78.628464,74.912720,75.003264,74.957992,0.543239,0.343569,1.242822,16,500,0.000,0
PW,30,PW,12,78.914124,75.543965,74.273263,74.908614,0.304196,1.223563,2.522943,16,500,0.000,0
PW,30,PW,13,78.420120,75.668792,74.570852,75.119822,0.393636,0.752008,1.735279,16,500,0.000,0
PW,30,PW,14,78.429924,75.475973,74.919689,75.197831,0.439322,0.827383,1.832695,16,500,0.000,0
PW,30,PW,15,78.601242,75.548251,75.627788,75.588019,0.361754,0.435837,1.095177,16,500,0.000,0
PW,31,PW,0,84.283066,83.368783,83.365865,83.367324,0.269763,0.307993,0.791093,16,500,0.000,0
PW,31,PW,1,84.308060,83.971063,83.629720,83.800391,0.124732,0.229375,0.534394,16,500,0.000,0
PW,31,PW,2,84.216629,83.066998,83.312636,83.189817,0.344776,0.296958,0.888310,16,500,0.000,0
PW,31,PW,3,84.320007,83.589776,83.511372,83.550574,0.322391,0.202094,0.736303,16,500,0.000,0
PW,31,PW,4,83.845627,83.651748,82.939155,83.295451,0.203735,0.337756,0.846327,16,500,0.000,0
PW,31,PW,5,83.933945,83.581783,82.758750,83.170267,0.279897,0.444409,1.100202,16,500,0.000,0
PW,31,PW,6,84.198883,83.391776,83.933697,83.662736,0.478394,0.161247,1.014788,16,500,0.000,0
PW,31,PW,7,84.249451,83.293719,82.842758,83.068239,0.105014,0.431100,0.888388,16,500,0.000,0
PW,31,PW,8,84.204834,83.544191,83.732059,83.638125,0.194264,0.242688,0.608429,16,500,0.000,0
PW,31,PW,9,84.349976,82.930602,83.364323,83.147462,0.217598,0.224921,0.644826,16,500,0.000,0
PW,31,PW,10,84.340485,83.628290,83.564630,83.596460,0.338320,0.432251,1.061102,16,500,0.000,0
PW,31,PW,11,84.270950,83.158226,83.094366,83.126296,0.180496,0.501967,1.031215,16,500,0.000,0
PW,31,PW,12,84.367477,82.957967,83.272661,83.115314,0.798662,0.319344,1.669876,16,500,0.000,0
PW,31,PW,13,84.331642,83.892223,83.756880,83.824552,0.288335,0.345858,0.872833,16,500,0.000,0
PW,31,PW,14,84.234726,80.750579,82.908685,81.829632,1.772490,0.479584,3.718836,16,500,0.000,0
PW,31,PW,15,84.262283,83.071851,83.664721,83.368286,0.478695,0.178238,1.033355,16,500,0.000,0
PW,32,WML,0,60.939022,54.746884,56.635386,55.691135,1.391773,1.565475,4.163168,16,500,0.000,0
PW,32,WML,1,60.936028,58.911402,57.537098,58.224250,0.933684,1.089236,2.861399,16,500,0.000,0
PW,32,WML,2,60.714825,57.109690,57.675304,57.392497,1.232139,1.541308,3.823893,16,500,0.000,0
PW,32,WML,3,61.022762,56.795797,58.409111,57.602454,1.037455,1.117039,3.061155,16,500,0.000,0
PW,32,WML,4,60.667328,55.124690,57.839593,56.482141,3.539090,1.615227,7.646322,16,500,0.000,0
PW,32,WML,5,60.784077,52.569992,51.247230,51.908611,7.181791,7.116543,19.547385,16,500,0.000,0
PW,32,WML,6,60.724022,56.088785,48.780422,52.434603,1.064254,6.937656,14.076970,16,500,0.000,0
PW,32,WML,7,60.981110,57.694263,56.880383,57.287323,1.224072,1.972972,4.505877,16,500,0.000,0
PW,32,WML,8,60.958927,57.208167,58.311068,57.759617,1.536804,1.293116,3.922284,16,500,0.000,0
PW,32,WML,9,60.979836,57.018090,58.703845,57.860967,1.099975,0.729997,2.695257,16,500,0.000,0
PW,32,WML,10,61.047451,50.918775,57.355316,54.137046,6.916595,1.105408,13.935910,16,500,0.000,0
PW,32,WML,11,60.952873,57.499491,56.222656,56.861073,1.305108,1.349872,3.687338,16,500,0.000,0
PW,32,WML,12,60.952827,58.280721,57.693912,57.987317,1.234417,1.044279,3.138773,16,500,0.000,0
PW,32,WML,13,60.804451,59.015087,59.702940,59.359013,0.589338,0.509691,1.546833,16,500,0.000,0
PW,32,WML,14,60.517155,56.913476,59.054498,57.983987,1.428960,0.757041,3.314393,16,500,0.000,0
PW,32,WML,15,61.127213,57.978518,58.240683,58.109600,1.063630,1.481148,3.525914,16,500,0.000,0
PW,33,WML,0,63.611645,60.506110,60.515028,60.510569,0.331790,0.358799,0.944256,16,500,0.000,0
PW,33,WML,1,64.771576,60.833035,60.301392,60.567213,0.484135,0.375614,1.215374,16,500,0.000,0
PW,33,WML,2,64.526711,62.248885,61.649952,61.949419,0.287081,0.484818,1.131749,16,500,0.000,0
PW,33,WML,3,63.635139,61.741980,61.734875,61.738427,0.206816,0.276279,0.666831,16,500,0.000,0
PW,33,WML,4,64.590744,61.297258,61.196747,61.247003,0.363684,0.289121,0.899200,16,500,0.000,0
PW,33,WML,5,64.263199,61.369907,60.993783,61.181845,0.374589,0.508070,1.235021,16,500,0.000,0
PW,33,WML,6,64.018143,61.972625,61.665565,61.819095,0.341480,0.237653,0.819352,16,500,0.000,0
PW,33,WML,7,63.898441,61.395557,61.593671,61.494614,0.257753,0.301964,0.773893,16,500,0.000,0
PW,33,WML,8,64.733765,62.003747,62.747200,62.375474,0.279385,0.165876,0.735884,16,500,0.000,0
PW,33,WML,9,64.157150,61.189751,60.941966,61.065858,0.302268,0.400972,0.978627,16,500,0.000,0
PW,33,WML,10,64.441299,61.784088,61.465703,61.624896,0.394422,0.278789,0.947622,16,500,0.000,0
PW,33,WML,11,64.309097,62.006341,61.937761,61.972051,0.338199,0.185119,0.745792,16,500,0.000,0
PW,33,WML,12,64.169090,61.953594,61.986681,61.970137,0.300372,0.212268,0.710873,16,500,0.000,0
PW,33,WML,13,64.181984,62.236561,61.552413,61.894487,0.228406,0.399270,0.956419,16,500,0.000,0
PW,33,WML,14,64.516708,60.963038,62.059479,61.511259,0.352054,0.246638,1.005186,16,500,0.000,0
PW,33,WML,15,64.548874,61.489545,61.977105,61.733325,0.277989,0.362861,0.918399,16,500,0.000,0
PW,34,WML,0,64.383583,64.291724,64.714733,64.503228,0.469768,0.277368,1.076481,16,500,0.000,0
PW,34,WML,1,63.204048,64.796115,65.049037,64.922576,0.149228,0.312476,0.681707,16,500,0.000,0
PW,34,WML,2,64.809082,64.175779,64.037324,64.106552,0.560413,0.931614,2.101853,16,500,0.000,1
PW,34,WML,3,62.228985,64.461171,64.974915,64.718043,0.489689,0.326527,1.167761,16,500,0.000,0
PW,34,WML,4,65.269348,65.407903,65.114724,65.261313,0.225554,0.515440,1.097597,16,500,0.000,0
PW,34,WML,5,65.600494,64.007806,65.214957,64.611381,0.608836,0.404166,1.543473,16,500,0.000,1
PW,34,WML,6,62.583988,64.446965,64.841436,64.644201,0.363845,0.471242,1.168239,16,500,0.000,1
PW,34,WML,7,64.989258,65.014913,63.297421,64.156167,0.628962,0.875001,2.263145,16,500,0.000,0
PW,34,WML,8,65.203133,64.152306,65.012261,64.582283,0.418427,0.386083,1.186312,16,500,0.000,0
PW,34,WML,9,61.974236,64.860938,65.009881,64.935410,0.425961,0.420058,1.158466,16,500,0.000,0
PW,34,WML,10,64.401695,64.429230,64.979529,64.704380,0.192308,0.451746,0.990303,16,500,0.000,1
PW,34,WML,11,64.110504,64.590415,64.321037,64.455726,0.413085,0.604391,1.421318,16,500,0.000,0
PW,34,WML,12,65.727257,65.837257,64.072867,64.955062,0.285101,0.436521,1.358306,16,500,0.000,0
PW,34,WML,13,66.291168,64.758621,64.888643,64.823632,0.296605,0.389825,0.948829,16,500,0.000,1
PW,34,WML,14,61.536407,65.021524,64.046079,64.533802,0.477804,0.632528,1.612363,16,500,0.000,0
PW,34,WML,15,64.997345,65.498217,64.144656,64.821436,0.161430,0.495321,1.225481,16,500,0.000,0
PW,35,WML,0,59.047207,45.572793,39.349807,42.461300,6.504470,7.995105,20.172213,16,500,0.000,0
PW,35,WML,1,60.183739,5.467897,2.248111,3.858004,3.292517,0.098752,6.578205,16,500,0.000,0
PW,35,WML,2,60.604195,19.678119,36.282710,27.980415,8.627211,7.709758,23.943713,16,500,0.000,0
PW,35,WML,3,61.211708,23.280080,32.890857,28.085469,8.214049,9.109593,24.214271,16,500,0.000,0
PW,35,WML,4,60.648216,2.209980,8.125542,5.167761,0.039226,5.893513,11.790214,16,500,0.000,0
PW,35,WML,5,58.647964,2.234132,7.705545,4.969838,0.096964,5.556945,11.104149,16,500,0.000,0
PW,35,WML,6,60.838844,39.836214,37.288835,38.562525,8.288314,7.935756,22.210522,16,500,0.000,0
PW,35,WML,7,60.260727,2.230979,2.232729,2.231854,0.095566,0.056504,0.214514,16,500,0.000,0
PW,35,WML,8,59.514523,27.824572,20.985336,24.404954,9.618326,9.113322,25.844060,16,500,0.000,0
PW,35,WML,9,59.797714,31.919616,21.347847,26.633732,8.921654,9.362205,25.577163,16,500,0.000,0
PW,35,WML,10,58.276566,2.325638,2.309084,2.317361,0.081284,0.084127,0.226189,16,500,0.000,0
PW,35,WML,11,60.269909,37.507100,13.995163,25.751131,7.971109,7.835118,24.775248,16,500,0.000,0
PW,35,WML,12,60.550644,8.494013,7.375562,7.934788,6.229843,5.108552,15.577474,16,500,0.000,0
PW,35,WML,13,59.916969,2.250079,7.586098,4.918089,0.091348,5.342596,10.685773,16,500,0.000,0
PW,35,WML,14,60.932808,32.770826,25.338226,29.054526,9.005255,8.849556,24.695333,16,500,0.000,0
PW,35,WML,15,59.193531,39.212782,25.759224,32.486003,8.137211,8.989696,24.437142,16,500,0.000,0
PW,36,WML,0,49.775379,2.354950,2.425414,2.390182,0.069001,0.072252,0.196439,16,500,0.000,0
PW,36,WML,1,49.808113,2.245077,2.349180,2.297128,0.112270,0.096825,0.291457,16,500,0.000,0
PW,36,WML,2,49.781433,2.238081,2.433442,2.335761,0.044008,0.086106,0.212339,16,500,0.000,0
PW,36,WML,3,49.697044,2.287932,2.359734,2.323833,0.059547,0.052132,0.157348,16,500,0.000,0
PW,36,WML,4,49.933598,7.490929,2.250470,4.870700,4.883725,0.073907,9.817667,16,500,0.000,0
PW,36,WML,5,49.706108,2.345297,2.356989,2.351143,0.106674,0.078339,0.255795,16,500,0.000,0
PW,36,WML,6,49.960617,2.410140,2.457066,2.433603,0.103225,0.087234,0.262255,16,500,0.000,0
PW,36,WML,7,49.738514,2.452123,2.325497,2.388810,0.066952,0.093325,0.231358,16,500,0.000,0
PW,36,WML,8,49.484936,2.385051,2.333186,2.359119,0.075809,0.077767,0.211544,16,500,0.000,0
PW,36,WML,9,49.736900,2.281583,2.298193,2.289888,0.060489,0.069294,0.177932,16,500,0.000,0
PW,36,WML,10,50.007797,2.311907,2.298913,2.305410,0.087209,0.065783,0.211174,16,500,0.000,0
PW,36,WML,11,49.691593,7.380448,2.375076,4.877762,5.042069,0.076175,10.080337,16,500,0.000,0
PW,36,WML,12,49.660271,2.367783,2.326536,2.347159,0.078700,0.074288,0.210190,16,500,0.000,0
PW,36,WML,13,50.088711,2.373132,2.397859,2.385496,0.073637,0.048720,0.171079,16,500,0.000,0
PW,36,WML,14,49.904633,2.328805,2.418259,2.373532,0.060030,0.090693,0.215162,16,500,0.000,0
PW,36,WML,15,49.959373,2.265841,2.169141,2.217491,0.061438,0.070369,0.187275,16,500,0.000,0
PW,37,WML,0,66.253159,66.567948,66.632375,66.600162,0.332759,0.471420,1.115427,16,500,0.000,0
PW,37,WML,1,66.454391,65.465031,65.878302,65.671666,0.431802,0.467093,1.247461,16,500,0.000,0
PW,37,WML,2,65.817169,66.064105,65.214010,65.639057,0.382433,0.484527,1.270902,16,500,0.000,0
PW,37,WML,3,66.514626,66.608568,65.977539,66.293053,0.476637,0.956392,2.090254,16,500,0.000,0
PW,37,WML,4,66.347961,65.512472,65.872540,65.692506,1.041641,0.499870,2.240123,16,500,0.000,0
PW,37,WML,5,66.229660,66.453171,66.346528,66.399849,0.209270,0.541699,1.123402,16,500,0.000,0
PW,37,WML,6,65.391525,66.766808,65.380127,66.073467,0.583600,0.542513,1.697968,16,500,0.000,0
PW,37,WML,7,65.218254,66.380488,66.378809,66.379649,0.461196,0.298389,1.061361,16,500,0.000,0
PW,37,WML,8,66.043503,66.939449,65.445095,66.192272,0.331675,0.651422,1.609481,16,500,0.000,0
PW,37,WML,9,65.025063,67.031134,66.653829,66.842481,0.379075,0.416985,1.106152,16,500,0.000,0
PW,37,WML,10,66.233887,65.425559,65.970117,65.697838,0.811258,0.393427,1.764653,16,500,0.000,0
PW,37,WML,11,66.029861,66.275100,66.484007,66.379554,0.779462,0.358595,1.661306,16,500,0.000,0
PW,37,WML,12,66.103989,66.022094,66.385674,66.203884,0.567510,0.329005,1.281307,16,500,0.000,0
PW,37,WML,13,66.148483,66.881623,66.474866,66.678245,0.336700,0.392886,1.021583,16,500,0.000,0
PW,37,WML,14,65.771927,66.517531,65.555276,66.036404,0.313791,0.407982,1.111723,16,500,0.000,0
PW,37,WML,15,66.404114,66.172475,64.787609,65.480042,0.542213,1.312408,2.835375,16,500,0.000,0
PW,38,WML,0,61.250648,50.367470,52.940174,51.653822,1.837612,1.579314,4.866580,16,500,0.000,0
PW,38,WML,1,61.263916,53.384902,52.857291,53.121096,1.070450,1.079055,2.949417,16,500,0.000,0
PW,38,WML,2,60.459541,52.117272,53.323556,52.720414,0.814942,0.661833,2.121965,16,500,0.000,0
PW,38,WML,3,61.219513,53.561512,47.472188,50.516850,0.556127,6.122312,12.287311,16,500,0.000,0
PW,38,WML,4,61.388214,51.082120,53.586299,52.334209,1.758185,0.844781,3.984607,16,500,0.000,0
PW,38,WML,5,61.000450,53.220354,52.008823,52.614588,0.731126,1.404245,3.122312,16,500,0.000,0
PW,38,WML,6,60.904846,53.366057,46.906470,50.136264,0.505498,5.949867,12.010179,16,500,0.000,0
PW,38,WML,7,61.218483,47.082522,53.988806,50.535664,5.993254,0.296087,12.130308,16,500,0.000,0
PW,38,WML,8,61.170288,55.631459,54.885509,55.258484,1.021425,1.431862,3.420173,16,500,0.000,0
PW,38,WML,9,61.250923,51.001523,52.440445,51.720984,2.878050,0.931489,5.891968,16,500,0.000,0
PW,38,WML,10,61.089081,52.742534,51.929604,52.336069,0.945475,1.370580,3.244468,16,500,0.000,0
PW,38,WML,11,61.424461,52.696542,52.115844,52.406193,0.522021,0.836989,1.929422,16,500,0.000,0
PW,38,WML,12,61.389591,50.330433,53.422884,51.876658,1.826145,0.337884,3.927640,16,500,0.000,0
PW,38,WML,13,61.641094,54.099545,53.289305,53.694425,0.548904,0.450015,1.433858,16,500,0.000,0
PW,38,WML,14,61.123596,53.702495,51.202831,52.452663,1.402933,2.096036,5.041442,16,500,0.000,0
PW,38,WML,15,61.051514,47.294306,53.409747,50.352026,5.942770,0.571671,11.959991,16,500,0.000,0
PW,39,WML,0,68.572533,64.848381,62.185321,63.516851,0.716538,3.794906,7.587679,16,500,0.000,0
PW,39,WML,1,68.586807,66.308319,65.052055,65.680187,0.589025,0.633113,1.792366,16,500,0.000,0
PW,39,WML,2,68.373276,64.845821,65.525141,65.185481,0.585269,0.455229,1.474974,16,500,0.000,0
PW,39,WML,3,68.667480,66.435800,64.998051,65.716925,0.289222,0.845448,1.879373,16,500,0.000,0
PW,39,WML,4,68.652298,64.775899,64.583435,64.679667,1.641469,0.877625,3.597854,16,500,0.000,0
PW,39,WML,5,68.197815,65.844812,63.561861,64.703337,0.455283,1.790677,3.759615,16,500,0.000,1
PW,39,WML,6,68.516830,64.449533,65.486481,64.968007,0.918017,0.809211,2.424396,16,500,0.000,0
PW,39,WML,7,68.257385,67.694863,66.474636,67.084749,0.453998,0.527980,1.485687,16,500,0.000,0
PW,39,WML,8,68.081406,67.573489,66.721587,67.147538,0.544582,0.783990,1.896149,16,500,0.000,0
PW,39,WML,9,68.273514,66.079973,64.190309,65.135141,0.505490,1.184754,2.673281,16,500,0.000,0
PW,39,WML,10,68.732956,65.264413,65.292060,65.278237,0.569640,0.827917,1.941812,16,500,0.000,0
PW,39,WML,11,68.444809,64.068195,65.210845,64.639520,0.512376,0.881323,2.056229,16,500,0.000,0
PW,39,WML,12,68.522186,66.307208,66.415782,66.361495,0.366255,0.309178,0.927801,16,500,0.000,0
PW,39,WML,13,68.268013,67.465475,67.028997,67.247236,0.374115,0.541991,1.292289,16,500,0.000,1
PW,39,WML,14,68.137024,65.794981,64.520045,65.157513,0.570820,0.392993,1.492146,16,500,0.000,1
PW,39,WML,15,68.579086,65.806560,64.351929,65.079244,0.623370,1.150082,2.636859,16,500,0.000,0
PW,40,WML,0,78.949333,78.728588,77.864810,78.296699,0.341433,0.510053,1.267053,16,500,0.000,0
PW,40,WML,1,78.995926,78.161901,78.837380,78.499641,0.247223,0.257847,0.773345,16,500,0.000,0
PW,40,WML,2,78.967957,79.066416,78.608761,78.837588,0.466387,0.281766,1.079033,16,500,0.000,0
PW,40,WML,3,79.033936,77.774022,75.091542,76.432782,0.393405,3.607823,7.147809,16,500,0.000,0
PW,40,WML,4,79.014694,78.500474,77.407472,77.953973,0.290662,0.545662,1.321200,16,500,0.000,0
PW,40,WML,5,79.037758,78.406988,78.336250,78.371619,0.453662,0.305851,1.057792,16,500,0.000,0
PW,40,WML,6,78.979431,78.576710,77.678266,78.127488,0.660650,0.528825,1.699633,16,500,0.000,0
PW,40,WML,7,79.032593,78.255640,78.794047,78.524844,0.504802,0.299946,1.168129,16,500,0.000,0
PW,40,WML,8,78.947205,77.942606,77.877086,77.909846,0.437616,0.224687,0.951096,16,500,0.000,0
PW,40,WML,9,78.996033,77.953357,77.598783,77.776070,0.383464,0.560898,1.325527,16,500,0.000,0
PW,40,WML,10,79.031868,78.308561,78.263503,78.286032,0.378669,0.270156,0.899077,16,500,0.000,0
PW,40,WML,11,78.989349,78.305653,78.463252,78.384452,0.343155,0.262430,0.838664,16,500,0.000,0
PW,40,WML,12,78.948654,77.654249,77.786499,77.720374,0.475971,0.693322,1.626358,16,500,0.000,0
PW,40,WML,13,79.040421,77.914599,77.835755,77.875177,0.325677,0.385122,0.975377,16,500,0.000,0
PW,40,WML,14,78.934402,76.753167,77.398666,77.075917,0.475489,0.413456,1.262292,16,500,0.000,0
PW,40,WML,15,79.035080,78.140172,77.819821,77.979997,0.310813,0.404477,0.999403,16,500,0.000,0
PW,41,WML,0,73.118011,70.762039,70.895015,70.828527,0.216825,0.575194,1.189705,16,500,0.000,0
PW,41,WML,1,73.124977,70.982466,70.826552,70.904509,0.400241,0.423252,1.128420,16,500,0.000,0
PW,41,WML,2,73.042595,70.147581,69.705015,69.926298,0.436659,0.824426,1.817013,16,500,0.000,0
PW,41,WML,3,73.135147,70.279320,69.724007,70.001663,0.450763,0.636283,1.533707,16,500,0.000,0
PW,41,WML,4,73.147781,71.015512,71.250327,71.132920,0.289210,0.422149,0.996135,16,500,0.000,0
PW,41,WML,5,73.210693,71.128366,70.937207,71.032786,0.288611,0.564109,1.228306,16,500,0.000,0
PW,41,WML,6,73.125732,70.646593,71.029302,70.837947,0.698876,0.470150,1.639434,16,500,0.000,0
PW,41,WML,7,73.063339,69.273401,69.377008,69.325205,0.796691,0.766259,2.136471,16,500,0.000,0
PW,41,WML,8,73.052513,70.774365,70.451542,70.612953,1.139996,0.668271,2.558682,16,500,0.000,0
PW,41,WML,9,73.137146,70.541010,69.872942,70.206976,0.552159,0.563367,1.562732,16,500,0.000,0
PW,41,WML,10,73.103760,71.324347,70.559677,70.942012,0.310118,0.190283,0.806317,16,500,0.000,0
PW,41,WML,11,73.146057,70.645917,71.492993,71.069455,0.473568,0.260926,1.132598,16,500,0.000,0
PW,41,WML,12,73.070709,70.921605,70.514190,70.717897,0.387524,0.515525,1.263768,16,500,0.000,0
PW,41,WML,13,73.073700,68.568996,70.174386,69.371691,1.130061,0.367861,2.441328,16,500,0.000,0
PW,41,WML,14,73.092552,70.785777,70.337033,70.561405,0.389775,0.363691,1.055793,16,500,0.000,0
PW,41,WML,15,73.151749,70.484569,70.022592,70.253580,0.391252,0.566753,1.351881,16,500,0.000,0
PW,42,WML,0,58.757950,49.213588,50.938677,50.076133,2.910040,1.122825,6.092244,16,500,0.000,0
PW,42,WML,1,58.808884,48.064753,51.799803,49.932278,3.724973,1.225073,7.818232,16,500,0.000,0
PW,42,WML,2,58.776890,45.306732,48.829764,47.068248,2.552082,1.987950,6.509944,16,500,0.000,0
PW,42,WML,3,58.684174,47.823220,46.922787,47.373003,3.011279,5.672747,12.418059,16,500,0.000,0
PW,42,WML,4,58.668236,45.270186,47.223258,46.246722,3.852684,2.118642,8.555076,16,500,0.000,0
PW,42,WML,5,58.379082,43.449927,47.434227,45.442077,2.805840,2.136032,7.117488,16,500,0.000,0
PW,42,WML,6,58.522179,47.117167,51.145644,49.131405,2.745559,1.959459,6.841338,16,500,0.000,0
PW,42,WML,7,58.309868,47.212653,49.515375,48.364014,2.822977,2.611861,7.525543,16,500,0.000,0
PW,42,WML,8,58.446373,52.993088,53.048529,53.020808,1.088637,1.184348,3.108373,16,500,0.000,0
PW,42,WML,9,58.763824,47.103183,48.123830,47.613507,1.441011,2.215459,5.133640,16,500,0.000,0
PW,42,WML,10,58.689064,48.328881,47.007877,47.668379,2.025664,2.670091,6.511588,16,500,0.000,0
PW,42,WML,11,58.486816,48.318418,44.299301,46.308860,1.324160,3.691575,7.856870,16,500,0.000,0
PW,42,WML,12,58.631287,52.706807,51.568168,52.137487,2.116172,1.148759,4.689453,16,500,0.000,0
PW,42,WML,13,58.225143,45.874597,51.866040,48.870319,4.532250,0.890276,9.445588,16,500,0.000,0
PW,42,WML,14,58.668831,49.377089,53.155898,51.266493,2.364104,0.764004,5.181944,16,500,0.000,0
PW,42,WML,15,58.811176,47.667835,47.608505,47.638170,2.934549,3.170388,8.347209,16,500,0.000,0
PW,43,WML,0,67.984482,68.119545,67.392683,67.756114,0.265061,0.401753,1.002877,16,500,0.000,0
PW,43,WML,1,68.103638,68.308595,68.343503,68.326049,0.304172,0.343048,0.886048,16,500,0.000,0
PW,43,WML,2,67.763809,67.518274,67.669081,67.593678,0.327925,0.433983,1.053882,16,500,0.000,0
PW,43,WML,3,67.913902,67.237782,68.374500,67.806141,0.401653,0.486971,1.353579,16,500,0.000,0
PW,43,WML,4,68.011169,67.635602,67.545801,67.590702,0.352493,0.479006,1.150054,16,500,0.000,0
PW,43,WML,5,67.956146,68.127320,68.420193,68.273757,0.156180,0.313489,0.693421,16,500,0.000,0
PW,43,WML,6,68.044312,68.459935,68.299821,68.379878,0.176859,0.202965,0.526693,16,500,0.000,0
PW,43,WML,7,68.116257,67.413579,67.702962,67.558270,0.401318,0.471347,1.205419,16,500,0.000,0
PW,43,WML,8,68.039551,67.938536,67.988339,67.963438,0.456216,0.363482,1.127358,16,500,0.000,0
PW,43,WML,9,67.984993,68.447168,67.534671,67.990920,0.261849,0.370895,0.995784,16,500,0.000,0
PW,43,WML,10,68.003845,68.796783,63.533027,66.164905,0.347657,4.712396,9.526003,16,500,0.000,0
PW,43,WML,11,68.144852,67.720757,67.816607,67.768682,0.328392,0.314020,0.879315,16,500,0.000,0
PW,43,WML,12,68.153954,66.886827,68.201613,67.544220,0.538953,0.154667,1.278557,16,500,0.000,1
PW,43,WML,13,68.018578,67.075700,67.437362,67.256531,0.725725,0.246348,1.492550,16,500,0.000,0
PW,43,WML,14,68.040466,67.900245,68.117785,68.009015,0.442529,0.346186,1.091396,16,500,0.000,0
PW,43,WML,15,68.174507,68.320173,67.268579,67.794376,0.446764,0.327206,1.199901,16,500,0.000,0
PW,44,WML,0,67.253906,66.476472,66.383276,66.429874,0.460950,0.235849,1.001609,16,500,0.000,1
PW,44,WML,1,67.462143,65.686179,66.489527,66.087853,0.487067,0.319461,1.199491,16,500,0.000,1
PW,44,WML,2,67.284805,66.254810,64.608094,65.431452,0.312181,1.257194,2.643411,16,500,0.000,0
PW,44,WML,3,67.238541,65.624842,63.585744,64.605293,0.818056,2.779617,5.696658,16,500,0.000,0
PW,44,WML,4,67.257111,64.539108,66.432400,65.485754,0.668794,0.144008,1.644131,16,500,0.000,0
PW,44,WML,5,67.240738,65.958153,65.268665,65.613409,0.587983,1.081896,2.405688,16,500,0.000,1
PW,44,WML,6,67.265869,65.090390,65.704007,65.397198,0.698379,0.962889,2.320056,16,500,0.000,0
PW,44,WML,7,67.323486,65.947066,63.024133,64.485600,0.392304,2.408915,4.951453,16,500,0.000,1
PW,44,WML,8,67.234131,65.228531,64.988847,65.108689,0.964612,0.707935,2.315198,16,500,0.000,1
PW,44,WML,9,67.408813,66.048522,65.283825,65.666174,0.425828,0.579113,1.443937,16,500,0.000,1
PW,44,WML,10,67.229416,64.190651,66.432630,65.311640,1.790137,0.484333,3.765628,16,500,0.000,1
PW,44,WML,11,67.273712,65.735426,65.883307,65.809366,0.171818,0.218797,0.542926,16,500,0.000,0
PW,44,WML,12,67.288040,64.686964,66.056432,65.371698,1.089259,0.371242,2.333279,16,500,0.000,1
PW,44,WML,13,67.340622,64.775107,66.508213,65.641660,0.558011,0.373575,1.576219,16,500,0.000,1
PW,44,WML,14,67.229759,64.270930,65.546413,64.908672,1.299806,0.420225,2.720394,16,500,0.000,0
PW,44,WML,15,67.132889,65.418442,64.819553,65.118998,0.949448,1.408360,3.296369,16,500,0.000,0
PW,45,WML,0,80.773674,79.930952,80.065915,79.998434,0.139170,0.369776,0.766577,16,500,0.000,0
PW,45,WML,1,80.793594,80.319660,80.118923,80.219292,0.155340,0.528740,1.069833,16,500,0.000,0
PW,45,WML,2,80.820755,79.839975,80.057959,79.948967,0.214137,0.204914,0.583630,16,500,0.000,0
PW,45,WML,3,80.826668,80.031610,80.233842,80.132726,0.390464,0.255544,0.907686,16,500,0.000,0
PW,45,WML,4,80.807098,80.081701,80.575066,80.328383,0.285767,0.190331,0.710652,16,500,0.000,0
PW,45,WML,5,80.775543,79.881870,80.171106,80.026488,0.418356,0.378541,1.100312,16,500,0.000,0
PW,45,WML,6,80.832993,80.537099,80.633309,80.585204,0.195390,0.206373,0.551361,16,500,0.000,0
PW,45,WML,7,80.746155,80.035884,79.912132,79.974008,0.261458,0.314943,0.793474,16,500,0.000,0
PW,45,WML,8,80.806870,79.804111,80.118399,79.961255,0.450229,0.400916,1.176087,16,500,0.000,0
PW,45,WML,9,80.788193,80.504172,80.291573,80.397872,0.335256,0.292470,0.866610,16,500,0.000,0
PW,45,WML,10,80.798538,80.422734,80.167090,80.294912,0.256163,0.259192,0.716389,16,500,0.000,0
PW,45,WML,11,80.825378,80.226236,80.080377,80.153306,0.230111,0.240835,0.647995,16,500,0.000,0
PW,45,WML,12,80.704643,80.240785,80.096286,80.168535,0.380246,0.252470,0.885057,16,500,0.000,0
