cell,seed,score_window3,full_median,full_mean,full_p95,full_max,full_sat95,full_sat99,pw_half_median,pw_half_mean,pw_half_p95,pw_half_max,pw_half_sat95,pw_half_sat99,wml_half_median,wml_half_mean,wml_half_p95,wml_half_max,wml_half_sat95,wml_half_sat99,alpha_kl,alpha_ent,ess_final,gate,kl,pi_sigma_mean,eta,ess,entropy,temp
PW_ent,301,909.789306640625,0.4836190342903137,0.5196192264556885,0.9099103808403015,4.829742908477783,0.2313171234507829,0.0894068255465396,0.4888097047805786,0.5318455100059509,0.9466432929039001,4.829744338989258,0.2187545352116502,0.07955241430652467,0.4773414134979248,0.5073928833007812,0.8756700754165649,4.026496887207031,0.24387971253401297,0.09926123896102415,0.012048080563545227,0.014509915374219418,0.0,0.55303955078125,0.10346239805221558,0.518471896648407,0.0,0.0,-2.6887569427490234,0.014509915374219418
PW_ent,302,898.4740193684896,0.4483790695667267,0.4752313792705536,0.8209181427955627,1.9984456300735474,0.20988757726975996,0.07326915367802293,0.44550821185112,0.4745918810367584,0.8150603771209717,1.8208407163619995,0.18991702070355826,0.05631512302068257,0.45092421770095825,0.47587087750434875,0.8275115489959717,1.9984462261199951,0.22985813231016078,0.09022318608488938,0.015185674652457237,0.014509915374219418,0.0,0.5589447021484375,0.10504094511270523,0.5226489305496216,0.0,0.0,-1.9516105651855469,0.014509915374219418
PW_ent,303,907.8731689453125,0.46782606840133667,0.5166342854499817,0.8927069306373596,23.715988159179688,0.22550916223510786,0.08821079793216807,0.471549391746521,0.540108859539032,0.9061031341552734,23.715993881225586,0.20843116787769306,0.07648867102235875,0.46413683891296387,0.49315977096557617,0.8761671781539917,2.3759419918060303,0.24258715878827333,0.09993292084992172,0.011266454122960567,0.014509915374219418,0.0,0.55181884765625,0.10572884231805801,0.5401458740234375,0.0,0.0,-2.55061674118042,0.014509915374219418
PW_ent,304,910.9801025390625,0.44716253876686096,0.47236204147338867,0.827053427696228,2.242466926574707,0.22293960225103712,0.08403800138960886,0.46373450756073,0.4887385964393616,0.8509054780006409,2.2424681186676025,0.21455961565586495,0.07168879699848481,0.4287654459476471,0.45598548650741577,0.8002244234085083,1.594927191734314,0.2313195858817261,0.0963872069946328,0.010706217959523201,0.014509915374219418,0.0,0.5764846801757812,0.09712851792573929,0.5308409333229065,0.0,0.0,-2.083791732788086,0.014509915374219418
PW_ent,305,908.4418538411459,0.4623153805732727,0.5385829210281372,0.8830933570861816,24.407732009887695,0.25298091490815744,0.10930218180949591,0.4628877341747284,0.5577106475830078,0.9003313183784485,24.407695770263672,0.22761281783432905,0.08865243563447553,0.4619043469429016,0.5194551944732666,0.8588687181472778,14.731319427490234,0.2783490173654124,0.12995192638394618,0.011985857039690018,0.014509915374219418,0.0,0.5832061767578125,0.09593889117240906,0.5413874387741089,0.0,0.0,-2.9202799797058105,0.014509915374219418
PW_ent,306,909.2846272786459,0.4515126645565033,0.4771362841129303,0.8357443809509277,3.5818638801574707,0.21406491851741002,0.07155963193266841,0.4470507502555847,0.4781191051006317,0.8477952480316162,3.5818614959716797,0.1987090734054316,0.06500369967782997,0.4565753936767578,0.47615349292755127,0.8166266083717346,2.4751055240631104,0.22942076385900367,0.07811556381453909,0.01288538333028555,0.014509915374219418,0.0,0.527435302734375,0.11757667362689972,0.5302038788795471,0.0,0.0,-2.7092738151550293,0.014509915374219418
PW_ent,307,912.1907145182291,0.4357791543006897,0.46556323766708374,0.8287720680236816,2.6823325157165527,0.21644593278700291,0.07758114356103459,0.44545575976371765,0.4730623960494995,0.8395777940750122,1.495257019996643,0.2120152961299317,0.0718232327844814,0.42512309551239014,0.45806407928466797,0.8098254203796387,2.6823322772979736,0.2208765704628098,0.08333905111348099,0.010133283212780952,0.014509915374219418,0.0,0.574249267578125,0.10276786983013153,0.5291367769241333,0.0,0.0,-2.290469169616699,0.014509915374219418
PW_ent,308,915.0307820638021,0.4422030746936798,0.5164729356765747,0.954795777797699,11.54143238067627,0.26118750450939854,0.11633967562476515,0.43938547372817993,0.5378540754318237,1.008117437362671,11.54143238067627,0.26268643741296427,0.11844083488964759,0.4455069899559021,0.4950917661190033,0.9224631786346436,4.511414051055908,0.2596885767971581,0.11423851906022768,0.02456815168261528,0.014509915374219418,0.0,0.56463623046875,0.10259763896465302,0.48829376697540283,0.0,0.0,-3.3030190467834473,0.014509915374219418
PW_noent,301,907.7703450520834,0.3448852002620697,0.752923309803009,2.0696895122528076,148.26829528808594,0.5687499019204352,0.4238155788541632,0.32094892859458923,0.758001446723938,1.9040814638137817,148.26858520507812,0.5512286138844384,0.4083928034143314,0.36772793531417847,0.7478452324867249,2.1831445693969727,85.9698486328125,0.5862711904459252,0.4392383514577223,0.019729245454072952,0.014509915374219418,0.0,0.5823287963867188,0.10472366213798523,0.3548348844051361,0.0,0.0,-22.021663665771484,0.014509915374219418
PW_noent,302,889.1413981119791,0.2906540632247925,0.4794270098209381,1.4560226202011108,34.94308090209961,0.5706342861159279,0.40296028176948023,0.2668059468269348,0.45767083764076233,1.3487801551818848,11.774436950683594,0.5827460710279058,0.41499341927156025,0.3134152293205261,0.5011832118034363,1.5427130460739136,34.94308090209961,0.558522509464801,0.39092714198577144,0.02734098769724369,0.014509915374219418,0.0,0.5879592895507812,0.0962868183851242,0.30099666118621826,0.0,0.0,-16.472816467285156,0.014509915374219418
PW_noent,303,929.9036865234375,0.33952462673187256,0.6208211183547974,1.776851773262024,154.11981201171875,0.5470427422595551,0.3945164870617321,0.3135112524032593,0.6150421500205994,1.7280659675598145,154.1201171875,0.5734053915571269,0.4222093212123472,0.37227028608322144,0.6266000270843506,1.8225127458572388,30.321277618408203,0.520680088547431,0.36682365020329033,0.03145788982510567,0.014509915374219418,0.0,0.59063720703125,0.09811565279960632,0.2608283460140228,0.0,0.0,-14.639039993286133,0.014509915374219418
PW_noent,304,832.3280232747396,0.28836753964424133,0.6497971415519714,1.5396227836608887,370.0002136230469,0.48970086353123204,0.3351881949130104,0.26170623302459717,0.8098582029342651,1.7956703901290894,370.0007629394531,0.4664253473258289,0.3136498574745612,0.3110073208808899,0.4897359609603882,1.3781143426895142,14.659985542297363,0.5129763795948544,0.356726530034664,0.02165544591844082,0.014509915374219418,0.0,0.5852127075195312,0.09721364080905914,0.2184029221534729,0.0,0.0,-13.53355598449707,0.014509915374219418
PW_noent,305,911.3086751302084,0.33552229404449463,0.8230997323989868,2.258716106414795,249.96189880371094,0.5909698821301651,0.44450206409087795,0.3288494944572449,0.737732470035553,2.260603666305542,192.67041015625,0.613709034267401,0.4632788359400235,0.3424512445926666,0.9084669947624207,2.251272201538086,249.96189880371094,0.5682307333744188,0.42572528836902757,0.017566192895174026,0.014509915374219418,0.0,0.6081619262695312,0.09253054857254028,0.36794954538345337,0.0,0.0,-17.187002182006836,0.014509915374219418
PW_noent,306,883.1041666666666,0.43323683738708496,0.7617847919464111,2.2471375465393066,69.79440307617188,0.6256883757297549,0.49436953071889495,0.4684738218784332,0.7764094471931458,2.3658151626586914,69.79440307617188,0.6574245685423671,0.5341731705234876,0.39980819821357727,0.7471601963043213,2.06333065032959,45.876548767089844,0.5939521841480274,0.4545658941432775,0.01863982155919075,0.014509915374219418,0.0,0.572723388671875,0.10221030563116074,0.29063957929611206,0.0,0.0,-17.047616958618164,0.014509915374219418
PW_noent,307,887.4809773763021,0.2904859781265259,0.6185114979743958,1.389275074005127,426.4180908203125,0.5157893531282485,0.35908102528830793,0.2782614827156067,0.4324917197227478,1.077608585357666,131.23907470703125,0.5169406037668752,0.36578766781955013,0.3051013946533203,0.8045313954353333,1.6827898025512695,426.4187316894531,0.5146381046548212,0.3523743783121722,0.03206225112080574,0.014509915374219418,0.0,0.5893096923828125,0.09579582512378693,0.42863523960113525,0.0,0.0,-14.325332641601562,0.014509915374219418
PW_noent,308,917.3145548502604,0.39401644468307495,0.9037032723426819,2.295043468475342,262.8890380859375,0.5754204577837234,0.4263603126901934,0.42376473546028137,1.0921422243118286,2.690962553024292,262.8890380859375,0.6079659458589779,0.4616870686260371,0.36562663316726685,0.7152643203735352,1.9670439958572388,54.58702850341797,0.5428749690943897,0.39103355159520525,0.02159404568374157,0.014509915374219418,0.0,0.6142730712890625,0.09153270721435547,0.22988371551036835,0.0,0.0,-14.930580139160156,0.014509915374219418
