arm,d,rank,sigma,omega,R,r_rms,product
rank1,2,1,1.6457795021028379,0.6056877878071585,2.7138983058710067,0.7087672766176368,1.3633296700716833
rank1,2,1,1.6457795021028379,0.8177557756774221,1.3348195330634045,0.9536353905727424,1.2139121913098638
rank1,2,1,1.6457795021028379,1.1040746109061288,0.6585010580683616,1.2850381378268378,1.0873979530309819
rank1,2,1,1.6457795021028379,1.4906415615808106,0.34667669380488697,1.734721008013561,1.0432392591254114
rank1,2,1,1.6457795021028379,2.012556255857059,0.18818499749288728,2.342095932951742,1.032272499238922
rank1,2,1,2.222012265112078,0.33227618194901193,5.604888618334075,0.5381618181663685,1.6232774307414
rank1,2,1,2.222012265112078,0.4486152311120365,2.6965042742644285,0.7063784566329134,1.3454761506847401
rank1,2,1,2.222012265112078,0.6056877878071585,1.3374453835949094,0.9526813747867592,1.2138678400475544
rank1,2,1,2.222012265112078,0.8177557756774221,0.6585212904694028,1.2849932767570698,1.0873554394706768
rank1,2,1,2.222012265112078,1.1040746109061288,0.3457270757783123,1.7347230261339293,1.0403840351512585
rank1,2,1,2.222012265112078,1.4906415615808106,0.18878714609361863,2.342095932858469,1.035575533135084
rank1,2,1,2.999999999999996,0.24610725056510596,5.494838029114334,0.5338942801758463,1.5662656790288956
rank1,2,1,2.999999999999996,0.33227618194901193,2.758850956707787,0.7136399708828267,1.4050331551197461
rank1,2,1,2.999999999999996,0.4486152311120365,1.3404135421987047,0.9520547269976033,1.2149618303272391
rank1,2,1,2.999999999999996,0.6056877878071585,0.662663958534542,1.284928006088869,1.094084689396607
rank1,2,1,2.999999999999996,0.8177557756774221,0.34450029914958963,1.734722761644903,1.036692024310202
rank1,2,1,2.999999999999996,1.1040746109061288,0.1888972836551324,2.3420959329945523,1.036179683306718
rank1,4,1,0.01,134.58456933361077,2.4498882027420286,0.6711260245453529,1.1034544903953147
rank1,4,1,0.01,181.70633634214732,1.2873576591772655,0.9086030133323525,1.0627902628303494
rank1,4,1,0.01,245.3267327032263,0.6896545275240861,1.2266338604839573,1.037675324634903
rank1,4,1,0.01,331.2223832718382,0.3762429573760941,1.6561119164021407,1.0319240723663716
rank1,4,1,0.01,447.1924684742427,0.20603327506360436,2.2359623423712134,1.030069044478211
rank1,4,1,0.013501275609964631,99.68285458470345,2.4424474876191393,0.6709722517366318,1.099599048880338
rank1,4,1,0.013501275609964631,134.58456933361077,1.291117724213802,0.90840840850786,1.0654378818206323
rank1,4,1,0.013501275609964631,181.70633634214732,0.688491588228097,1.2266340841035623,1.0359259082576837
rank1,4,1,0.013501275609964631,245.3267327032263,0.3762160526205549,1.6561119163724725,1.03185028047667
rank1,4,1,0.013501275609964631,331.2223832718382,0.20669627001434324,2.235962342371213,1.0333837060307713
rank1,4,1,0.018228444309622584,73.83217516953168,2.4454301657998494,0.6711318018290536,1.1014655086915859
