d,sigma,r_eff,J,omega_nominal,delta_norm,s_norm,B_b,N_b,delta_dot_vsig,var_pw_e,var_pw_clean,cross_pw,var_zo_e,var_zo_clean,cross_zo,var_wml_e,var_wml_clean,cross_wml,pre_pw_clean_meannorm,pre_zo_clean_meannorm,pre_wml_clean_meannorm,mse_pw,cos_pw,post_pw_bias2,post_pw_var,mse_zo,cos_zo,post_zo_bias2,post_zo_var,mse_wml,cos_wml,post_wml_bias2,post_wml_var,G,err_pw_total,err_pw_cleanoff,err_pw_erroroff,err_pw_baseline,err_zo_total,err_zo_cleanoff,err_zo_erroroff,err_zo_baseline,err_wml_total,err_wml_cleanoff,err_wml_erroroff,err_wml_baseline,ess_med,ess_min,eta_at_bound,nonfinite,wml0_checksum,A_eff,L_eff,omega_eff,orth_resid,delta_norm_conditional,delta_norm_pooled,cancellation_ratio,A_eff_numeric_ratio,L_eff_numeric_ratio
4,0.4,0.5,1,2.5,0.22883331438328355,0.3271170175231677,0.6993062149959681,0.1537637024319428,-0.12828081293347138,0.06015607700310584,0.020028121509102503,0.0013940830530206672,0.2774359132117355,0.22845397370058967,0.012402983435622095,0.016448748594448788,0.023331649821750386,-0.010049749086876877,0.9998981802285549,0.9694796110814619,0.3271170175231677,0.12709202579053547,0.6822699355236612,0.5998295151725427,0.03563061378013478,0.1525913302528494,0.6185216743678765,0.5862919966758269,0.17666465458842015,0.1662854807558572,0.584286298110357,0.6051298736780367,0.22629753010124926,0.039193454965321714,0.12709202579053547,0.12586941348369113,0.125989939546909,0.002996534304166171,0.1525913302528494,0.13910979751024635,0.13823111607641086,0.028100347324117373,0.1662854807558572,0.1459986333575756,0.1594583825518494,0.03112653584693009,14.575821908315952,11.986565572272621,0.0,0.0,-15.664078890814434,1.0,2.5,2.5,3.822656614147175e-16,0.22883331438328355,0.025286408379380603,0.11050142959965707,1.0,1.0
4,0.4,0.5,4,5.0,0.12135005227843194,0.3271170175231677,0.37084731741265375,0.10385229339821168,-0.08716404802443554,0.09617760625183147,0.020028121509102503,0.001254463904049762,0.09507617784073055,0.22845397370058967,0.002196306424483779,0.01111834739515341,0.023331649821750386,-0.005974569150828649,0.9998981802285549,0.9694796110814619,0.3271170175231677,0.024909529585838475,0.9377261760354039,0.04227624625092683,0.08227140167826566,0.049125877224462114,0.8771853069388448,0.05231382568695674,0.19331556043535392,0.08103206753095213,0.7974198311726197,0.12574767144228863,0.2794126662124722,0.05612253794511367,0.024909529585838475,0.02190916156758522,0.01124282801681506,0.002996534304166171,0.049125877224462114,0.022657968653763176,0.036083670413704916,0.028100347324117373,0.08103206753095213,0.04972438072998908,0.07222697788942467,0.03112653584693009,14.239141373127982,11.227674116679106,0.0,0.0,-15.664078890814434,1.0,2.5,2.5,3.822656614147175e-16,0.12135005227843194,0.012060054183177907,0.09938235671713337,0.9999999999999999,0.9999999999999994
4,0.4,0.75,1,3.75,0.19995061799315594,0.32633537510445665,0.6132327697478585,0.15856821765400841,-0.13663969696199013,0.196153638111646,0.02005583513152032,0.0008502644821722676,0.3613260457584445,0.22640170471456555,0.017996939581883732,0.016872591852343074,0.02342522117343867,-0.009499435182875243,1.000385780675073,0.9677271042864254,0.32633537510445665,0.08721875863328447,0.7819531034167888,0.34481669873732185,0.09127709442910062,0.12350945422577689,0.6912263644355577,0.37265125990533976,0.24489601122354487,0.14957210682804079,0.626069732929898,0.4286438873405517,0.31921664679965245,0.06235334819475633,0.08721875863328447,0.08542982336874004,0.08091212557351603,0.0030010987547384287,0.1235094542257769,0.1089247676400039,0.09767246107576524,0.02816046938736918,0.14957210682804079,0.12524408743357157,0.13939424862803268,0.03137408836298311,14.744420624726523,12.196925525071872,0.0,0.0,23.44786807814235,1.0,3.75,3.75,3.8422819568664787e-16,0.19995061799315594,0.04059628425723544,0.2030315518135833,1.0,0.9999999999999999
4,0.4,0.75,4,7.5,0.0906455954478809,0.32633537510445665,0.2778833195273255,0.10502439444304221,-0.08891941899920067,0.21903795483180022,0.02005583513152032,-0.0003378212370198496,0.09497019943923757,0.22640170471456555,-0.0003397458681126355,0.011176819861050662,0.02342522117343867,-0.005049818245815198,1.000385780675073,0.9677271042864254,0.32633537510445665,0.03418059489545085,0.9145485127613728,0.008213776545164812,0.1626891979320895,0.0417415331148427,0.8956461672128933,0.012058559660843814,0.19664910591336981,0.07047401047749902,0.8238149738062525,0.03667888587502876,0.3156911665124664,0.03629341558204818,0.03418059489545085,0.031547326520671326,0.003203338079350966,0.0030010987547384287,0.0417415331148427,0.015043171747137606,0.028287564459392657,0.02816046938736918,0.07047401047749902,0.03188210918795036,0.05837117820349223,0.03137408836298311,14.108443085758836,10.903491362102562,0.0,0.0,23.44786807814235,1.0,3.75,3.75,3.8422819568664787e-16,0.0906455954478809,0.010203100765910439,0.11256035900582709,0.9999999999999991,0.9999999999999994
4,0.4,1.0,1,5.0,0.18292385540833656,0.3263057861518963,0.5604396773599245,0.1676586788101933,-0.16014872541582476,0.38386307794469143,0.02002607228815328,0.0048258932991558775,0.380786353654816,0.22818434479213112,0.009420169086592944,0.017835317450191384,0.02328192464261186,-0.009584420246731444,1.0005218062096235,0.9695519674583324,0.3263057861518963,0.07080806543205907,0.8229798364198523,0.13373412079548952,0.22030620636480597,0.10307018050300226,0.7423245487424943,0.17489399542393197,0.34045690709107934,0.1446495666195663,0.6383760834510842,0.2707485275550793,0.45249930554275225,0.07384150118750722,0.07080806543205907,0.06813585499487582,0.033177583269307157,0.002984736463715983,0.10307018050300226,0.08147748505394423,0.0595365551913264,0.028247905546193552,0.1446495666195663,0.11242855113491784,0.12758802806083258,0.031209448048188877,14.857867972246046,12.368965487259118,0.0,0.0,11.35226011269529,1.0,5.0,5.0,3.6672782482573687e-16,0.18292385540833656,0.01318838884322268,0.07209769777584533,0.9999999999999999,1.0
4,0.4,1.0,4,10.0,0.08935593827544028,0.3263057861518963,0.2738631003394758,0.104657676166802,-0.0892413832446953,0.3906230994235709,0.02002607228815328,-0.0006593910018410327,0.09498646651786044,0.22818434479213112,0.00022809752115801867,0.011138669630476106,0.02328192464261186,-0.004935143756971403,1.0005218062096235,0.9695519674583324,0.3263057861518963,0.05617791827731127,0.8595552043067218,0.020176409379855736,0.26071318200670074,0.04170959037427922,0.8957260240643019,0.011271186443847128,0.19727676542754907,0.06944166897494478,0.8263958275626381,0.030817084701198393,0.3163912601735255,0.013263750697633497,0.05617791827731127,0.05385554126236067,0.003074961513149638,0.002984736463715983,0.04170959037427922,0.014912772288338257,0.02834578373822004,0.028247905546193552,0.06944166897494476,0.030790246167349482,0.0573491106188444,0.031209448048188877,14.093602422068901,10.794106830923122,0.0,0.0,11.35226011269529,1.0,5.0,5.0,3.6672782482573687e-16,0.08935593827544028,0.0035646678538621846,0.03989290384791296,0.9999999999999989,0.999999999999998
4,0.4,1.25,1,6.25,0.15851419711413417,0.3269778187755351,0.4847210718327795,0.15209264009868734,-0.15398630164639188,0.6163965906199219,0.020108933563873162,0.0036526765404751027,0.3780722403045737,0.22795528584267838,0.002617150121837426,0.016265765678661302,0.023486165776154665,-0.009051924902882123,0.9998417625360312,0.9680863781066367,0.3269778187755351,0.0719182225202202,0.8202044436994496,0.053244849419958315,0.3063462631811429,0.08127915328331262,0.7968021167917185,0.05901306770461554,0.34738269871194755,0.12144120387154975,0.6963969903211256,0.12333868209071375,0.483867337267035,0.04952298135132953,0.0719182225202202,0.06938636545477311,0.00677370909780338,0.003008504411980103,0.0812791532833126,0.05827753914899217,0.03251187605995702,0.028301981954466628,0.12144120387154975,0.08090235590709452,0.10431477422888882,0.031306692916427806,14.796544631484108,12.230922577943584,0.0,0.0,18.071674225521043,1.0,6.25,6.25,3.8169897723399586e-16,0.15851419711413417,0.02126127156680648,0.13412850049953465,0.9999999999999999,1.0000000000000002
4,0.4,1.25,4,12.5,0.08919268355945606,0.3269778187755351,0.2727844140546006,0.10369922480332519,-0.0890674793500526,0.6109131619251869,0.020108933563873162,-0.000634692870357715,0.09480292704369483,0.22795528584267838,8.724062356607436e-05,0.011084089869783454,0.023486165776154665,-0.005040658751719149,0.9998417625360312,0.9680863781066367,0.3269778187755351,0.08112672863770233,0.7971831784057442,0.04178705850964623,0.36384658467886555,0.041735806309435984,0.89566048422641,0.011299581703507746,0.19737944984367226,0.06928895206897762,0.826777619827556,0.03059179849731352,0.3158529618475746,-0.011837776568724727,0.08112672863770233,0.07913255860942513,0.00315274500665155,0.003008504411980103,0.041735806309435984,0.014981827975324189,0.028301552531412637,0.028301981954466628,0.06928895206897762,0.0305718345945679,0.057464671856860376,0.031306692916427806,14.10147828295224,10.890524220058978,0.0,0.0,18.071674225521043,1.0,6.25,6.25,3.8169897723399586e-16,0.08919268355945606,0.011326888474243884,0.12699347101372224,0.9999999999999987,0.9999999999999973
4,0.4,1.5,1,7.5,0.15293305911728045,0.32660913940580893,0.46832963915666154,0.15543444938714515,-0.1520793800771097,0.8849693686738518,0.019906997883893926,-0.00010647462904048687,0.37933660861207846,0.2271866168665553,-0.00019254499493477693,0.01657448814029576,0.023369544796988672,-0.008343751252328665,1.000004367645859,0.9677523192074271,0.32660913940580893,0.08822732932194605,0.7794316766951348,0.06292890134469106,0.3782077452650393,0.07842374521842091,0.8039406369539477,0.041414397971640635,0.3507043281204641,0.11820349026540247,0.7044912743364937,0.09390954159614383,0.4971079097308686,0.029976160943456412,0.08822732932194605,0.08615032004170489,0.003839311036641311,0.002978863700394835,0.07842374521842092,0.05600356518978147,0.02886212102013043,0.02820659230182008,0.11820349026540247,0.07497131373434145,0.09736828000124367,0.031197422773282336,14.72598248276715,12.065822172128215,0.0,0.0,17.860445109151293,1.0,7.5,7.5,3.553155238666222e-16,0.15293305911728045,0.010708454603670647,0.07002053490251972,0.9999999999999998,0.9999999999999999
4,0.4,1.5,4,15.0,0.08908877216023531,0.32660913940580893,0.2727903743957658,0.10439168073671856,-0.08899244086032478,0.8799830981791443,0.019906997883893926,8.44079965505388e-05,0.09432102247044451,0.2271866168665553,0.0015093212316944615,0.011133604561416703,0.023369544796988672,-0.004956948243906694,1.000004367645859,0.9677523192074271,0.32660913940580893,0.10632289549052742,0.7341927612736814,0.07156807530238521,0.46004640215025205,0.0414903921393894,0.8962740196515264,0.011115667063716386,0.19633629363323074,0.06956044087199478,0.8260988978200131,0.03087028076746245,0.3169319235925116,-0.03676245461853264,0.10632289549052742,0.10468820921355684,0.0032258473812920496,0.002978863700394835,0.0414903921393894,0.014811253871737637,0.02812975501980807,0.02820659230182008,0.06956044087199478,0.03066723750630153,0.05725369579256223,0.031197422773282336,14.098892401098492,10.836826143255923,0.0,0.0,17.860445109151293,1.0,7.5,7.5,3.553155238666222e-16,0.08908877216023531,0.006734745345688169,0.07559589365060547,0.9999999999999959,0.9999999999999987
