d,sigma,omega,r,var_pw_e,var_zo_e,mse_pw,mse_zo,mse_wml,cos_pw,cos_zo,cos_wml,win_wml_vs_pw,win_zo_vs_pw,om_meas,ratio_e,mse_ratio_zo_pw,mse_ratio_wml_pw
8,0.05,32.0,0.565685424949238,14.795646150620819,45.87751050398426,0.3112455658558033,0.3693949672638761,0.36671859697489373,0.22188608536049148,0.0765125818403097,0.0832035075627656,0.387603759765625,0.369659423828125,31.999999991931443,3.1007439646060515,1.1868280476484372,1.1782291451014293
8,0.05,64.0,1.131370849898476,63.78597719679135,48.6515364955639,0.29161488846141126,0.34831146038450966,0.3550287475313732,0.27096277884647174,0.12922134903872573,0.11242813117156689,0.3809814453125,0.39215087890625,64.00000035049686,0.7627309109879286,1.1944227615477216,1.2174575495940543
8,0.1,0.5,0.017677669529663688,1.228598673055695e-05,0.025433461142875785,0.01459701605957314,0.05369938809023185,0.0864759171194108,0.9635074598510672,0.8657515297744204,0.783810207201473,0.013946533203125,0.031524658203125,0.4893550596534958,2070.11953542317,3.6787921497842193,5.924218810645031
8,0.1,1.0,0.035355339059327376,0.00013696788858208616,0.1517512861988377,0.0728705544143239,0.10625381871973219,0.13353942023699641,0.8178236139641903,0.7343654532006696,0.6661514494075089,0.137664794921875,0.1654052734375,1.287267824290661,1107.9333102801809,1.4581173366075868,1.8325566658615549
8,0.1,2.0,0.07071067811865475,0.002642798388679217,0.49192386606602756,0.11413198929527013,0.14364390598057553,0.16565702160615808,0.7146700267618247,0.6408902350485612,0.5858574459846049,0.239837646484375,0.266448974609375,1.9477218719528742,186.1374928080968,1.2585770813908737,1.4514512769736088
8,0.1,4.0,0.1414213562373095,0.0544602377537317,1.1163536508869454,0.15681064978242903,0.1900837748329835,0.2222937675393335,0.6079733755439274,0.5247905629175412,0.44426558115166614,0.2381591796875,0.24969482421875,3.999792737513448,20.498508580426666,1.2121866410012339,1.4175935617112785
8,0.1,8.0,0.282842712474619,0.49629645605067557,5.973081914398263,0.2740113544343633,0.3044581975856855,0.2836913666697676,0.3149716139140917,0.23885450603578634,0.29077158332558084,0.506256103515625,0.376953125,7.999999991714702,12.035310431046817,1.11111526095031,1.0353270478713794
8,0.1,16.0,0.565685424949238,3.6474762175998596,11.511920035596884,0.28733595164303655,0.3460352246379698,0.3328748666802306,0.2816601208924086,0.13491193840507543,0.1678128332994235,0.40618896484375,0.361663818359375,15.99999994282377,3.156132994109567,1.2042879516443408,1.158486659176461
8,0.1,32.0,1.131370849898476,15.873258123546206,12.093492082882932,0.23338316413832935,0.2983725314919219,0.3129287730748011,0.4165420896541766,0.2540686712701952,0.21767806731299713,0.346710205078125,0.371002197265625,31.99999995051543,0.7618783735989013,1.278466390639354,1.3408369632409474
8,0.1,64.0,2.262741699796952,64.03770182835538,12.162867500950881,0.2907392320784351,0.2974963263709502,0.31220802607914455,0.2731519198039123,0.25625918407262444,0.21947993480213862,0.473907470703125,0.5020751953125,64.00000002351388,0.18993291691747222,1.0232410818595412,1.0738420950183896
8,0.2,0.5,0.035355339059327376,4.676813675952358e-05,0.027041049397607424,0.018510351361487487,0.061248558620815685,0.08551425656919757,0.9537241215962813,0.8468786034479608,0.7862143585770062,0.0321044921875,0.0439453125,0.5114727785361689,578.1938574258243,3.308881469870368,4.619807312092301
