tag,env,mode,seed,d,B,epoch,minibatch,eta,eta_src,n_mean_v,n_mean_ubar,n_mean_c,n_mean_ubar_raw,R_batch_action,cos_meanv_meanc,clip_rate,task,arm,pad,condition
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,29,0.0012306231074035168,measured,0.19781972668470732,0.00653908635496526,0.19629387114427074,0.007021725124768421,0.03331273827763014,0.9994793898749155,0.0030364990234375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,30,0.0012306231074035168,measured,0.18137895321636308,0.006577063552165535,0.18094450099490325,0.007021725124768421,0.036348513030050274,0.9993438506908366,0.0030364990234375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,31,0.0012306231074035168,measured,0.20066882456949073,0.006346077380499913,0.19948036782271114,0.007021725124768421,0.03181304230453494,0.9995146045106746,0.003383636474609375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,32,0.0012306231074035168,measured,0.1861071048701018,0.006143425896279498,0.1855996654237061,0.007021725124768421,0.03310041471368792,0.9994574022888836,0.003078460693359375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,33,0.0012306231074035168,measured,0.21099146757278697,0.006196049347308469,0.20945186793492035,0.007021725124768421,0.02958221097939354,0.9995924578377736,0.003116607666015625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,34,0.0012306231074035168,measured,0.21429314680615796,0.006681651422876452,0.21347767152003486,0.007021725124768421,0.03129906455916201,0.9995193165000715,0.0030364990234375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,35,0.0012306231074035168,measured,0.23333870736200826,0.006677522534306367,0.2322440091243588,0.007021725124768421,0.028752184219753233,0.9995996518877722,0.002956390380859375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,36,0.0012306231074035168,measured,0.2060317243384879,0.006489391618690691,0.2046728857435007,0.007021725124768421,0.03170616173747407,0.9995225680175724,0.0033111572265625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,37,0.0012306231074035168,measured,0.21726915946487166,0.0065973683983617335,0.21577330788649876,0.007021725124768421,0.030575461177067883,0.9995596531760408,0.0026702880859375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,38,0.0012306231074035168,measured,0.21182814410286097,0.006254477193836757,0.21099037238673612,0.007021725124768421,0.02964342459353041,0.9995702232711315,0.002986907958984375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,39,0.0012306231074035168,measured,0.20492368262459104,0.006376430906612873,0.20365678201615467,0.007021725124768421,0.03130969095876103,0.9995321111986457,0.00311279296875,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,40,0.0012306231074035168,measured,0.21366248582363112,0.006117260794152914,0.2124685018621795,0.007021725124768421,0.02879137726538009,0.9996035460481303,0.0030517578125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,41,0.0012306231074035168,measured,0.18794558121348465,0.0063046475556611395,0.18681841566678223,0.007021725124768421,0.033747462920746776,0.9994520618009314,0.0030670166015625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,42,0.0012306231074035168,measured,0.21148446109475902,0.0060924653957506545,0.2111582453914397,0.007021725124768421,0.028852604758235922,0.9995855971435322,0.00315093994140625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,43,0.0012306231074035168,measured,0.22015618261688924,0.005845916459121327,0.2186589809933556,0.007021725124768421,0.026735313740770757,0.999668324616234,0.003570556640625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,44,0.0012306231074035168,measured,0.18978271470111374,0.006241536186559029,0.18876003371700287,0.007021725124768421,0.03306598363869516,0.9994708639264426,0.003528594970703125,hopper,B,0,hopper
