condition,task,arm,d,pad,seed,checkpoint,n_states,eta,eta_src,eta_measured,clip_rate,R2_exact,R2_linear,R_exact_med,R_exact_q25,R_exact_q75,R_linear_med,frac_R_gt_05,frac_R_gt_1,frac_R_gt_3,norm_ratio_med,cosine_linear_med,residual_linear_med,cos_v_c_med,cos_ubar_c_med,cross_fraction_med,direction_change_med,frac_cosvc_lt_09,frac_cosvc_lt_05,ubar_raw_rms,ubar_raw_rms_exp,ubar_raw_mean,ubar_raw_mean_exp,ubar_raw_med,ubar_raw_med_exp,ubar_fit_rms,ubar_fit_meanvec_norm,ubar_raw_meanvec_norm,ubar_fit_minus_raw_rms,logit_spread_med,q_sd_med,ess_med,w_max_med,sigma_med,cloud_between_state_sd,cloud_within_state_sd
walker,walker,B,6,0,104,WalkerRun_weighted_mle_s104_final,2048,0.023263106122612953,measured,0.023263106122612953,0.1950200398763021,1.6934325661705882,0.13063088636080147,0.2600734326627747,0.16985311234464134,0.4523563668022622,0.0664648588652278,0.220703125,0.09716796875,0.0439453125,0.25309543228277187,0.7977018993291779,3.3117429393116504,0.9746131708351887,0.007920923108533868,0.0029757214126501035,0.025386829164811275,0.20751953125,0.0712890625,0.4308320013567395,0.4330127018922193,0.4137207841467816,0.4154188713059804,0.40851560474014514,0.4088138569174514,3.2552777847961245,0.5625034297909214,0.01221665390170521,3.237679086914433,10.313603559430996,0.23992645410960203,1.9312733099856056,0.6669372088754976,2.13493322138659,2.8646497083023528,0.2764583066793626
walker,walker,B,6,0,105,WalkerRun_weighted_mle_s105_final,2048,0.01912478730082512,measured,0.01912478730082512,0.2418390909830729,0.3245537705011437,0.012575142749085806,0.2149362026688796,0.15224191950467791,0.31254831954730833,0.03004298617562668,0.0712890625,0.01806640625,0.00341796875,0.13801997917039657,0.7314436264662434,6.629830928769626,0.9824005248190276,0.001405752691718761,0.000495226470232064,0.01759947518097238,0.07373046875,0.00732421875,0.43088995058694923,0.4330127018922193,0.41358566249691553,0.4154188713059804,0.40911004591797373,0.4088138569174514,0.6496715530331398,0.08242838346254186,0.006580019423226311,0.5781640336462506,20.103586339008533,0.38447681271731193,1.368552106714465,0.846325370321227,3.4641476689135313,0.11242495328388566,0.10125535250501232
walker,walker,B,6,0,106,WalkerRun_weighted_mle_s106_final,2048,0.018786540254950523,measured,0.018786540254950523,0.30017344156901044,0.5590872492978285,0.03610149636879633,0.26746836574325,0.18558824053192044,0.4082399321493335,0.04809031442490224,0.16259765625,0.02978515625,0.00390625,0.1755899234891474,0.7379862866042682,4.996584483139487,0.9738133301629963,0.04264686996357068,0.01995241913479558,0.02618666983700363,0.1494140625,0.01220703125,0.43678181067992133,0.4330127018922193,0.4194427220533278,0.4154188713059804,0.4160140853840056,0.4088138569174514,1.0817985829530117,0.17371349194498026,0.013003033713724637,1.0420149379378607,14.880374891174945,0.2795507619018126,1.3510230906032072,0.8495656548332009,4.385723053825182,0.576008749108755,0.12404791486807684
walker,walker,B,6,0,107,WalkerRun_weighted_mle_s107_final,2048,0.018452631309628487,measured,0.018452631309628487,0.30614980061848956,0.6319178332278316,0.0372076887758833,0.24587693594005824,0.17119651140981254,0.36356456950012217,0.043853292155005406,0.13916015625,0.0361328125,0.01318359375,0.17290901775904838,0.7838564034547346,5.081897819947884,0.9766316656236972,0.0003630883494192006,0.00015814116568054268,0.023368334376302813,0.13623046875,0.0244140625,0.43492133339318545,0.4330127018922193,0.4170023814252992,0.4154188713059804,0.4096737475489578,0.4088138569174514,1.1999986062582133,0.1465861228465779,0.010955227758203215,1.171478832289191,14.34122436387111,0.2646333257151753,1.4148329033262874,0.8308739486160153,4.5980689546885625,0.23315744299587654,0.1126032323042798
walker,walker,B,6,0,108,WalkerRun_weighted_mle_s108_final,2048,0.01613873802125454,measured,0.01613873802125454,0.20137786865234375,0.5060552920343251,0.0207177938039344,0.2134567813718327,0.15347486484642367,0.29794431391770937,0.030317944777137756,0.072265625,0.0244140625,0.0107421875,0.13705023300607164,0.7315687726199223,6.686511707987458,0.9826866414556442,0.004118101123430595,0.001837049909043957,0.017313358544355784,0.07421875,0.01513671875,0.4378072557163565,0.4330127018922193,0.4194750432552763,0.4154188713059804,0.4129232306802032,0.4088138569174514,1.0657038697437626,0.09484484472372524,0.007652696788658751,1.0104654874863872,18.012867525067033,0.29070494999861946,1.3127412200735975,0.866288418566517,3.313245830604072,1.3036040731047533,0.13624142865571284
leap,leap,A,16,0,101,LeapCubeRotateZAxis_pathwise_fa_s101_final,2048,0.388958366279427,recomputed_counterfactual,,0.04986858367919922,0.6293569149490221,0.7284370531604253,0.8456253027521566,0.5484209727344114,1.315289495551065,0.891136956137544,0.7939453125,0.3955078125,0.04296875,1.0388812819197715,0.9403207117385075,0.41742883008701737,0.7849508831956438,0.03003327481776276,0.024936471848223486,0.2150491168043563,0.77392578125,0.1513671875,0.7136181668664622,0.7071067811865476,0.7025117341540449,0.696151155430724,0.700207258686246,0.692335244051825,0.7377274152609424,0.20713170758646082,0.01144838880180072,0.2922528250260614,0.8678839356513153,0.337570717731095,16.867711566499494,0.12916739102747465,1.0261220830761917,0.9195337447065574,0.36937474200473996
leap,leap,A,16,0,102,LeapCubeRotateZAxis_pathwise_fa_s102_final,2048,0.05632680643844944,recomputed_counterfactual,,2.86102294921875e-06,0.530855136497802,0.4945371006526923,0.7160959227771525,0.4839282829452242,1.0328579179803814,0.6772631237979163,0.73193359375,0.2763671875,0.013671875,0.9468785869767835,0.9542029240408971,0.35620014374027337,0.8211722956815632,-0.004600204684494588,-0.003728416706387954,0.1788277043184368,0.72119140625,0.0810546875,0.7078151276008351,0.7071067811865476,0.6972962964245877,0.696151155430724,0.69123528386536,0.692335244051825,0.7078123452040831,0.015159172195606443,0.015160608375494107,0.00043741593168211793,0.9025179310197996,0.05083595280778212,17.516815654429223,0.1252888284276329,0.262865126873842,0.534183353218164,0.2562204731118026
leap,leap,A,16,0,103,LeapCubeRotateZAxis_pathwise_fa_s103_final,2048,0.18002475741291749,recomputed_counterfactual,,0.023795127868652344,0.5933348685843689,0.643873444920763,0.7953454682325617,0.5238847355129185,1.1979828464998317,0.8225922336040619,0.76904296875,0.35205078125,0.01953125,1.028615891855173,0.9437305888905323,0.37514430526118403,0.799347360667805,0.009203086420116061,0.007225588129505389,0.20065263933219496,0.7548828125,0.138671875,0.7088509234241488,0.7071067811865476,0.6966728060115072,0.696151155430724,0.6906961098113715,0.692335244051825,0.7116828421665367,0.12940727044000694,0.016594803069854013,0.16403059403101458,0.8341457916379036,0.15016689378661963,17.02459451746502,0.1335716416125512,1.0114482856142177,0.5736575791600285,0.310469738008231
leap,leap,A,16,0,104,LeapCubeRotateZAxis_pathwise_fa_s104_final,2048,0.05806220314021295,recomputed_counterfactual,,0.0032453536987304688,0.5596543904510268,0.3908962745467613,0.823210641940453,0.5018908661505428,1.318872713908771,0.6547971867984255,0.751953125,0.39208984375,0.0263671875,0.8250401443243158,0.950584197304176,0.4650282087760008,0.783031735535002,-0.018762482436103692,-0.015622173101542198,0.2169682644649979,0.75439453125,0.15966796875,0.7035570343988061,0.7071067811865476,0.6923123658237862,0.696151155430724,0.687592494625981,0.692335244051825,0.7039636944628637,0.03247899678635871,0.020789503718904725,0.07553881472806717,0.9411435110844882,0.05464486572468083,20.126810011773586,0.09833800051286662,0.36244301123729245,0.5897936711790526,0.2870156303358584
leap,leap,A,16,0,105,LeapCubeRotateZAxis_pathwise_fa_s105_final,2048,0.022399271122263205,recomputed_counterfactual,,1.1444091796875e-05,0.5508810268163604,0.3264754761215054,0.787279392080579,0.5054126413357476,1.1613601312967377,0.6784876156989122,0.75537109375,0.3359375,0.0068359375,0.8859475775808312,0.9514112343859429,0.4013584122437998,0.7914051096674446,-0.021337950546271137,-0.016113246910074874,0.20859489033255546,0.7578125,0.10595703125,0.7102052843038932,0.7071067811865476,0.6992933856657251,0.696151155430724,0.7003691290935212,0.692335244051825,0.7101953700585372,0.014417633244781123,0.014409569834684404,0.001039947361585828,0.9155161747397924,0.020506895014813876,19.332690161347003,0.10831363151097703,0.33778536350052685,0.45215649162108257,0.2504313239148143
leap,leap,A,16,0,106,LeapCubeRotateZAxis_pathwise_fa_s106_final,2048,0.299301088125384,recomputed_counterfactual,,0.04581260681152344,0.7751163000492738,0.8842814520941582,0.9792928812101557,0.6223267896880734,1.5140501216816897,0.9969540692109613,0.82958984375,0.48486328125,0.04833984375,1.0128427910184228,0.9469141728896567,0.37565181181980534,0.7215253027034936,-0.023855172161170245,-0.019593830562784822,0.2784746972965065,0.82568359375,0.2041015625,0.7082833350883834,0.7071067811865476,0.6973884489996933,0.696151155430724,0.6948912661286696,0.692335244051825,0.9321621999763885,0.3327408340237309,0.021095253368638163,0.6421167380384178,0.8417630774556137,0.2519406050262371,17.54620182791733,0.12830139865833173,0.773014301535667,1.2413644563508508,0.37408404556836705
leap,leap,A,16,0,107,LeapCubeRotateZAxis_pathwise_fa_s107_final,2048,0.046858796898848074,recomputed_counterfactual,,0.026831626892089844,0.8007338058225065,0.5944782612275636,0.8156069521092666,0.5794238638801195,1.2047626651626167,0.7466883386941856,0.8203125,0.35400390625,0.03125,0.918948401563847,0.9496418695851885,0.3860521479949232,0.7881902078804361,-0.002450784465437557,-0.0014513307957363445,0.2118097921195639,0.814453125,0.1337890625,0.7086013252053913,0.7071067811865476,0.6977322758136955,0.696151155430724,0.693736148281629,0.692335244051825,1.0362558207519905,0.4930691541065935,0.015883388366424164,0.7788394684210515,0.967126126867359,0.04531836675444718,16.569392236755668,0.13229383432856195,0.3562757758428463,0.762125407277747,0.2835366099031701
leap,leap,A,16,0,108,LeapCubeRotateZAxis_pathwise_fa_s108_final,2048,0.03117535372714679,recomputed_counterfactual,,0.0012960433959960938,0.5438364153545485,0.4814210204522519,0.6769196071356625,0.47732001714663974,0.9491370652209679,0.6378492064817164,0.72216796875,0.21875,0.00048828125,0.9264346119353621,0.9489226362602159,0.3792975730178647,0.842396428908817,-0.005219710090567153,-0.004190063738944667,0.157603571091183,0.71533203125,0.0419921875,0.705592860640454,0.7071067811865476,0.6946442870517527,0.696151155430724,0.6923529708365492,0.692335244051825,0.7049474769911744,0.022246228659034133,0.019971012339832953,0.018577301493780222,0.9427742388816731,0.02939132038197776,16.9326687494693,0.13114084052885283,0.4171941474889266,0.2706894939130011,0.2177353662990103
leap,leap,B,16,0,101,LeapCubeRotateZAxis_weighted_mle_s101_final,2048,0.009808957576751709,measured,0.009808957576751709,0.05552387237548828,0.18665699972477956,0.02212784036833259,0.18743866236835766,0.15741042192263477,0.22716055864276508,0.02536746776603284,0.00048828125,0.0,0.0,0.13779655699612736,0.5593557518525547,6.761590884387068,0.9839063099952359,-0.008790980259481294,-0.003097727256152904,0.016093690004764183,0.0009765625,0.0,0.7058050053368257,0.7071067811865476,0.6951904168655205,0.696151155430724,0.6917651596352019,0.692335244051825,0.6842979382859763,0.08263626898287742,0.016304621179330125,0.16182239069944562,27.005692644142563,0.26489769347719005,1.0076721020366977,0.99617875118416,1.4530664257869397,0.024513872820088052,0.0527662059799229
