task,arm,seed,M,eta,gate_open_frac,A_open,B_open,net_open,A_pooled,B_pooled,net_pooled,A_pred_pooled,gnorm,sigma,sig_star,curv_pooled,abs_curv,frac_curv_pos,ess,kl_med,spearman_A_dmu,spearman_A_Apred,slope_A_on_Apred
g1,WML_noent,303,32,0.038195933380296455,0.0,nan,nan,nan,1.6994521617889404,-3.5377197265625,-0.9571695327758789,3.324751853942871,0.0576024204492569,0.596211850643158,0.8030247688293457,0.03954121470451355,0.0467437244951725,0.91015625,23.23743438720703,1.7377595901489258,1.0,0.7592467720385437,0.001302904449403286
g1,WML_noent,304,16,0.04392231226763178,0.0,nan,nan,nan,3.0755233764648438,-5.2053022384643555,-1.2817931175231934,3.559847831726074,0.0551331453025341,0.68009352684021,1.418656587600708,0.06309134513139725,0.07550134509801865,0.892578125,11.067522048950195,4.243268013000488,1.0,0.6542092781897666,0.00017937220400199294
g1,WML_noent,304,32,0.0501779221290472,0.0,nan,nan,nan,1.6496695280075073,-3.395256996154785,-0.9164547920227051,2.727573871612549,0.0551331453025341,0.68009352684021,1.1743361949920654,0.05867355316877365,0.07230973243713379,0.912109375,23.311992645263672,1.6817774772644043,1.0,0.6760187605142994,0.00015037301636766642
g1,WML_noent,305,16,0.015473558827851069,0.0,nan,nan,nan,2.907841205596924,-4.900246620178223,-1.0138815641403198,4.286673545837402,0.04033069312572479,0.3892240524291992,0.6808038353919983,0.016053490340709686,0.017411008477211,0.896484375,10.95106315612793,4.2134108543396,1.0,0.688353571571623,0.0009046628838405013
g1,WML_noent,305,32,0.017782914706838307,0.0,nan,nan,nan,1.5902409553527832,-3.3023300170898438,-0.7565510272979736,3.2455997467041016,0.04033069312572479,0.3892240524291992,0.549709677696228,0.015918584540486336,0.017003396525979042,0.927734375,22.712905883789062,1.7883682250976562,1.0,0.7295554990501367,0.0011585307074710727
g1,WML_noent,306,16,0.055302147590207754,0.0,nan,nan,nan,2.8380260467529297,-5.057742118835449,-1.3353407382965088,3.122060775756836,0.049596235156059265,0.9909242987632751,2.006967067718506,0.0991312563419342,0.1218169778585434,0.869140625,10.705446243286133,4.289432525634766,1.0,0.623054407565718,0.009188653901219368
g1,WML_noent,306,32,0.061426304011425875,0.0,nan,nan,nan,1.5395426750183105,-3.0760459899902344,-0.8904972076416016,2.53056001663208,0.049596235156059265,0.9909242987632751,1.5647056102752686,0.1040755957365036,0.12124092131853104,0.88671875,22.123186111450195,1.7615430355072021,1.0,0.6700699558542474,0.004188637249171734
g1,WML_noent,307,16,0.024229143229083063,0.0,nan,nan,nan,3.074942111968994,-4.739577293395996,-0.984257698059082,3.6291449069976807,0.04218148812651634,0.49140024185180664,0.9536533951759338,0.032449185848236084,0.03834325075149536,0.908203125,11.036312103271484,4.1380414962768555,1.0,0.7164269299103924,0.011131464503705502
g1,WML_noent,307,32,0.028250943492984258,0.0,nan,nan,nan,1.6227152347564697,-3.267247200012207,-0.7800132632255554,2.669405460357666,0.04218148812651634,0.49140024185180664,0.7789654731750488,0.03228571265935898,0.03782451152801514,0.923828125,23.036937713623047,1.7169675827026367,1.0,0.7431675829127613,0.014530349522829056
g1,WML_noent,308,16,0.029706055459619664,0.0,nan,nan,nan,2.8343381881713867,-5.03166389465332,-1.464296817779541,2.3709750175476074,0.050710178911685944,0.4590162932872772,0.9794560670852661,0.027673138305544853,0.036769308149814606,0.89453125,11.58751106262207,4.092728614807129,0.9999999999999998,0.6954951299726364,4.4380256440490484e-05
g1,WML_noent,308,32,0.034741573865450424,0.0,nan,nan,nan,1.4962244033813477,-3.277867317199707,-0.877137303352356,1.7334767580032349,0.050710178911685944,0.4590162932872772,0.811755359172821,0.02935648150742054,0.03561247140169144,0.90625,24.27108383178711,1.6759309768676758,1.0,0.7105432137707282,5.5912361858645454e-05
leap,PW_ent,301,16,0.08043829596520927,0.0,nan,nan,nan,1.9546089172363281,-2.9318556785583496,-0.4126116931438446,2.8320930004119873,0.12021983414888382,0.5647842884063721,0.8716598749160767,0.028599247336387634,0.09864265471696854,0.6171875,9.919668197631836,2.7076940536499023,1.0,0.3935357443265698,0.002922097221016884
leap,PW_ent,301,32,0.09015648211576706,0.0,nan,nan,nan,1.2266442775726318,-1.841677188873291,-0.27778828144073486,2.2544431686401367,0.12021983414888382,0.5647842884063721,0.680245041847229,0.03459561616182327,0.08831322193145752,0.638671875,20.51348114013672,1.172347068786621,1.0,0.5152504727858459,0.003529411042109132
leap,PW_ent,302,16,0.11067545642965446,0.0,nan,nan,nan,1.6294195652008057,-2.6855015754699707,-0.49359190464019775,3.2183680534362793,0.11019487679004669,0.74757981300354,1.173959732055664,-0.009955084882676601,0.13190911710262299,0.47265625,11.28415584564209,2.3904805183410645,1.0,0.45384508646044336,6.854762614239007e-05
